Sat.Mar.25.2017.6.32.PM
Match: 45,Battery: 2015-1
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Tele Enable,FALSE,0.000,-0.014,0.000,0.000,Open,Down,0.110,0.000,FALSE,0.000,0.000,FALSE,-15.710,159.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.750,9.219,12.150,
100, 101,Tele Enable,FALSE,0.000,-0.014,0.000,0.000,Open,Down,0.000,-0.023,TRUE,0.000,0.000,FALSE,-15.680,159.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.750,7.750,12.200,
200, 203,Tele Enable,FALSE,0.000,-0.014,0.000,0.000,Open,Down,0.030,-0.079,TRUE,0.000,0.000,FALSE,-15.730,159.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.750,7.750,12.150,
300, 304,Tele Enable,FALSE,0.000,-0.014,0.000,0.000,Open,Down,0.020,0.025,TRUE,0.000,0.000,FALSE,-15.700,159.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.750,7.812,12.150,
400, 406,Tele Enable,FALSE,0.000,-0.014,0.000,0.000,Open,Down,0.010,-0.076,TRUE,0.000,0.000,FALSE,-15.750,159.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.700,7.875,12.150,
500, 508,Tele Enable,FALSE,0.000,-0.014,0.000,0.000,Open,Down,-0.070,-0.079,TRUE,0.000,0.000,FALSE,-15.720,159.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.750,7.875,12.150,
600, 609,Tele Enable,FALSE,0.000,-0.014,0.000,0.000,Open,Down,-0.030,-0.030,TRUE,0.000,0.000,FALSE,-15.740,159.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.700,7.969,12.150,
700, 709,Tele Enable,FALSE,0.000,-0.014,0.000,0.000,Open,Down,-0.050,-0.029,TRUE,0.000,0.000,FALSE,-15.740,159.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.700,8.000,12.150,
