Fri.Apr.07.2017.4.07.PM
Match: 0,Battery: 
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Auto Enable,FALSE,0.000,0.000,0.000,0.000,Close,Down,-0.040,0.000,FALSE,0.000,0.000,TRUE,4.506,-2.592,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,0.000,12.500,
100, 102,Auto Enable,FALSE,0.000,0.000,0.000,0.000,Close,Down,-0.030,0.012,FALSE,0.000,0.000,TRUE,4.429,-2.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.500,
200, 203,Auto Enable,FALSE,-0.049,0.049,0.000,0.000,Close,Up,-0.080,-0.032,TRUE,0.000,0.000,TRUE,4.429,-2.592,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.500,
300, 304,Auto Enable,FALSE,0.138,-0.260,0.000,0.000,Close,Up,-0.080,0.203,TRUE,-0.936,1.154,TRUE,4.506,-2.592,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,0.000,12.450,
400, 405,Auto Enable,FALSE,-0.042,-0.303,0.000,0.000,Close,Up,-0.030,0.017,TRUE,-1.602,3.666,TRUE,4.506,-2.592,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,0.000,12.400,
500, 505,Auto Enable,FALSE,-0.042,-0.303,0.000,0.000,Close,Up,-0.040,-0.029,TRUE,-1.602,6.857,TRUE,4.119,-2.263,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,0.000,12.450,
600, 607,Auto Enable,FALSE,-0.303,-0.042,0.000,0.000,Close,Up,-0.050,0.016,TRUE,-1.589,10.036,FALSE,4.159,-5.362,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,0.000,12.350,
700, 709,Auto Enable,FALSE,-0.303,-0.042,0.000,0.000,Close,Up,-0.050,0.000,TRUE,2.051,10.203,FALSE,4.149,-7.213,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.400,
