Fri.Mar.24.2017.8.07.PM
Match: 0,Battery: 
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,-0.110,0.000,FALSE,-0.205,0.000,FALSE,-4.564,-12.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,10.594,12.150,
100, 100,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,-0.050,0.032,TRUE,-0.205,0.000,FALSE,-4.514,-12.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,8.438,12.250,
200, 200,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,-0.040,0.067,TRUE,-0.205,0.000,FALSE,-4.534,-12.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,8.344,12.250,
300, 301,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,-0.010,-0.010,TRUE,-0.205,0.000,FALSE,-4.524,-12.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,8.406,12.200,
400, 402,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,-0.030,-0.167,TRUE,-0.205,0.000,FALSE,-4.624,-12.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,8.344,12.250,
500, 502,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,-0.020,-0.167,TRUE,-0.205,0.000,FALSE,-4.524,-12.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,8.406,12.250,
600, 603,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,-0.020,0.119,TRUE,-0.205,0.000,FALSE,-4.524,-12.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,8.406,12.200,
700, 705,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,-0.040,-0.165,TRUE,-0.205,0.000,FALSE,-4.564,-12.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,8.438,12.200,
