Sat.Mar.25.2017.4.49.PM
Match: 35,Battery: -1
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Auto Enable,TRUE,0.000,0.000,0.000,0.000,Close,Down,0.000,0.000,FALSE,0.013,0.013,TRUE,2.101,77.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.150,0.000,13.100,
100, 103,Auto Enable,TRUE,0.000,0.000,0.000,0.000,Close,Down,0.000,0.000,FALSE,0.013,0.013,TRUE,2.101,77.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.150,0.000,13.050,
200, 205,Auto Enable,TRUE,-0.011,0.011,0.000,0.000,Close,Down,0.000,0.003,FALSE,0.013,0.013,TRUE,2.101,77.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.150,0.000,13.050,
300, 305,Auto Enable,TRUE,-0.123,-0.099,0.000,0.000,Close,Down,0.000,0.005,FALSE,0.013,0.013,TRUE,2.101,77.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.150,0.000,13.050,
400, 405,Auto Enable,TRUE,-0.360,-0.316,0.000,0.000,Close,Down,0.000,-0.050,FALSE,0.115,0.128,TRUE,2.101,77.350,0.000,0.000,0.000,0.000,3.125,3.000,2.000,3.875,12.450,0.000,12.300,
500, 506,Auto Enable,TRUE,-0.360,-0.297,0.000,0.000,Close,Down,0.010,-0.080,TRUE,1.000,0.872,TRUE,2.101,77.350,4.750,0.000,0.000,6.250,5.125,3.500,2.250,5.125,12.650,0.000,12.550,
600, 608,Auto Enable,TRUE,-0.360,-0.282,0.000,0.000,Close,Down,0.500,-0.142,TRUE,2.717,2.294,TRUE,2.101,67.086,4.000,0.000,0.000,4.625,3.625,1.875,1.500,3.250,12.650,0.000,12.550,
700, 709,Auto Enable,TRUE,-0.360,-0.285,0.000,0.000,Close,Down,1.120,-0.044,TRUE,4.986,4.153,TRUE,1.946,71.949,2.875,0.000,0.000,4.125,3.000,0.000,0.000,2.250,12.750,0.000,12.650,
