Sat.Apr.08.2017.9.40.AM
Match: 0,Battery: -4
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Auto Enable,FALSE,-0.160,0.120,0.000,0.000,Close,Down,-9.570,0.000,FALSE,-9.844,-7.614,FALSE,3.997,31.851,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,0.000,12.750,
100, 100,Auto Enable,FALSE,-0.161,-0.001,0.000,0.000,Close,Down,-9.560,-0.012,TRUE,-9.844,-7.601,FALSE,3.877,31.844,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,0.000,12.750,
200, 201,Auto Enable,FALSE,-0.361,-0.201,0.000,0.000,Close,Down,-9.550,-0.054,TRUE,-9.780,-7.601,FALSE,3.907,31.831,3.000,0.000,0.000,3.625,4.125,0.000,0.000,0.000,12.650,0.000,12.500,
300, 301,Auto Enable,FALSE,-0.492,-0.332,0.000,0.000,Close,Down,-8.880,-0.200,TRUE,-8.959,-7.332,FALSE,3.547,31.448,7.625,0.000,0.000,10.750,11.125,3.375,2.625,0.000,11.800,0.000,11.600,
400, 402,Auto Enable,FALSE,-0.482,-0.399,0.000,0.000,Close,Down,-7.080,-0.147,TRUE,-6.665,-6.242,FALSE,2.607,30.008,9.125,0.000,0.000,9.625,8.750,3.000,2.625,4.250,11.850,0.000,11.700,
500, 503,Auto Enable,FALSE,-0.469,-0.355,0.000,0.000,Close,Down,-5.020,-0.136,TRUE,-3.397,-4.179,FALSE,-0.233,26.913,7.375,0.000,0.000,6.750,5.750,2.375,2.250,3.500,12.050,0.000,11.950,
600, 604,Auto Enable,FALSE,-0.453,-0.346,0.000,0.000,Close,Down,-2.980,-0.155,TRUE,1.243,-0.948,FALSE,-1.823,24.350,6.125,0.000,0.000,6.000,4.500,2.000,1.875,2.750,12.250,0.000,12.100,
700, 705,Auto Enable,FALSE,-0.436,-0.338,0.000,0.000,Close,Down,-1.020,0.148,TRUE,5.422,2.153,FALSE,-3.863,20.773,4.625,0.000,0.000,4.625,3.375,0.000,1.500,2.625,12.250,0.000,12.150,
