Fri.Mar.10.2017.9.17.PM
Match: 1,Battery: 
time,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	PDP2,	PDP4,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 4 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0,Auto Enable,TRUE,-0.079,-0.063,0.000,0.000,Close,Down,0.000,0.000,FALSE,0.154,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.050,0.000,13.000,
50,Auto Enable,TRUE,-0.241,-0.214,0.000,0.000,Close,Down,0.000,-0.038,FALSE,0.154,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,0.000,12.800,
100,Auto Enable,TRUE,-0.490,-0.453,0.000,0.000,Close,Down,0.000,-0.055,TRUE,0.256,0.385,0.000,0.000,0.000,0.000,5.375,7.750,4.250,0.000,11.400,0.000,10.750,
150,Auto Enable,TRUE,-0.490,-0.426,0.000,0.000,Close,Down,-0.900,-0.622,TRUE,0.756,1.307,13.750,0.000,0.000,0.000,12.875,10.125,5.000,11.250,11.000,0.000,11.000,
200,Auto Enable,TRUE,-0.490,-0.379,0.000,0.000,Close,Down,-1.420,-0.448,TRUE,2.166,3.256,13.750,0.000,0.000,0.000,10.125,5.250,2.375,6.750,11.550,0.000,11.550,
250,Auto Enable,TRUE,-0.490,-0.272,0.000,0.000,Close,Down,-2.130,0.030,TRUE,3.717,4.896,9.250,0.000,0.000,0.000,8.750,2.125,0.000,3.500,11.950,0.000,12.050,
300,Auto Enable,TRUE,-0.490,-0.211,0.000,0.000,Close,Down,-1.810,-0.003,TRUE,6.332,7.037,7.875,0.000,0.000,0.000,7.375,0.000,0.000,0.000,12.200,0.000,12.200,
350,Auto Enable,TRUE,-0.490,-0.240,0.000,0.000,Close,Down,-0.160,0.054,TRUE,10.049,9.575,7.125,0.000,0.000,0.000,5.625,0.000,0.000,0.000,12.300,0.000,12.050,
400,Auto Enable,TRUE,-0.490,-0.340,0.000,0.000,Close,Down,1.690,-0.046,TRUE,12.395,11.087,6.375,0.000,0.000,0.000,5.750,0.000,0.000,2.250,12.150,0.000,12.000,
