
Match Number: 0 
time,	robotMode,	leftTank,	rightTank,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	PDP2,	PDP4,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,	PCMSolenoidVolt,
2600,Auto Enable,-0.383,-0.423,0.670,-0.654,TRUE,99.297,97.464,0.000,0.000,0.000,0.000,0.000,0.000,2.250,3.500,11.400,8.938,10.700,10.344,
2650,Auto Enable,-0.383,-0.423,0.610,0.533,TRUE,101.873,99.912,0.000,0.000,0.000,0.000,0.000,0.000,2.375,3.500,11.450,8.938,10.700,10.344,
2700,Auto Enable,-0.385,-0.423,0.310,1.303,TRUE,103.565,101.527,0.000,0.000,0.000,0.000,0.000,0.000,2.250,3.500,11.450,9.000,10.700,10.344,
2750,Auto Enable,-0.422,-0.423,0.220,-1.717,TRUE,106.103,104.065,0.000,0.000,0.000,0.000,0.000,0.000,2.250,3.750,11.400,8.938,10.600,10.250,
2800,Auto Enable,-0.422,-0.423,0.060,-0.919,TRUE,107.795,105.770,0.000,0.000,0.000,2.750,2.750,0.000,2.375,3.625,11.400,8.875,10.650,10.312,
2850,Auto Enable,-0.422,-0.423,0.190,1.986,TRUE,110.384,108.475,0.000,0.000,0.000,2.750,2.375,0.000,2.375,3.625,11.400,8.938,10.650,10.312,
2900,Auto Enable,-0.422,-0.423,0.190,1.893,TRUE,112.038,110.218,0.000,0.000,0.000,2.750,2.375,0.000,2.375,3.625,11.400,8.938,10.650,10.312,
2950,Auto Enable,-0.422,-0.423,0.270,-0.031,TRUE,114.640,112.935,0.000,0.000,0.000,2.750,2.375,0.000,2.250,3.500,11.400,9.000,10.600,10.312,
3000,Auto Enable,-0.422,-0.423,0.400,-1.086,TRUE,117.216,115.627,0.000,0.000,0.000,2.750,2.375,0.000,2.250,3.500,11.350,9.000,10.650,10.344,
3050,Auto Enable,-0.422,-0.423,0.470,0.493,TRUE,118.998,117.434,0.000,0.000,0.000,2.875,0.000,0.000,2.250,3.625,11.400,9.000,10.700,10.344,
3100,Auto Enable,-0.422,-0.423,0.520,-1.385,TRUE,121.651,120.190,0.000,0.000,0.000,2.750,2.750,0.000,2.250,3.625,11.350,8.938,10.700,10.344,
3150,Auto Enable,-0.422,-0.423,0.550,-0.651,TRUE,123.368,121.997,0.000,0.000,0.000,2.750,2.375,0.000,2.250,3.750,11.400,9.000,10.650,10.312,
3200,Auto Enable,-0.422,-0.423,0.620,-1.122,TRUE,126.073,124.791,0.000,0.000,0.000,2.625,2.375,0.000,2.250,3.625,11.400,9.000,10.700,10.344,
3250,Auto Enable,-0.422,-0.423,0.640,1.271,TRUE,127.867,126.573,0.000,0.000,0.000,2.750,2.375,0.000,2.250,3.625,11.350,8.875,10.700,10.344,
3300,Auto Enable,-0.421,-0.423,0.680,-0.782,TRUE,130.649,129.380,0.000,0.000,0.000,2.625,2.375,0.000,2.250,3.500,11.400,8.938,10.750,10.344,
3350,Auto Enable,-0.421,-0.423,0.730,0.097,TRUE,132.379,131.187,0.000,0.000,0.000,2.625,0.000,0.000,2.000,3.500,11.400,9.000,10.700,10.344,
3400,Auto Enable,-0.420,-0.423,0.820,1.972,TRUE,135.084,133.981,0.000,0.000,0.000,2.625,2.375,0.000,2.250,3.500,11.400,8.938,10.700,10.344,
3450,Auto Enable,-0.420,-0.423,0.850,-1.603,TRUE,136.891,135.853,0.000,0.000,0.000,2.625,2.375,0.000,2.250,3.500,11.450,8.875,10.700,10.344,
3500,Auto Enable,-0.419,-0.423,0.920,-0.738,TRUE,139.583,138.634,0.000,0.000,0.000,2.750,0.000,0.000,2.125,3.750,11.400,8.875,10.700,10.344,
3550,Auto Enable,-0.417,-0.423,1.100,-0.619,TRUE,142.326,141.454,0.000,0.000,0.000,2.625,0.000,0.000,2.125,3.750,11.400,8.875,10.700,10.344,
3600,Auto Enable,-0.417,-0.423,1.140,2.032,TRUE,144.171,143.287,0.000,0.000,0.000,2.500,0.000,0.000,2.125,3.625,11.450,8.938,10.700,10.344,
3650,Auto Enable,-0.416,-0.423,1.170,-1.942,TRUE,146.837,146.043,0.000,0.000,0.000,2.500,0.000,0.000,2.500,3.625,11.400,8.844,10.600,10.312,
3700,Auto Enable,-0.414,-0.423,1.300,0.209,TRUE,148.632,147.914,0.000,0.000,0.000,2.625,0.000,0.000,2.500,3.625,11.450,8.938,10.650,10.344,
3750,Auto Enable,-0.410,-0.423,1.370,1.936,TRUE,151.362,150.683,0.000,0.000,0.000,2.375,0.000,0.000,2.000,3.625,11.400,8.875,10.700,10.344,
3800,Auto Enable,-0.410,-0.423,1.360,-0.324,TRUE,153.143,152.503,0.000,0.000,0.000,2.375,0.000,0.000,2.125,3.750,11.450,9.000,10.750,10.406,
3850,Auto Enable,-0.409,-0.423,1.290,-0.651,TRUE,155.899,155.271,0.000,0.000,0.000,0.000,0.000,0.000,2.000,3.500,11.500,9.031,10.750,10.406,
3900,Auto Enable,-0.407,-0.423,1.350,0.474,TRUE,158.642,158.014,0.000,0.000,0.000,0.000,0.000,0.000,2.250,3.500,11.450,9.000,10.700,10.344,
3950,Auto Enable,-0.405,-0.423,1.300,2.063,TRUE,160.424,159.796,0.000,0.000,0.000,0.000,0.000,0.000,2.125,3.625,11.450,8.938,10.700,10.344,
4000,Auto Enable,-0.403,-0.423,1.270,0.484,TRUE,163.116,162.513,0.000,0.000,0.000,2.375,0.000,0.000,2.125,3.500,11.450,8.938,10.750,10.406,
4050,Auto Enable,-0.402,-0.423,1.220,-0.779,TRUE,164.897,164.320,0.000,0.000,0.000,0.000,0.000,0.000,2.000,3.750,11.450,8.875,10.750,10.406,
4100,Auto Enable,-0.400,-0.423,1.160,1.973,TRUE,167.653,167.038,0.000,0.000,0.000,0.000,0.000,0.000,2.125,3.500,11.450,8.875,10.750,10.406,
4150,Auto Enable,-0.400,-0.423,0.990,-1.959,TRUE,169.460,168.768,0.000,0.000,0.000,0.000,0.000,0.000,2.125,3.500,11.450,8.938,10.750,10.406,
4200,Auto Enable,-0.399,-0.423,0.860,-0.282,TRUE,172.177,171.434,0.000,0.000,0.000,0.000,0.000,0.000,2.125,3.750,11.450,9.000,10.750,10.406,
4250,Auto Enable,-0.398,-0.423,0.830,1.464,TRUE,173.972,173.254,0.000,0.000,0.000,0.000,0.000,0.000,2.125,3.625,11.500,8.938,10.750,10.406,
4300,Auto Enable,-0.398,-0.423,0.620,-0.730,TRUE,176.638,175.920,0.000,0.000,0.000,0.000,0.000,0.000,2.250,3.625,11.450,8.938,10.750,10.406,
4350,Auto Enable,-0.400,-0.423,0.530,-1.449,TRUE,178.445,177.663,0.000,0.000,0.000,0.000,0.000,0.000,2.125,3.625,11.400,9.000,10.700,10.406,
4400,Auto Enable,-0.398,-0.423,0.390,-0.289,TRUE,181.150,180.291,0.000,0.000,0.000,0.000,0.000,0.000,2.250,3.625,11.500,9.000,10.700,10.344,
4450,Auto Enable,-0.422,-0.423,0.390,0.664,TRUE,183.854,183.008,0.000,0.000,0.000,0.000,0.000,0.000,2.250,3.625,11.400,8.938,10.650,10.344,
4500,Auto Enable,-0.422,-0.423,0.270,-1.815,TRUE,185.661,184.867,0.000,0.000,0.000,2.750,2.375,0.000,2.000,3.625,11.400,8.875,10.700,10.344,
4550,Auto Enable,-0.422,-0.423,0.340,0.246,TRUE,188.289,187.623,0.000,0.000,0.000,2.750,2.375,0.000,2.125,3.750,11.400,8.875,10.650,10.312,
4600,Auto Enable,-0.422,-0.423,0.520,0.430,TRUE,190.032,189.494,0.000,0.000,0.000,2.375,2.375,0.000,2.000,3.375,11.450,8.938,11.000,10.656,
4650,Auto Enable,-0.422,-0.423,0.670,-1.005,TRUE,192.301,191.904,0.000,0.000,0.000,2.375,0.000,0.000,0.000,3.375,12.050,9.375,11.050,10.719,
4700,Auto Disable,-0.422,-0.423,1.050,0.362,TRUE,194.211,194.044,3.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,9.469,11.200,10.875,
4750,Auto Disable,-0.422,-0.423,1.270,-0.911,TRUE,195.377,195.364,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,9.188,11.200,10.875,
4800,Auto Disable,-0.422,-0.423,1.650,-1.059,TRUE,196.954,197.108,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,9.000,11.200,10.875,
4850,Auto Disable,-0.422,-0.423,1.970,0.255,TRUE,197.928,198.197,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,8.938,11.200,10.875,
4900,Auto Disable,-0.422,-0.423,2.020,-2.062,TRUE,199.325,199.722,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,8.938,11.200,10.875,
4950,Auto Disable,-0.422,-0.423,2.130,-1.974,TRUE,200.158,200.620,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.900,8.781,11.200,10.875,
5000,Auto Disable,-0.422,-0.423,2.230,-1.994,TRUE,201.312,201.824,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.900,8.781,11.200,10.875,
5050,Auto Disable,-0.422,-0.423,2.230,0.423,TRUE,202.286,202.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.900,8.781,11.200,10.875,
5100,Auto Disable,-0.422,-0.423,2.300,1.155,TRUE,202.850,203.414,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,4.469,12.350,12.125,
5150,Auto Disable,-0.422,-0.423,2.300,-2.061,TRUE,203.555,204.144,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,0.000,12.400,12.125,
5200,Auto Disable,-0.422,-0.423,2.340,-0.409,TRUE,203.939,204.542,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,0.000,12.400,12.125,
5250,Auto Disable,-0.422,-0.423,2.350,0.013,TRUE,204.375,204.990,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,0.000,12.400,12.125,
5300,Auto Disable,-0.422,-0.423,2.340,-0.026,TRUE,204.593,205.208,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,0.000,12.400,12.188,
5350,Auto Disable,-0.422,-0.423,2.370,0.107,TRUE,204.798,205.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,0.000,12.400,12.188,
5400,Auto Disable,-0.422,-0.423,2.360,-0.036,TRUE,204.824,205.452,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,0.000,12.450,12.188,
5450,Auto Disable,-0.422,-0.423,2.400,0.101,TRUE,204.811,205.439,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,0.000,12.450,12.188,
5500,Auto Disable,-0.422,-0.423,2.370,-0.014,TRUE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,0.000,12.450,12.188,
5550,Auto Disable,-0.422,-0.423,2.360,-0.051,TRUE,204.785,205.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,0.000,12.450,12.188,
5600,Auto Disable,-0.422,-0.423,2.360,-0.011,TRUE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.450,12.188,
5650,Auto Disable,-0.422,-0.423,2.370,-0.008,TRUE,204.798,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.450,12.188,
5700,Auto Disable,-0.422,-0.423,2.360,-0.046,TRUE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.450,12.188,
5750,Auto Disable,-0.422,-0.423,2.360,-0.029,TRUE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.450,12.188,
5800,Auto Disable,-0.422,-0.423,2.360,-0.009,TRUE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.450,12.250,
5850,Auto Disable,-0.422,-0.423,2.360,-0.033,TRUE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.450,12.250,
5900,Auto Disable,-0.422,-0.423,2.350,-0.027,TRUE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.500,12.250,
5950,Auto Disable,-0.422,-0.423,2.350,-0.016,TRUE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,0.000,12.500,12.250,
6000,Auto Disable,-0.422,-0.423,2.350,-0.027,TRUE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.500,12.250,
6050,Auto Disable,-0.422,-0.423,2.350,-0.018,TRUE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,0.000,12.450,12.250,
6100,Auto Disable,-0.422,-0.423,2.350,-0.017,TRUE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,0.000,12.450,12.250,
6150,Auto Disable,-0.422,-0.423,2.350,-0.023,TRUE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,0.000,12.500,12.250,
6200,Auto Disable,-0.422,-0.423,2.350,-0.016,TRUE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,0.000,12.500,12.250,
6250,Auto Disable,-0.422,-0.423,2.350,-0.019,FALSE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.500,12.250,
6300,Auto Disable,-0.422,-0.423,2.350,-0.019,FALSE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.500,12.250,
6350,Auto Disable,-0.422,-0.423,2.350,-0.014,FALSE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.500,12.250,
6400,Auto Disable,-0.422,-0.423,2.340,-0.016,FALSE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.500,12.250,
6450,Auto Disable,-0.422,-0.423,2.340,-0.016,FALSE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.500,12.250,
6500,Auto Disable,-0.422,-0.423,2.340,-0.015,FALSE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.500,12.250,
6550,Auto Disable,-0.422,-0.423,2.340,-0.017,FALSE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.500,12.250,
6600,Auto Disable,-0.422,-0.423,2.330,-0.012,FALSE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.500,12.250,
6650,Auto Disable,-0.422,-0.423,2.330,-0.014,FALSE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.500,12.250,
6700,Auto Disable,-0.422,-0.423,2.330,-0.011,FALSE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.500,12.250,
6750,Auto Disable,-0.422,-0.423,2.330,-0.010,FALSE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.500,12.250,
6800,Auto Disable,-0.422,-0.423,2.330,-0.013,FALSE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.500,12.250,
6850,Auto Disable,-0.422,-0.423,2.330,-0.011,FALSE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.500,12.250,
6900,Auto Disable,-0.422,-0.423,2.330,-0.011,FALSE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.500,12.250,
6950,Auto Disable,-0.422,-0.423,2.320,-0.013,FALSE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.550,12.281,
7000,Auto Disable,-0.422,-0.423,2.320,-0.010,FALSE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.500,12.250,
7050,Auto Disable,-0.422,-0.423,2.320,-0.007,FALSE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.500,12.250,
7100,Auto Disable,-0.422,-0.423,2.320,-0.007,FALSE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.500,12.250,
7150,Auto Disable,-0.422,-0.423,2.320,-0.010,FALSE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.500,12.281,
7200,Auto Disable,-0.422,-0.423,2.320,-0.009,FALSE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.500,12.250,
7250,Auto Disable,-0.422,-0.423,2.320,-0.006,FALSE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.500,12.281,
7300,Auto Disable,-0.422,-0.423,2.320,-0.005,FALSE,204.785,205.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.500,12.281,
