
Match Number: 0 
time,	robotMode,	FMSConnected,	leftTank,	rightTank,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	PDP2,	PDP4,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,	PCMSolenoidVolt,	pincherState,	armState,
int,	string,	boolean,	float,	float,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	string,	string,
Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 4 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,	PCM Solenoid Volt,	Pincher State,	Arm State,
1300,Tele Enable,FALSE,0.000,0.000,-3.010,-1.362,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.050,12.500,11.150,10.812,Open,Down,
1350,Tele Enable,FALSE,0.000,0.000,-2.970,0.918,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.050,12.719,11.000,10.594,Open,Down,
1400,Tele Enable,FALSE,0.000,0.000,-2.970,1.415,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.050,12.656,11.150,10.750,Open,Down,
1450,Tele Enable,FALSE,0.000,0.000,-3.010,-0.602,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.562,11.150,10.812,Open,Down,
1500,Tele Enable,FALSE,0.000,0.000,-3.000,0.428,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.656,11.000,10.656,Open,Down,
1550,Tele Enable,FALSE,0.000,0.000,-2.970,1.560,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.719,11.100,10.719,Open,Down,
1600,Tele Enable,FALSE,0.000,0.000,-3.010,0.087,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.562,11.100,10.750,Open,Down,
1650,Tele Enable,FALSE,0.000,0.000,-3.050,-0.543,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.812,11.000,10.594,Open,Down,
1700,Tele Enable,FALSE,0.000,0.000,-2.990,-0.031,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.562,11.150,10.812,Open,Down,
1750,Tele Enable,FALSE,0.000,0.000,-2.950,-0.380,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.750,11.000,10.594,Open,Down,
1800,Tele Enable,FALSE,0.000,0.000,-3.000,-1.962,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.656,11.100,10.719,Open,Down,
1850,Tele Enable,FALSE,0.000,0.000,-3.020,-1.526,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.656,11.050,10.719,Open,Down,
1900,Tele Enable,FALSE,0.000,0.000,-2.980,1.934,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.812,11.000,10.594,Open,Down,
1950,Tele Enable,FALSE,0.000,0.000,-2.970,1.961,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.562,11.100,10.750,Open,Down,
2000,Tele Enable,FALSE,0.000,0.000,-3.000,-0.666,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.750,10.950,10.562,Open,Down,
2050,Tele Enable,FALSE,0.000,0.000,-3.000,-0.178,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.562,11.150,10.750,Open,Down,
2100,Tele Enable,FALSE,0.000,0.000,-2.980,1.750,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.719,11.000,10.656,Open,Down,
2150,Tele Enable,FALSE,0.000,0.000,-2.990,1.337,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.750,11.050,10.656,Open,Down,
2200,Tele Enable,FALSE,0.000,0.000,-3.020,-1.202,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.625,11.050,10.719,Open,Down,
2250,Tele Enable,FALSE,0.000,0.000,-3.030,-0.084,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.812,11.000,10.562,Open,Down,
2300,Tele Enable,FALSE,0.000,0.000,-2.980,0.156,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.562,11.100,10.750,Open,Down,
2350,Tele Enable,FALSE,0.000,0.000,-2.950,-0.965,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.750,10.950,10.594,Open,Down,
2400,Tele Enable,FALSE,0.000,0.000,-3.010,-1.950,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.656,11.100,10.719,Open,Down,
2450,Tele Enable,FALSE,0.000,0.000,-3.010,-1.080,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.656,11.000,10.656,Open,Down,
2500,Tele Enable,FALSE,0.000,0.000,-2.960,1.313,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.750,10.950,10.594,Open,Down,
2550,Tele Enable,FALSE,0.000,0.000,-2.950,1.967,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.719,11.100,10.719,Open,Down,
2600,Tele Enable,FALSE,0.000,0.000,-2.990,-0.278,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.719,11.050,10.656,Open,Down,
2650,Tele Enable,FALSE,0.000,0.000,-2.990,-0.411,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.844,11.000,10.594,Open,Down,
2700,Tele Enable,FALSE,0.000,0.000,-2.960,1.674,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.562,11.100,10.719,Open,Down,
2750,Tele Enable,FALSE,0.000,0.000,-2.970,1.551,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.812,10.900,10.562,Open,Down,
2800,Tele Enable,FALSE,0.000,0.000,-3.000,-0.930,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.625,11.100,10.750,Open,Down,
2850,Tele Enable,FALSE,0.000,0.000,-3.020,-0.976,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.750,10.950,10.594,Open,Down,
2900,Tele Enable,FALSE,0.000,0.000,-2.990,0.922,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.750,11.050,10.656,Open,Down,
2950,Tele Enable,FALSE,0.000,0.000,-2.930,-0.128,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.656,11.000,10.656,Open,Down,
3000,Tele Enable,FALSE,0.000,0.000,-2.940,-1.313,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.812,10.950,10.562,Open,Down,
3050,Tele Enable,FALSE,0.000,0.000,-2.990,-1.975,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.562,11.050,10.719,Open,Down,
3100,Tele Enable,FALSE,0.000,0.000,-2.980,-1.094,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.750,10.950,10.562,Open,Down,
3150,Tele Enable,FALSE,0.000,0.000,-2.940,1.140,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.562,11.100,10.750,Open,Down,
3200,Tele Enable,FALSE,0.000,0.000,-2.940,1.986,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.900,12.656,10.950,10.594,Open,Down,
3250,Tele Enable,FALSE,0.000,0.000,-2.980,-0.645,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.750,11.050,10.656,Open,Down,
3300,Tele Enable,FALSE,0.000,0.000,-2.960,-0.464,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.900,12.625,11.000,10.656,Open,Down,
3350,Tele Enable,FALSE,0.000,0.000,-2.940,1.483,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.900,12.812,10.950,10.562,Open,Down,
3400,Tele Enable,FALSE,0.000,0.000,-2.940,1.585,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.900,12.562,11.100,10.719,Open,Down,
3450,Tele Enable,FALSE,0.000,0.000,-2.970,-0.275,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.900,12.750,10.900,10.562,Open,Down,
3500,Tele Enable,FALSE,0.000,0.000,-3.000,-1.365,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.625,11.100,10.719,Open,Down,
3550,Tele Enable,FALSE,0.000,0.000,-2.990,0.890,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.719,10.950,10.594,Open,Down,
3600,Tele Enable,FALSE,0.000,0.000,-2.940,0.463,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.750,11.050,10.656,Open,Down,
3650,Tele Enable,FALSE,0.000,0.000,-2.920,-0.714,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.625,11.000,10.656,Open,Down,
3700,Tele Enable,FALSE,0.000,0.000,-2.950,-2.006,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.812,10.950,10.562,Open,Down,
3750,Tele Enable,FALSE,0.000,0.000,-2.970,-2.022,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.750,11.000,10.594,Open,Down,
3800,Tele Enable,FALSE,0.000,0.000,-2.940,0.582,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.750,10.900,10.500,Open,Down,
3850,Tele Enable,FALSE,0.000,0.000,-2.920,1.932,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.812,10.950,10.562,Open,Down,
3900,Tele Enable,FALSE,0.000,0.000,-2.940,1.176,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.562,11.050,10.719,Open,Down,
3950,Tele Enable,FALSE,0.000,0.000,-2.960,-0.536,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.812,10.900,10.500,Open,Down,
4000,Tele Enable,FALSE,0.000,0.000,-2.940,-0.234,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.625,11.100,10.719,Open,Down,
4050,Tele Enable,FALSE,0.000,0.000,-2.920,1.037,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.900,12.719,10.950,10.562,Open,Down,
4100,Tele Enable,FALSE,0.000,0.000,-2.930,1.454,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.719,11.050,10.656,Open,Down,
4150,Tele Enable,FALSE,0.000,0.000,-2.960,0.556,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.656,11.000,10.594,Open,Down,
4200,Tele Enable,FALSE,0.000,0.000,-2.980,-1.242,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.844,10.950,10.562,Open,Down,
4250,Tele Enable,FALSE,0.000,0.000,-2.980,0.341,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.625,11.050,10.656,Open,Down,
4300,Tele Enable,FALSE,0.000,0.000,-2.950,1.136,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.812,10.900,10.500,Open,Down,
4350,Tele Enable,FALSE,0.000,0.000,-2.920,-0.455,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.900,12.562,11.100,10.719,Open,Down,
4400,Tele Enable,FALSE,0.000,0.000,-2.930,-1.260,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.900,12.719,10.900,10.562,Open,Down,
4450,Tele Enable,FALSE,0.000,0.000,-2.960,-2.046,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.719,11.050,10.656,Open,Down,
4500,Tele Enable,FALSE,0.000,0.000,-2.950,-2.057,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.900,12.719,10.950,10.594,Open,Down,
4550,Tele Enable,FALSE,0.000,0.000,-2.930,0.348,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.812,11.000,10.594,Open,Down,
4600,Tele Enable,FALSE,0.000,0.000,-2.920,1.486,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.625,11.000,10.656,Open,Down,
4650,Tele Enable,FALSE,0.000,0.000,-2.940,1.488,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.844,10.900,10.500,Open,Down,
4700,Tele Enable,FALSE,0.000,0.000,-2.960,-0.079,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.625,11.050,10.719,Open,Down,
4750,Tele Enable,FALSE,0.000,0.000,-2.940,-0.114,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.750,10.900,10.500,Open,Down,
4800,Tele Enable,FALSE,0.000,0.000,-2.910,0.915,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.625,11.050,10.719,Open,Down,
4850,Tele Enable,FALSE,0.000,0.000,-2.910,1.571,TRUE,-9.421,-8.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.719,10.950,10.562,Open,Down,
