
Match Number: 0 
time,	robotMode,	leftTank,	rightTank,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	PDP2,	PDP4,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,	PCMSolenoidVolt,
int,	string,	float,	float,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Robot Mode,	Left Tank,	Right Tank,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 4,	PWM 2 PDP 1 (intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCMCurrent,	PCMInputVolt,	PCMSolenoidVolt,
5900,Auto Enable,-0.208,-0.250,5.390,-2.030,TRUE,73.214,78.494,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.600,8.875,10.850,10.500,
5950,Auto Enable,-0.194,-0.250,5.350,-2.029,TRUE,74.021,79.199,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.600,8.781,10.850,10.500,
6000,Auto Enable,-0.186,-0.250,5.240,-0.018,TRUE,74.777,79.879,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.600,8.750,10.850,10.500,
6050,Auto Enable,-0.166,-0.250,5.240,-0.018,TRUE,75.239,80.302,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.600,8.750,10.850,10.500,
6100,Auto Enable,-0.146,-0.250,5.240,-0.018,TRUE,75.918,80.866,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.750,10.850,10.500,
6150,Auto Enable,-0.138,-0.250,4.930,-0.303,TRUE,76.354,81.224,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.750,10.850,10.500,
6200,Auto Enable,-0.123,-0.250,4.720,2.049,TRUE,76.931,81.699,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,11.550,8.688,10.900,10.562,
6250,Auto Enable,-0.113,-0.250,4.520,-2.069,TRUE,77.290,81.942,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.125,11.600,8.688,10.900,10.562,
6300,Auto Enable,-0.093,-0.250,4.310,-0.159,TRUE,77.802,82.276,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.250,11.550,8.688,10.900,10.562,
6350,Auto Enable,-0.091,-0.250,3.950,2.007,TRUE,78.251,82.442,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.250,11.550,8.688,10.850,10.500,
6400,Auto Enable,-0.077,-0.250,3.730,-2.092,TRUE,78.520,82.647,0.000,0.000,0.000,0.000,0.000,0.000,1.500,2.375,11.550,8.656,10.900,10.500,
6450,Auto Enable,-0.059,-0.250,3.280,1.241,TRUE,78.866,82.801,0.000,0.000,0.000,0.000,0.000,0.000,1.500,2.375,11.550,8.688,10.850,10.500,
6500,Auto Enable,-0.053,-0.250,3.280,1.241,TRUE,79.046,82.891,0.000,0.000,0.000,0.000,0.000,0.000,1.500,2.500,11.550,8.688,10.850,10.500,
6550,Auto Enable,-0.062,-0.250,2.980,-2.072,TRUE,79.263,82.968,0.000,0.000,0.000,0.000,0.000,0.000,1.625,2.625,11.550,8.656,10.800,10.469,
6600,Auto Enable,-0.048,-0.250,2.750,0.273,TRUE,79.379,83.006,0.000,0.000,0.000,0.000,0.000,0.000,2.000,2.625,11.550,8.656,10.850,10.500,
6650,Auto Enable,-0.035,-0.250,2.650,1.497,TRUE,79.533,83.045,0.000,0.000,0.000,0.000,0.000,0.000,1.875,2.750,11.550,8.531,10.850,10.500,
6700,Auto Enable,-0.021,-0.250,2.370,-1.665,TRUE,79.609,83.070,0.000,0.000,0.000,0.000,0.000,0.000,1.875,2.875,11.550,8.594,10.800,10.500,
6750,Auto Enable,-0.019,-0.250,2.300,0.409,TRUE,79.712,83.109,0.000,0.000,0.000,0.000,0.000,0.000,1.875,3.000,11.600,8.594,10.800,10.500,
6800,Auto Enable,-0.002,-0.250,2.250,1.847,TRUE,79.776,83.147,0.000,0.000,0.000,0.000,0.000,0.000,2.125,3.000,11.550,8.656,10.800,10.469,
6850,Auto Enable,0.005,-0.255,2.220,-2.119,TRUE,79.789,83.160,0.000,0.000,0.000,0.000,0.000,0.000,2.125,3.000,11.550,8.594,10.800,10.469,
6900,Auto Enable,0.017,-0.267,2.160,0.106,TRUE,79.840,83.160,0.000,0.000,0.000,0.000,0.000,0.000,2.250,3.500,11.500,8.531,10.800,10.469,
6950,Auto Enable,0.030,-0.280,2.130,1.879,TRUE,79.891,83.173,0.000,0.000,0.000,0.000,0.000,0.000,2.250,3.500,11.500,8.531,10.750,10.406,
7000,Auto Enable,0.035,-0.285,2.030,-2.134,TRUE,79.994,83.211,0.000,0.000,0.000,0.000,0.000,0.000,2.625,4.125,11.500,8.531,10.800,10.469,
7050,Auto Enable,0.049,-0.299,1.910,0.918,TRUE,80.135,83.250,0.000,0.000,0.000,0.000,0.000,0.000,2.875,4.125,11.450,8.594,10.750,10.406,
7100,Auto Enable,0.047,-0.297,1.780,1.702,TRUE,80.263,83.262,0.000,0.000,0.000,0.000,0.000,0.000,3.250,4.625,11.500,8.594,10.750,10.406,
7150,Auto Enable,0.051,-0.301,1.490,-1.261,TRUE,80.507,83.314,0.000,0.000,0.000,0.000,0.000,0.000,3.250,4.625,11.400,8.594,10.800,10.406,
7200,Auto Enable,0.047,-0.297,1.230,0.294,TRUE,80.686,83.365,0.000,0.000,0.000,0.000,0.000,0.000,3.125,4.750,11.450,8.531,10.750,10.406,
7250,Auto Enable,0.042,-0.292,0.750,1.943,TRUE,80.981,83.429,0.000,0.000,0.000,0.000,0.000,0.000,3.125,4.250,11.500,8.656,10.750,10.469,
7300,Auto Enable,0.048,-0.298,0.750,1.943,TRUE,81.148,83.493,0.000,0.000,0.000,0.000,0.000,0.000,2.750,3.500,11.450,8.688,10.800,10.469,
7350,Auto Enable,0.044,-0.294,0.270,0.226,TRUE,81.378,83.596,0.000,0.000,0.000,0.000,0.000,0.000,3.000,3.625,11.450,8.688,10.750,10.469,
7400,Auto Enable,-0.250,-0.250,0.180,0.927,TRUE,81.532,83.685,0.000,0.000,0.000,0.000,0.000,0.000,2.250,3.625,11.450,8.594,10.750,10.406,
7450,Auto Enable,-0.250,-0.250,0.080,1.210,TRUE,81.724,84.057,0.000,0.000,0.000,0.000,0.000,0.000,1.750,2.375,11.450,8.594,10.750,10.406,
7500,Auto Enable,-0.250,-0.250,0.420,-0.730,TRUE,82.006,84.365,0.000,0.000,0.000,0.000,0.000,0.000,1.750,2.375,11.450,8.594,10.750,10.406,
7550,Auto Enable,-0.249,-0.250,0.640,-0.091,TRUE,82.288,84.877,0.000,0.000,0.000,0.000,0.000,0.000,1.500,2.125,11.500,8.656,10.750,10.406,
7600,Auto Enable,-0.249,-0.250,0.780,0.554,TRUE,82.775,85.441,0.000,0.000,0.000,0.000,0.000,0.000,1.500,2.125,11.450,8.688,10.750,10.469,
7650,Auto Enable,-0.249,-0.250,0.830,-2.101,TRUE,83.121,85.826,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.750,10.750,10.406,
7700,Auto Enable,-0.248,-0.250,0.860,-0.679,TRUE,83.698,86.480,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.600,8.781,10.800,10.469,
7750,Auto Enable,-0.247,-0.250,1.000,0.259,TRUE,84.108,86.941,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.125,11.550,8.750,10.800,10.469,
7800,Auto Enable,-0.246,-0.250,1.090,1.672,TRUE,84.762,87.646,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.450,8.750,10.800,10.469,
7850,Auto Enable,-0.245,-0.250,1.160,-0.042,TRUE,85.198,88.133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.781,10.800,10.469,
7900,Auto Enable,-0.243,-0.250,1.330,1.756,TRUE,85.903,88.902,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.781,10.800,10.469,
7950,Auto Enable,-0.242,-0.250,1.410,-2.105,TRUE,86.364,89.415,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.781,10.750,10.469,
8000,Auto Enable,-0.240,-0.250,1.430,-2.114,TRUE,87.056,90.158,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.750,10.800,10.469,
8050,Auto Enable,-0.238,-0.250,1.560,-0.087,TRUE,87.787,90.671,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.750,10.800,10.469,
8100,Auto Enable,-0.236,-0.250,1.560,2.011,TRUE,88.274,91.414,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.781,10.800,10.469,
8150,Auto Enable,-0.233,-0.250,1.600,-2.094,TRUE,89.005,92.158,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.781,10.800,10.469,
8200,Auto Enable,-0.231,-0.250,1.600,0.043,TRUE,89.479,92.658,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.781,10.800,10.469,
8250,Auto Enable,-0.226,-0.250,1.710,1.969,TRUE,90.197,93.414,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.750,10.800,10.469,
8300,Auto Enable,-0.224,-0.250,1.720,-0.609,TRUE,90.684,93.901,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.750,10.850,10.500,
8350,Auto Enable,-0.222,-0.250,1.690,-0.112,TRUE,91.389,94.619,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.781,10.800,10.469,
8400,Auto Enable,-0.217,-0.250,1.760,0.859,TRUE,91.863,95.093,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.750,10.800,10.469,
8450,Auto Enable,-0.217,-0.250,1.650,-2.103,TRUE,92.581,95.785,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.750,10.800,10.469,
8500,Auto Enable,-0.213,-0.250,1.610,-1.944,TRUE,93.055,96.234,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.750,10.850,10.500,
8550,Auto Enable,-0.211,-0.250,1.570,0.102,TRUE,93.773,96.913,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.750,10.850,10.500,
8600,Auto Enable,-0.207,-0.250,1.470,-0.499,TRUE,94.465,97.580,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.600,8.750,10.850,10.500,
8650,Auto Enable,-0.205,-0.250,1.400,-1.673,TRUE,94.952,98.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.781,10.800,10.469,
8700,Auto Enable,-0.203,-0.250,1.320,0.752,TRUE,95.631,98.682,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.750,10.850,10.500,
8750,Auto Enable,-0.202,-0.250,1.230,1.968,TRUE,96.093,99.105,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.750,10.800,10.500,
8800,Auto Enable,-0.199,-0.250,1.140,-1.825,TRUE,96.772,99.733,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.750,10.800,10.500,
8850,Auto Enable,-0.200,-0.250,1.040,0.588,TRUE,97.195,100.117,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.600,8.688,10.800,10.469,
8900,Auto Enable,-0.198,-0.250,0.950,1.967,TRUE,97.836,100.707,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.688,10.850,10.500,
8950,Auto Enable,-0.198,-0.250,0.890,-2.093,TRUE,98.272,101.092,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.600,8.750,10.850,10.500,
9000,Auto Enable,-0.195,-0.250,0.770,0.228,TRUE,98.900,101.643,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.688,10.850,10.500,
9050,Auto Enable,-0.194,-0.250,0.650,1.953,TRUE,99.515,102.207,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.688,10.800,10.469,
9100,Auto Enable,-0.195,-0.250,0.580,-2.104,TRUE,99.912,102.578,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.750,10.800,10.469,
9150,Auto Enable,-0.250,-0.250,0.480,0.200,TRUE,100.502,103.104,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.450,8.688,10.800,10.469,
9200,Auto Enable,-0.250,-0.250,0.410,1.950,TRUE,100.887,103.527,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.450,8.688,10.800,10.469,
9250,Auto Enable,-0.250,-0.250,0.480,-2.115,TRUE,101.476,104.206,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.750,10.800,10.469,
9300,Auto Enable,-0.250,-0.250,0.520,-0.543,TRUE,101.873,104.642,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.781,10.750,10.469,
9350,Auto Enable,-0.249,-0.250,0.670,0.109,TRUE,102.540,105.385,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.781,10.800,10.469,
9400,Auto Enable,-0.249,-0.250,0.770,1.447,TRUE,102.963,105.860,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.750,10.800,10.469,
9450,Auto Enable,-0.248,-0.250,0.860,-2.114,TRUE,103.681,106.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.750,10.800,10.469,
9500,Auto Enable,-0.247,-0.250,1.050,0.991,TRUE,104.129,107.193,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.750,10.800,10.469,
9550,Auto Enable,-0.246,-0.250,1.130,1.966,TRUE,104.847,107.975,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.750,10.800,10.469,
9600,Auto Enable,-0.245,-0.250,1.210,-1.292,TRUE,105.578,108.769,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.750,10.800,10.469,
9650,Auto Enable,-0.243,-0.250,1.290,-0.392,TRUE,106.065,109.308,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.688,10.800,10.469,
9700,Auto Enable,-0.242,-0.250,1.390,1.812,TRUE,106.834,110.128,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.750,10.800,10.469,
9750,Auto Enable,-0.241,-0.250,1.410,-2.096,TRUE,107.347,110.679,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.750,10.800,10.469,
9800,Auto Enable,-0.237,-0.250,1.500,0.214,TRUE,108.128,111.525,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.750,10.800,10.469,
9850,Auto Enable,-0.236,-0.250,1.520,1.997,TRUE,108.897,112.063,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.600,8.781,10.800,10.469,
9900,Auto Enable,-0.234,-0.250,1.540,0.593,TRUE,109.397,112.871,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.781,10.800,10.469,
9950,Auto Enable,-0.232,-0.250,1.550,0.676,TRUE,110.179,113.678,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.781,10.800,10.469,
10000,Auto Enable,-0.229,-0.250,1.560,2.004,TRUE,110.692,114.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.750,10.800,10.469,
10050,Auto Enable,-0.227,-0.250,1.550,-1.288,TRUE,111.448,114.947,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.750,10.800,10.469,
10100,Auto Enable,-0.225,-0.250,1.550,-1.336,TRUE,111.935,115.460,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.844,10.800,10.469,
10150,Auto Enable,-0.219,-0.250,1.640,0.332,TRUE,112.666,116.216,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.844,10.800,10.469,
10200,Auto Enable,-0.217,-0.250,1.660,1.986,TRUE,113.153,116.703,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.844,10.800,10.469,
10250,Auto Enable,-0.214,-0.250,1.680,-2.075,TRUE,113.871,117.421,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.781,10.800,10.469,
10300,Auto Enable,-0.210,-0.250,1.660,-0.007,TRUE,114.345,117.870,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.750,10.800,10.469,
10350,Auto Enable,-0.206,-0.250,1.670,1.994,TRUE,115.050,118.549,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.750,10.800,10.469,
10400,Auto Enable,-0.203,-0.250,1.610,-2.107,TRUE,115.498,118.985,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.750,10.800,10.469,
10450,Auto Enable,-0.202,-0.250,1.550,-0.069,TRUE,116.178,119.639,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.750,10.800,10.469,
10500,Auto Enable,-0.196,-0.250,1.540,1.990,TRUE,116.626,120.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.600,8.750,10.800,10.469,
10550,Auto Enable,-0.195,-0.250,1.490,-2.079,TRUE,117.254,120.664,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.688,10.850,10.500,
10600,Auto Enable,-0.191,-0.250,1.410,-0.405,TRUE,117.870,121.228,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.750,10.850,10.500,
10650,Auto Enable,-0.191,-0.250,1.340,2.001,TRUE,118.267,121.587,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.688,10.800,10.469,
10700,Auto Enable,-0.186,-0.250,1.270,-2.054,TRUE,118.857,122.138,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.600,8.750,10.800,10.469,
10750,Auto Enable,-0.184,-0.250,1.160,0.259,TRUE,119.241,122.510,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.688,10.800,10.469,
10800,Auto Enable,-0.182,-0.250,1.150,1.016,TRUE,119.844,123.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.688,10.800,10.469,
10850,Auto Enable,-0.182,-0.250,0.990,-1.914,TRUE,120.420,123.509,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.750,10.850,10.500,
10900,Auto Enable,-0.182,-0.250,0.850,-0.856,TRUE,120.792,123.817,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.600,8.750,10.800,10.500,
10950,Auto Enable,-0.180,-0.250,0.740,1.037,TRUE,121.330,124.278,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.750,10.800,10.469,
11000,Auto Enable,-0.179,-0.250,0.660,2.000,TRUE,121.677,124.599,0.000,0.000,0.000,0.000,0.000,0.000,1.500,0.000,11.550,8.750,10.800,10.469,
11050,Auto Enable,-0.181,-0.250,0.470,-0.947,TRUE,122.189,125.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.750,10.800,10.469,
11100,Auto Enable,-0.250,-0.250,0.440,-0.209,TRUE,122.522,125.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.450,8.688,10.750,10.406,
11150,Auto Enable,-0.250,-0.250,0.410,1.796,TRUE,123.061,126.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.688,10.800,10.469,
11200,Auto Enable,-0.250,-0.250,0.590,-0.256,TRUE,123.433,126.496,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.450,8.688,10.800,10.406,
11250,Auto Enable,-0.249,-0.250,0.750,0.146,TRUE,124.073,127.214,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.450,8.688,10.750,10.406,
11300,Auto Enable,-0.249,-0.250,0.820,1.995,TRUE,124.509,127.726,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.750,10.750,10.406,
11350,Auto Enable,-0.248,-0.250,0.920,-1.772,TRUE,125.201,128.508,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.750,10.750,10.406,
11400,Auto Enable,-0.248,-0.250,0.990,0.160,TRUE,125.932,129.303,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.750,10.800,10.469,
11450,Auto Enable,-0.246,-0.250,1.140,0.657,TRUE,126.432,129.841,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.450,8.750,10.800,10.469,
11500,Auto Enable,-0.245,-0.250,1.190,-0.138,TRUE,127.175,130.649,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.750,10.750,10.406,
11550,Auto Enable,-0.244,-0.250,1.280,-0.613,TRUE,127.688,131.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.450,8.781,10.750,10.406,
11600,Auto Enable,-0.242,-0.250,1.410,-0.072,TRUE,128.457,132.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.750,10.750,10.344,
11650,Auto Enable,-0.240,-0.250,1.490,1.377,TRUE,128.944,132.584,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.844,10.800,10.469,
11700,Auto Enable,-0.238,-0.250,1.560,-2.055,TRUE,129.713,133.405,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.781,10.800,10.469,
11750,Auto Enable,-0.234,-0.250,1.660,-0.098,TRUE,130.495,134.225,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.750,10.800,10.469,
11800,Auto Enable,-0.233,-0.250,1.690,1.952,TRUE,131.020,134.776,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.781,10.800,10.469,
11850,Auto Enable,-0.230,-0.250,1.680,-1.109,TRUE,131.802,135.584,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.688,10.750,10.469,
11900,Auto Enable,-0.227,-0.250,1.700,-0.093,TRUE,132.315,136.096,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.656,10.800,10.469,
11950,Auto Enable,-0.224,-0.250,1.780,1.530,TRUE,133.084,136.878,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.688,10.800,10.469,
12000,Auto Enable,-0.221,-0.250,1.750,0.435,TRUE,133.610,137.416,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.450,8.750,10.750,10.406,
12050,Auto Enable,-0.218,-0.250,1.690,-0.212,TRUE,134.379,138.185,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.781,10.750,10.406,
12100,Auto Enable,-0.215,-0.250,1.720,0.687,TRUE,134.904,138.711,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.781,10.800,10.469,
12150,Auto Enable,-0.213,-0.250,1.620,1.867,TRUE,135.635,139.403,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.750,10.800,10.469,
12200,Auto Enable,-0.210,-0.250,1.580,-0.689,TRUE,136.122,139.865,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.781,10.800,10.469,
12250,Auto Enable,-0.207,-0.250,1.530,0.021,TRUE,136.852,140.570,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.750,10.800,10.469,
12300,Auto Enable,-0.206,-0.250,1.450,2.019,TRUE,137.340,141.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.750,10.850,10.500,
12350,Auto Enable,-0.203,-0.250,1.370,-2.038,TRUE,138.057,141.685,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.750,10.800,10.469,
12400,Auto Enable,-0.201,-0.250,1.300,0.699,TRUE,138.519,142.108,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.750,10.800,10.469,
12450,Auto Enable,-0.197,-0.250,1.240,2.016,TRUE,139.185,142.723,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.781,10.800,10.469,
12500,Auto Enable,-0.196,-0.250,1.100,-1.396,TRUE,139.852,143.146,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.750,10.850,10.500,
12550,Auto Enable,-0.194,-0.250,1.050,-0.234,TRUE,140.288,143.710,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.600,8.750,10.850,10.500,
12600,Auto Enable,-0.192,-0.250,0.990,1.842,TRUE,140.941,144.287,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.600,8.750,10.850,10.500,
12650,Auto Enable,-0.191,-0.250,0.900,-0.062,TRUE,141.364,144.671,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.750,10.800,10.469,
12700,Auto Enable,-0.191,-0.250,0.790,0.063,TRUE,141.967,145.235,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.750,10.850,10.469,
12750,Auto Enable,-0.187,-0.250,0.830,0.170,TRUE,142.338,145.607,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.750,10.850,10.500,
12800,Auto Enable,-0.188,-0.250,0.730,-2.022,TRUE,142.915,146.145,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,11.550,8.750,10.850,10.500,
12850,Auto Enable,-0.186,-0.250,0.630,-0.224,TRUE,143.300,146.478,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.750,10.800,10.469,
12900,Auto Enable,-0.185,-0.250,0.610,0.124,TRUE,143.851,146.978,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,11.550,8.750,10.800,10.469,
12950,Auto Enable,-0.187,-0.250,0.500,0.795,TRUE,144.389,147.478,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,11.500,8.688,10.850,10.469,
13000,Auto Enable,-0.250,-0.250,0.470,-2.034,TRUE,144.735,147.850,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,11.500,8.688,10.800,10.469,
13050,Auto Enable,-0.250,-0.250,0.530,0.907,TRUE,145.286,148.452,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.594,10.800,10.469,
13100,Auto Enable,-0.250,-0.250,0.530,2.004,TRUE,145.671,148.888,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.688,10.800,10.469,
13150,Auto Enable,-0.249,-0.250,0.640,-2.037,TRUE,146.312,149.606,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.450,8.688,10.750,10.406,
13200,Auto Enable,-0.249,-0.250,0.700,-0.402,TRUE,146.748,150.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.750,10.750,10.406,
13250,Auto Enable,-0.248,-0.250,0.880,1.789,TRUE,147.465,150.913,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.688,10.800,10.469,
13300,Auto Enable,-0.248,-0.250,0.940,-2.025,TRUE,147.940,151.439,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.688,10.800,10.469,
