Sat.Mar.11.2017.6.24.PM
Match: 0,Battery: 
time,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	PDP2,	PDP4,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 4 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0,Tele Enable,FALSE,0.000,-0.002,0.000,0.000,Open,Down,-0.020,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.700,11.875,11.850,
50,Tele Enable,FALSE,0.000,-0.002,0.000,0.000,Open,Down,0.000,-0.434,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.700,10.594,11.900,
100,Tele Enable,FALSE,0.000,-0.002,0.000,0.000,Open,Down,0.010,-0.378,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.700,10.469,11.900,
150,Tele Enable,FALSE,0.000,-0.002,0.000,0.000,Open,Down,0.040,-0.713,TRUE,-0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,10.469,11.850,
200,Tele Enable,FALSE,0.000,-0.002,0.000,0.000,Open,Down,0.080,-0.013,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,10.469,11.850,
250,Tele Enable,FALSE,0.000,-0.002,0.000,0.000,Open,Down,0.030,0.013,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,10.500,11.850,
300,Tele Enable,FALSE,0.000,-0.002,0.000,0.000,Open,Down,0.000,0.263,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,10.562,11.850,
350,Tele Enable,FALSE,0.000,-0.002,0.000,0.000,Open,Down,-0.080,0.073,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,10.562,11.800,
400,Tele Enable,FALSE,0.000,-0.002,0.000,0.000,Open,Down,-0.090,0.055,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,10.562,11.850,
