Sat.Mar.25.2017.3.04.PM
Match: 22,Battery: -1
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Auto Enable,TRUE,-0.040,-0.040,0.000,0.000,Close,Down,0.000,0.000,FALSE,0.000,0.000,FALSE,-10.395,205.340,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.100,0.000,13.000,
100, 102,Auto Enable,TRUE,-0.161,-0.161,0.000,0.000,Close,Down,0.000,-0.002,FALSE,0.000,0.000,FALSE,-10.395,205.340,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.050,0.000,13.000,
200, 204,Auto Enable,TRUE,-0.361,-0.361,0.000,0.000,Close,Down,0.000,-0.018,FALSE,0.077,0.103,FALSE,-10.395,205.334,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,12.600,0.000,12.550,
300, 305,Auto Enable,TRUE,-0.493,-0.490,0.000,0.000,Close,Down,-0.450,-0.515,TRUE,1.013,1.141,FALSE,-10.225,204.880,5.125,0.000,0.000,6.625,8.625,10.500,7.500,7.750,11.800,0.000,11.600,
400, 405,Auto Enable,TRUE,-0.483,-0.481,0.000,0.000,Close,Down,-0.630,-0.349,TRUE,3.538,3.909,FALSE,-9.865,202.267,8.875,0.000,0.000,9.750,7.500,8.500,6.125,12.375,12.100,0.000,11.900,
500, 507,Auto Enable,TRUE,-0.468,-0.460,0.000,0.000,Close,Down,-1.120,-0.122,TRUE,7.280,7.870,FALSE,-9.375,198.686,4.750,0.000,0.000,6.500,4.750,4.875,3.500,9.750,12.250,0.000,12.150,
600, 607,Auto Enable,TRUE,-0.448,-0.423,0.000,0.000,Close,Down,-1.480,-0.078,TRUE,11.587,12.254,FALSE,-9.045,195.368,3.750,0.000,0.000,5.250,4.250,3.625,2.750,6.250,12.450,0.000,12.350,
700, 719,Auto Enable,TRUE,-0.426,-0.384,0.000,0.000,Close,Down,-1.800,0.019,TRUE,17.137,17.906,FALSE,-8.645,190.853,2.125,0.000,0.000,3.625,2.750,2.000,1.500,3.125,12.600,0.000,12.500,
