Sat.Mar.11.2017.7.26.PM
Match: 44,Battery: 
time,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	PDP2,	PDP4,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 4 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0,Tele Enable,FALSE,0.000,-0.002,-0.006,0.000,Open,Down,-0.010,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,13.938,11.600,
50,Tele Enable,FALSE,0.000,-0.002,-0.006,0.000,Open,Down,0.000,-0.498,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,12.844,11.700,
100,Tele Enable,FALSE,0.000,-0.002,-0.006,0.000,Open,Down,-0.070,0.686,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,13.000,11.600,
150,Tele Enable,FALSE,0.000,-0.002,-0.006,0.000,Open,Down,-0.040,-0.119,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,13.156,11.550,
200,Tele Enable,FALSE,0.000,-0.002,-0.006,0.000,Open,Down,-0.090,0.624,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,13.188,11.600,
250,Tele Enable,FALSE,0.000,-0.002,-0.006,0.000,Open,Down,-0.020,-0.433,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,13.000,11.650,
300,Tele Enable,FALSE,0.000,-0.002,-0.006,0.000,Open,Down,0.000,-0.289,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,13.156,11.600,
350,Tele Enable,FALSE,0.000,-0.002,-0.006,0.000,Open,Down,-0.090,0.661,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,13.188,11.500,
400,Tele Enable,FALSE,0.000,-0.002,-0.006,0.000,Open,Down,-0.060,-0.223,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,13.094,11.550,
