2017-02-21T20.14
Match: 0,Battery: 
time,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	PDP2,	PDP4,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 4 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-0.600,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,12.812,11.750,
50,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-0.510,-0.440,TRUE,-0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,8.406,11.800,
100,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-0.710,-0.070,TRUE,-0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,8.250,11.750,
150,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-0.450,0.308,TRUE,-0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,8.250,11.750,
200,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-0.540,-0.413,TRUE,-0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.300,8.312,11.750,
250,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-0.660,0.362,TRUE,-0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.300,8.250,11.700,
300,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-0.670,0.036,TRUE,-0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.300,8.344,11.700,
350,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-0.560,-0.417,TRUE,-0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.250,8.344,11.700,
400,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-0.580,0.387,TRUE,-0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.300,8.406,11.650,
