Fri.Apr.07.2017.4.58.PM
Match: 0,Battery: 
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-0.080,0.000,FALSE,0.000,0.000,FALSE,0.060,-24.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.500,
100, 100,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-0.080,0.005,FALSE,0.000,0.000,FALSE,0.060,-24.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.500,
200, 201,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-0.080,-0.004,FALSE,0.000,0.000,FALSE,0.060,-24.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.500,
300, 302,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-0.080,-0.002,FALSE,0.000,0.000,FALSE,0.060,-24.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.500,
400, 403,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-0.080,0.000,FALSE,0.000,0.000,FALSE,0.060,-24.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.500,
500, 503,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-0.080,0.000,FALSE,0.000,0.000,FALSE,0.060,-24.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.500,
600, 603,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-0.080,0.003,FALSE,0.000,0.000,FALSE,0.060,-24.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.500,
700, 703,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-0.080,0.003,FALSE,0.000,0.000,FALSE,0.060,-24.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.500,
