Fri.Apr.07.2017.3.00.PM
Match: 71,Battery: 20-something...
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,-0.240,0.000,FALSE,0.000,0.000,FALSE,10.549,238.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,0.000,12.750,
100, 101,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,-0.240,0.000,FALSE,0.000,0.000,FALSE,10.529,238.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,0.000,12.750,
200, 203,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,-0.150,-0.215,TRUE,-0.013,0.000,FALSE,10.549,238.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,0.000,12.750,
300, 303,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,-0.240,0.064,TRUE,-0.013,0.000,FALSE,10.599,238.225,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,0.000,12.750,
400, 404,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,-0.220,-0.728,TRUE,0.359,0.013,FALSE,10.529,238.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,0.000,12.750,
500, 506,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,-0.250,0.384,TRUE,0.090,0.038,FALSE,9.669,238.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,0.000,12.750,
600, 607,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,-0.350,0.942,TRUE,0.051,0.026,FALSE,10.009,238.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.800,0.000,12.750,
700, 707,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,-0.020,-0.131,TRUE,0.051,0.038,FALSE,10.179,238.174,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,0.000,12.750,
