Sat.Mar.11.2017.7.19.PM
Match: 44,Battery: 
time,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	PDP2,	PDP4,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 4 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0,Auto Enable,TRUE,0.078,-0.157,0.000,0.000,Close,Down,0.000,0.000,FALSE,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.250,0.000,13.150,
50,Auto Enable,TRUE,0.056,-0.233,0.000,0.000,Close,Down,0.000,0.001,FALSE,0.000,0.051,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.200,0.000,13.100,
100,Auto Enable,TRUE,-0.079,-0.398,0.000,0.000,Close,Down,-0.090,-0.138,FALSE,0.000,0.179,0.000,0.000,0.000,0.000,0.000,5.750,4.625,0.000,12.850,0.000,12.850,
150,Auto Enable,TRUE,-0.206,-0.490,0.000,0.000,Close,Down,-1.370,-0.187,TRUE,0.077,1.218,0.000,0.000,0.000,0.000,0.000,12.250,10.000,7.750,12.500,0.000,12.200,
200,Auto Enable,TRUE,-0.085,-0.490,0.000,0.000,Close,Down,-2.770,-0.227,TRUE,0.179,2.781,0.000,0.000,0.000,0.000,0.000,9.125,7.500,13.125,12.500,0.000,12.350,
250,Auto Enable,TRUE,-0.490,-0.419,0.000,0.000,Close,Down,-6.260,-0.201,TRUE,0.923,5.396,7.125,0.000,0.000,9.625,7.625,7.250,5.875,10.250,12.000,0.000,11.850,
300,Auto Enable,TRUE,-0.490,-0.327,0.000,0.000,Close,Down,-8.610,-0.380,TRUE,2.384,7.498,7.125,0.000,0.000,11.000,9.125,3.625,3.000,5.125,12.300,0.000,12.200,
350,Auto Enable,TRUE,-0.490,-0.288,0.000,0.000,Close,Down,-8.820,-0.085,TRUE,4.371,9.434,6.000,0.000,0.000,9.125,6.125,0.000,0.000,5.125,12.500,0.000,12.350,
400,Auto Enable,TRUE,-0.490,-0.205,0.000,0.000,Close,Down,-8.700,0.115,TRUE,5.999,10.715,6.000,0.000,0.000,9.125,6.125,0.000,0.000,2.000,12.600,0.000,12.550,
