Sat.Apr.08.2017.8.31.AM
Match: 0,Battery: 
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,-0.060,0.000,FALSE,0.000,0.000,FALSE,-0.010,-24.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.750,10.156,12.050,
100, 101,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,-0.010,-0.236,TRUE,0.000,0.000,FALSE,0.090,-24.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.750,8.688,12.100,
200, 201,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,-0.020,-0.210,TRUE,0.000,0.000,FALSE,0.050,-24.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.750,8.656,12.100,
300, 301,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,-0.030,-0.205,TRUE,0.000,0.000,FALSE,0.070,-24.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.750,8.656,12.100,
400, 402,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,-0.040,-0.207,TRUE,0.000,0.000,FALSE,0.010,-24.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.750,8.688,12.100,
500, 503,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,-0.040,-0.220,TRUE,0.000,0.000,FALSE,0.060,-24.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.750,8.750,12.100,
600, 604,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,-0.040,-0.228,TRUE,0.000,0.000,FALSE,0.070,-24.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.750,8.750,12.050,
700, 704,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,-0.030,-0.214,TRUE,0.000,0.000,FALSE,0.010,-24.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.700,8.781,12.050,
