Sat.Mar.11.2017.4.27.PM
Match: 24,Battery: -3
time,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	PDP2,	PDP4,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 4 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0,Auto Enable,TRUE,-0.250,-0.250,0.000,0.000,Close,Down,-0.070,0.000,FALSE,0.244,0.256,0.000,0.000,0.000,2.500,0.000,0.000,0.000,0.000,10.700,0.000,10.550,
50,Auto Enable,TRUE,-0.250,-0.250,0.000,0.000,Close,Down,0.000,-0.051,TRUE,0.564,0.538,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.600,0.000,10.600,
100,Auto Enable,TRUE,-0.250,-0.250,0.000,0.000,Close,Down,-0.080,-0.065,TRUE,1.051,1.102,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.500,10.800,0.000,10.700,
150,Auto Enable,TRUE,-0.250,-0.250,0.000,0.000,Close,Down,-0.060,0.048,TRUE,1.577,1.577,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.900,0.000,10.750,
200,Auto Enable,TRUE,-0.250,-0.250,0.000,0.000,Close,Down,-0.070,-0.032,TRUE,2.153,2.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.250,10.850,0.000,10.700,
250,Auto Enable,TRUE,-0.250,-0.250,0.000,0.000,Close,Down,-0.130,0.043,TRUE,2.986,3.051,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.125,10.900,0.000,10.750,
300,Auto Enable,TRUE,-0.250,-0.250,0.000,0.000,Close,Down,-0.210,0.023,TRUE,3.756,3.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.850,0.000,10.800,
350,Auto Enable,TRUE,-0.250,-0.250,0.000,0.000,Close,Down,-0.220,-0.090,TRUE,4.589,4.653,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,10.850,0.000,10.800,
400,Auto Enable,TRUE,-0.250,-0.250,0.000,0.000,Close,Down,-0.200,0.065,TRUE,5.230,5.294,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.900,0.000,10.750,
