Sat.Feb.11.2017.6.21.PM
Match Number: 0 
time,	robotMode,	leftTank,	rightTank,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	PDP2,	PDP4,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,
int,	string,	float,	float,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Robot Mode,	Left Tank,	Right Tank,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 4,	PWM 2 PDP 1 (intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,

0,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,
50,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.038,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,
100,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.038,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,
150,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,
200,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,
250,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,
300,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,
350,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,
400,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,
450,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,
500,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,
550,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,
600,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,
650,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,
700,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,
750,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,
800,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,
850,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,
900,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.400,
950,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,
1000,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,
1050,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,
1100,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,
1150,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.400,
1200,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,
1250,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.400,
1300,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.400,
1350,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.400,
1400,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,
1450,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,
1500,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.400,
1550,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.400,
1600,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.400,
1650,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.400,
1700,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.400,
1750,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.400,
1800,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.400,
1850,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,
1900,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,
1950,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,
2000,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,
2050,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,
2100,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,
2150,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.400,
2200,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,
2250,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,
2300,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,
2350,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.400,
2400,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.400,
2450,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,
2500,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,
2550,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.300,
2600,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.300,
2650,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.300,
2700,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,
2750,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.300,
2800,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,
2850,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,
2900,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,
2950,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,
3000,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,
3050,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,
3100,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,
3150,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.300,
3200,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.300,
3250,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.300,
3300,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,
3350,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.300,
3400,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.300,
3450,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.300,
3500,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,
3550,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,
3600,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,
3650,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,
3700,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.300,
3750,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,
3800,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.300,
3850,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.300,
3900,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.300,
3950,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.250,
4000,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.300,
4050,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.300,
4100,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,
4150,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.300,
4200,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,
4250,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,
4300,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,
4350,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.300,
4400,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.250,
4450,Tele Enable,0.000,0.001,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.300,
4500,Tele Enable,0.000,0.001,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.300,
4550,Tele Enable,0.000,0.001,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.250,
4600,Tele Enable,0.000,0.001,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.300,
4650,Tele Enable,0.000,0.001,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.300,
4700,Tele Enable,0.000,0.001,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.250,
4750,Tele Enable,0.000,0.001,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.300,
4800,Tele Enable,0.000,0.001,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.300,
4850,Tele Enable,0.000,0.001,0.000,0.000,FALSE,0.051,-0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.300,
