Sat.Mar.25.2017.3.29.PM
Match: 22,Battery: -1
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Tele Enable,FALSE,-0.056,-0.039,-0.005,0.000,Open,Down,0.000,0.000,FALSE,0.013,-0.103,FALSE,0.565,7.842,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,0.000,12.800,
100, 101,Tele Enable,FALSE,-0.056,-0.039,-0.005,0.000,Open,Down,0.000,-0.003,FALSE,0.013,-0.103,FALSE,0.565,7.842,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,0.000,12.800,
200, 204,Tele Enable,FALSE,-0.056,-0.039,-0.005,0.000,Open,Down,0.000,0.006,FALSE,0.013,-0.103,FALSE,0.565,7.842,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,0.000,12.800,
300, 304,Tele Enable,FALSE,-0.056,-0.039,-0.005,0.000,Open,Down,0.000,0.002,FALSE,0.013,-0.103,FALSE,0.565,7.842,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,0.000,12.800,
400, 405,Tele Enable,FALSE,-0.056,-0.039,-0.005,0.000,Open,Down,0.000,0.003,FALSE,0.013,-0.103,FALSE,0.565,7.842,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,0.000,12.800,
500, 505,Tele Enable,FALSE,-0.056,-0.039,-0.005,0.000,Open,Down,0.000,0.005,FALSE,0.013,-0.103,FALSE,0.565,7.842,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,0.000,12.800,
600, 606,Tele Enable,FALSE,-0.056,-0.039,-0.005,0.000,Open,Down,0.000,-0.007,FALSE,0.013,-0.103,FALSE,0.565,7.842,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,0.000,12.800,
700, 707,Tele Enable,FALSE,-0.056,-0.039,-0.005,0.000,Open,Down,0.000,-0.003,FALSE,0.013,-0.103,FALSE,0.565,7.842,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,0.000,12.800,
