Sat.Mar.11.2017.4.51.PM
Match: 27,Battery: 
time,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	PDP2,	PDP4,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 4 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0,Auto Enable,TRUE,-0.175,-0.177,0.000,0.000,Close,Down,0.020,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.050,11.844,11.050,
50,Auto Enable,TRUE,-0.398,-0.398,0.000,0.000,Close,Down,-0.210,-0.227,TRUE,0.090,0.064,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.625,11.400,11.625,10.500,
100,Auto Enable,TRUE,-0.490,-0.490,0.000,0.000,Close,Down,-0.250,-0.872,TRUE,0.372,0.436,4.250,0.000,0.000,6.250,4.750,4.500,3.375,7.625,11.050,10.812,10.000,
150,Auto Enable,TRUE,-0.490,-0.490,0.000,0.000,Close,Down,-0.360,-0.736,TRUE,0.897,1.077,4.250,0.000,0.000,10.875,8.250,8.750,6.875,7.625,10.800,11.000,9.700,
200,Auto Enable,TRUE,-0.490,-0.490,0.000,0.000,Close,Down,-0.850,-0.068,TRUE,2.564,2.999,6.750,0.000,0.000,9.500,5.500,5.750,4.375,11.125,11.050,12.062,10.050,
250,Auto Enable,TRUE,-0.490,-0.485,0.000,0.000,Close,Down,-1.320,-0.230,TRUE,6.447,7.152,4.875,0.000,0.000,6.875,5.125,4.250,3.250,8.625,11.250,12.125,10.250,
300,Auto Enable,TRUE,-0.490,-0.483,0.000,0.000,Close,Down,-1.510,-0.338,TRUE,10.690,11.549,4.000,0.000,0.000,5.375,3.875,3.500,2.875,6.375,11.400,12.125,10.400,
350,Auto Enable,TRUE,-0.490,-0.490,0.000,0.000,Close,Down,-1.590,0.175,TRUE,16.201,17.099,3.125,0.000,0.000,5.000,3.375,3.125,2.625,6.500,11.400,12.031,10.500,
400,Auto Enable,TRUE,-0.490,-0.482,0.000,0.000,Close,Down,-1.700,0.102,TRUE,20.111,21.034,2.875,0.000,0.000,4.375,3.375,2.875,2.250,5.500,11.550,12.062,10.650,
