Fri.Apr.07.2017.9.17.AM
Match: 0,Battery: 
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Auto Enable,FALSE,0.000,0.000,0.000,0.000,Close,Down,-0.480,0.000,FALSE,0.000,0.000,TRUE,2.800,77.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,0.000,12.750,
100, 101,Auto Enable,FALSE,0.000,0.000,0.000,0.000,Close,Down,-0.480,0.001,FALSE,0.000,0.000,TRUE,2.800,77.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,0.000,12.750,
200, 202,Auto Enable,FALSE,-0.020,0.020,0.000,0.000,Close,Down,-0.480,0.001,FALSE,0.000,0.000,TRUE,2.800,77.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,0.000,12.750,
300, 303,Auto Enable,FALSE,-0.123,-0.079,0.000,0.000,Close,Down,-0.480,0.001,FALSE,0.000,0.000,TRUE,2.800,77.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,0.000,12.750,
400, 404,Auto Enable,FALSE,-0.360,-0.281,0.000,0.000,Close,Down,-0.490,-0.001,FALSE,0.090,0.013,TRUE,2.800,77.350,0.000,0.000,0.000,3.375,2.750,0.000,0.000,2.000,12.250,0.000,12.050,
500, 504,Auto Enable,FALSE,-0.360,-0.267,0.000,0.000,Close,Down,0.280,-0.104,TRUE,1.295,0.615,TRUE,2.800,77.350,7.625,0.000,0.000,6.125,5.500,3.000,1.625,3.750,12.350,0.000,12.200,
600, 605,Auto Enable,FALSE,-0.360,-0.290,0.000,0.000,Close,Down,1.510,-0.094,TRUE,3.320,1.897,TRUE,2.800,77.350,5.500,0.000,0.000,4.750,3.875,2.875,0.000,3.000,12.350,0.000,12.250,
700, 707,Auto Enable,FALSE,-0.360,-0.360,0.000,0.000,Close,Down,2.790,-0.059,TRUE,6.229,4.050,TRUE,1.946,83.384,4.250,0.000,0.000,3.250,3.500,4.250,2.000,2.625,12.250,0.000,12.150,
