Sat.Mar.11.2017.8.58.AM
Match: 0,Battery: 
time,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	PDP2,	PDP4,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 4 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0,Tele Enable,FALSE,0.000,-0.002,0.000,0.000,Open,Down,0.010,0.000,FALSE,6.486,8.588,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.300,9.219,11.700,
50,Tele Enable,FALSE,0.000,-0.002,0.000,0.000,Open,Down,0.090,-0.294,TRUE,6.486,8.588,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.200,8.250,11.650,
100,Tele Enable,FALSE,0.000,-0.002,0.000,0.000,Open,Down,0.030,0.060,TRUE,6.486,8.588,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.150,8.312,11.550,
150,Tele Enable,FALSE,0.000,-0.002,0.000,0.000,Open,Down,0.200,0.050,TRUE,6.486,8.588,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,8.312,11.450,
200,Tele Enable,FALSE,0.000,-0.002,0.000,0.000,Open,Down,0.190,0.098,TRUE,6.486,8.588,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.050,8.406,11.400,
250,Tele Enable,FALSE,0.000,-0.002,0.000,0.000,Open,Down,0.150,-0.386,TRUE,6.486,8.588,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,8.500,11.350,
300,Tele Enable,FALSE,0.000,-0.002,0.000,0.000,Open,Down,0.150,-0.139,TRUE,6.486,8.588,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.900,8.594,11.250,
350,Tele Enable,FALSE,0.000,-0.002,0.000,0.000,Open,Down,0.080,0.110,TRUE,6.486,8.588,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.800,8.531,11.150,
400,Tele Enable,FALSE,0.000,-0.002,0.000,0.000,Open,Down,0.130,-0.103,TRUE,6.486,8.588,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,9.031,11.300,
