Fri.Apr.07.2017.10.04.AM
Match: 0,Battery: 
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Tele Enable,FALSE,0.006,-0.002,-0.005,0.000,Open,Down,5.000,0.000,FALSE,0.013,0.000,FALSE,-0.060,-24.494,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,10.938,11.800,
100, 100,Tele Enable,FALSE,0.006,-0.002,-0.005,0.000,Open,Down,4.820,-0.100,TRUE,0.013,0.000,FALSE,0.010,-24.494,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,7.969,11.900,
200, 202,Tele Enable,FALSE,0.006,-0.002,-0.005,0.000,Open,Down,4.870,0.322,TRUE,0.013,0.000,FALSE,-0.060,-24.494,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,7.812,11.900,
300, 302,Tele Enable,FALSE,0.006,-0.002,-0.005,0.000,Open,Down,4.890,0.425,TRUE,0.013,0.000,FALSE,-0.060,-24.494,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,7.812,11.900,
400, 403,Tele Enable,FALSE,0.006,-0.002,-0.005,0.000,Open,Down,4.880,0.303,TRUE,0.013,0.000,FALSE,0.010,-24.494,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,7.812,11.900,
500, 505,Tele Enable,FALSE,0.006,-0.002,-0.005,0.000,Open,Down,4.860,0.008,TRUE,0.013,0.000,FALSE,-0.080,-24.494,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,7.875,11.900,
600, 607,Tele Enable,FALSE,0.006,-0.002,-0.005,0.000,Open,Down,4.830,-0.121,TRUE,0.013,0.000,FALSE,0.040,-24.494,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,7.906,11.900,
700, 708,Tele Enable,FALSE,0.006,-0.002,-0.005,0.000,Open,Down,4.810,-0.115,TRUE,0.013,0.000,FALSE,-0.050,-24.494,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,7.906,11.900,
