
Match Number: 0 
time,	robotMode,	leftTank,	rightTank,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	PDP2,	PDP4,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,
int,	string,	float,	float,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Robot Mode,	Left Tank,	Right Tank,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 4,	PWM 2 PDP 1 (intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,

0,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
50,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
100,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
150,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
200,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
250,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
300,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
350,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
400,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
450,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
500,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
550,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
600,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
650,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
700,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
750,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
800,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
850,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
900,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
950,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
1000,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
1050,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
1100,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
1150,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
1200,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
1250,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
1300,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
1350,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
1400,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
1450,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
1500,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
1550,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
1600,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
1650,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
1700,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
1750,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
1800,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
1850,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
1900,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
1950,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
2000,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
2050,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
2100,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
2150,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
2200,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
2250,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
2300,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
2350,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
2400,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
2450,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
2500,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
2550,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
2600,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
2650,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
2700,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
2750,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
2800,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
2850,Tele Enable,-0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
2900,Tele Enable,-0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
2950,Tele Enable,-0.000,-0.001,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
3000,Tele Enable,-0.000,-0.001,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
3050,Tele Enable,0.003,0.005,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
3100,Tele Enable,0.005,0.009,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
3150,Tele Enable,0.045,0.030,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
3200,Tele Enable,0.076,0.039,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
3250,Tele Enable,0.085,0.056,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
3300,Tele Enable,0.126,0.126,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
3350,Tele Enable,0.155,0.223,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
3400,Tele Enable,0.155,0.295,0.000,0.000,FALSE,-0.115,-0.038,0.000,0.000,0.000,0.000,0.000,0.000,3.375,0.000,12.600,
3450,Tele Enable,0.085,0.417,0.000,0.000,FALSE,-0.526,-0.051,0.000,0.000,0.000,0.000,0.000,0.000,7.875,3.500,12.400,
3500,Tele Enable,0.025,0.491,0.000,0.000,FALSE,-1.102,-0.038,0.000,0.000,0.000,0.000,0.000,0.000,12.875,8.625,12.200,
3550,Tele Enable,0.012,0.525,0.000,0.000,FALSE,-1.961,-0.038,0.000,0.000,0.000,0.000,0.000,0.000,12.875,13.750,12.050,
3600,Tele Enable,-0.000,0.608,0.000,0.000,FALSE,-3.768,-0.051,0.000,0.000,0.000,0.000,0.000,0.000,15.500,13.750,11.950,
3650,Tele Enable,-0.001,0.645,0.000,0.000,FALSE,-6.152,-0.090,0.000,0.000,0.000,0.000,0.000,0.000,18.500,19.750,11.750,
3700,Tele Enable,-0.002,0.684,0.000,0.000,FALSE,-9.241,-0.141,0.000,0.000,0.000,0.000,0.000,0.000,18.625,20.125,11.800,
3750,Tele Enable,-0.003,0.684,0.000,0.000,FALSE,-12.792,-0.205,0.000,0.000,0.000,0.000,0.000,0.000,19.125,21.125,11.750,
3800,Tele Enable,-0.008,0.684,0.000,0.000,FALSE,-15.343,-0.244,0.000,0.000,0.000,0.000,0.000,0.000,19.125,21.125,11.800,
3850,Tele Enable,-0.014,0.710,0.000,0.000,FALSE,-19.547,-0.333,0.000,0.000,0.000,0.000,0.000,0.000,17.375,19.375,11.700,
3900,Tele Enable,-0.018,0.710,0.000,0.000,FALSE,-23.853,-0.397,0.000,0.000,0.000,0.000,0.000,0.000,17.750,19.875,11.850,
3950,Tele Enable,-0.018,0.710,0.000,0.000,FALSE,-26.865,-0.423,0.000,0.000,0.000,0.000,0.000,0.000,15.625,17.750,11.800,
4000,Tele Enable,-0.018,0.710,0.000,0.000,FALSE,-30.044,-0.436,0.000,0.000,0.000,0.000,0.000,0.000,14.500,17.750,11.850,
4050,Tele Enable,-0.027,0.710,0.000,0.000,FALSE,-36.504,-0.461,0.000,0.000,0.000,0.000,0.000,0.000,13.750,16.750,11.900,
4100,Tele Enable,-0.036,0.710,0.000,0.000,FALSE,-41.452,-0.474,0.000,0.000,0.000,0.000,0.000,0.000,13.750,15.750,11.900,
4150,Tele Enable,-0.036,0.608,0.000,0.000,FALSE,-44.746,-0.474,0.000,0.000,0.000,0.000,0.000,0.000,9.125,15.125,11.900,
4200,Tele Enable,-0.008,0.583,0.000,0.000,FALSE,-49.604,-0.526,0.000,0.000,0.000,0.000,0.000,0.000,9.125,10.625,12.200,
4250,Tele Enable,-0.002,0.548,0.000,0.000,FALSE,-54.205,-0.551,0.000,0.000,0.000,0.000,0.000,0.000,6.250,7.500,12.250,
4300,Tele Enable,-0.001,0.525,0.000,0.000,FALSE,-58.589,-0.602,0.000,0.000,0.000,0.000,0.000,0.000,4.625,5.625,12.400,
4350,Tele Enable,-0.000,0.469,0.000,0.000,FALSE,-61.396,-0.641,0.000,0.000,0.000,0.000,0.000,0.000,4.375,5.375,12.350,
4400,Tele Enable,0.000,0.270,0.000,0.000,FALSE,-65.241,-0.731,0.000,0.000,0.000,0.000,0.000,0.000,2.125,5.375,12.500,
4450,Tele Enable,0.000,0.209,0.000,0.000,FALSE,-68.727,-0.846,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.875,12.750,
4500,Tele Enable,0.000,0.491,0.000,0.000,FALSE,-70.381,-0.936,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.800,
4550,Tele Enable,-0.010,0.645,0.000,0.000,FALSE,-73.060,-1.077,0.000,0.000,0.000,0.000,0.000,0.000,3.875,4.625,11.650,
4600,Tele Enable,-0.036,1.000,0.000,0.000,FALSE,-76.354,-1.205,0.000,0.000,0.000,0.000,0.000,0.000,31.000,33.625,10.200,
4650,Tele Enable,-0.056,1.000,0.000,0.000,FALSE,-79.366,-1.243,0.000,0.000,0.000,0.000,0.000,0.000,44.625,33.625,10.500,
4700,Tele Enable,-0.001,0.893,0.000,0.000,FALSE,-84.531,-1.256,0.000,0.000,0.000,0.000,0.000,0.000,37.125,42.000,10.650,
4750,Tele Enable,0.000,0.820,0.000,0.000,FALSE,-90.184,-1.269,0.000,0.000,0.000,0.000,0.000,0.000,21.625,42.000,11.300,
4800,Tele Enable,0.000,0.820,0.000,0.000,FALSE,-93.952,-1.269,0.000,0.000,0.000,0.000,0.000,0.000,16.125,18.250,11.800,
4850,Tele Enable,0.000,0.820,0.000,0.000,FALSE,-99.630,-1.256,0.000,0.000,0.000,0.000,0.000,0.000,16.125,18.250,11.600,
