Fri.Apr.07.2017.1.02.PM
Match: 0,Battery: 
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Tele Enable,FALSE,0.000,-0.056,-0.005,0.000,Open,Down,-0.020,0.000,FALSE,0.000,0.000,FALSE,-16.155,62.684,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,13.438,11.500,
100, 101,Tele Enable,FALSE,0.000,-0.056,-0.005,0.000,Open,Down,0.000,-0.106,TRUE,0.000,0.000,FALSE,-16.165,62.684,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,12.375,11.550,
200, 203,Tele Enable,FALSE,0.000,-0.056,-0.005,0.000,Open,Down,-0.090,0.056,TRUE,0.000,0.000,FALSE,-16.045,62.684,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.400,12.312,11.500,
300, 303,Tele Enable,FALSE,0.000,-0.056,-0.005,0.000,Open,Down,-0.200,0.149,TRUE,0.000,0.000,FALSE,-16.255,62.684,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.400,12.312,11.500,
400, 403,Tele Enable,FALSE,0.000,-0.056,-0.005,0.000,Open,Down,-0.210,-0.160,TRUE,0.000,0.000,FALSE,-16.075,62.684,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.400,12.281,11.550,
500, 504,Tele Enable,FALSE,0.000,-0.056,-0.005,0.000,Open,Down,-0.120,-0.037,TRUE,0.000,0.000,FALSE,-16.235,62.684,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.400,12.219,11.600,
600, 605,Tele Enable,FALSE,0.000,-0.056,-0.005,0.000,Open,Down,-0.030,0.242,TRUE,0.000,0.000,FALSE,-16.095,62.684,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.400,12.281,11.550,
700, 705,Tele Enable,FALSE,0.000,-0.056,-0.005,0.000,Open,Down,-0.040,-0.159,TRUE,0.000,0.000,FALSE,-16.215,62.684,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,12.281,11.500,
