2017-02-21T21.57
Match: 0,Battery: 
time,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	PDP2,	PDP4,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 4 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-3.240,0.000,FALSE,-0.013,-0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.750,8.188,11.100,
50,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-3.220,0.972,TRUE,-0.013,-0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.600,8.312,11.050,
100,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-3.250,0.273,TRUE,-0.013,-0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.344,11.100,
150,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-3.620,-0.024,TRUE,-0.013,-0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.650,8.250,11.000,
200,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-3.610,-0.476,TRUE,-0.013,-0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.700,8.438,11.100,
250,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-3.620,-0.365,TRUE,-0.013,-0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.650,8.312,11.050,
300,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-3.350,-0.332,TRUE,-0.013,-0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.700,8.312,11.050,
350,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-3.540,-0.402,TRUE,-0.013,-0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.188,11.000,
400,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-3.370,0.735,TRUE,-0.013,-0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,8.156,10.900,
