Fri.Apr.07.2017.2.35.PM
Match: 0,Battery: 2012-2
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-0.080,0.000,FALSE,0.000,0.000,FALSE,-8.899,128.588,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,13.250,11.650,
100, 101,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,0.000,0.015,TRUE,0.000,0.000,FALSE,-8.999,128.588,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,12.625,11.650,
200, 201,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-0.160,0.089,TRUE,-0.013,0.000,FALSE,-9.029,128.594,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,12.469,11.700,
300, 302,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-0.230,-0.301,TRUE,-0.026,0.000,FALSE,-8.909,128.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,12.500,11.700,
400, 403,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-0.840,-0.571,TRUE,0.013,-0.013,FALSE,-9.089,127.797,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,12.406,11.600,
500, 504,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-0.260,-0.019,TRUE,0.013,0.000,FALSE,-9.069,128.582,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,12.469,11.650,
600, 608,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-0.550,-0.799,TRUE,-0.282,0.000,FALSE,-8.579,128.728,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,12.375,11.550,
700, 710,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-0.030,-0.101,TRUE,-0.154,0.000,FALSE,-9.249,128.664,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,12.500,11.550,
