Sat.Feb.11.2017.11.58.AM
Match Number: 0 
time,	robotMode,	leftTank,	rightTank,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	PDP2,	PDP4,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,
int,	string,	float,	float,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Robot Mode,	Left Tank,	Right Tank,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 4,	PWM 2 PDP 1 (intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,

0,Tele Enable,-0.001,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
50,Tele Enable,-0.001,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
100,Tele Enable,-0.001,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
150,Tele Enable,-0.001,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
200,Tele Enable,-0.001,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
250,Tele Enable,-0.001,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
300,Tele Enable,-0.001,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
350,Tele Enable,-0.001,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
400,Tele Enable,-0.001,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
450,Tele Enable,-0.001,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
500,Tele Enable,-0.001,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
550,Tele Enable,-0.001,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
600,Tele Enable,-0.001,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
650,Tele Enable,-0.001,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
700,Tele Enable,-0.001,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
750,Tele Enable,-0.001,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
800,Tele Enable,-0.001,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
850,Tele Enable,-0.001,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
900,Tele Enable,-0.001,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
950,Tele Enable,-0.001,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
1000,Tele Enable,-0.001,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
1050,Tele Enable,-0.001,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
1100,Tele Enable,-0.001,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
1150,Tele Enable,-0.001,0.012,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
1200,Tele Enable,-0.001,0.001,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
1250,Tele Enable,-0.001,0.001,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
1300,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
1350,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
1400,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
1450,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
1500,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
1550,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
1600,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
1650,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
1700,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
1750,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
1800,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
1850,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
1900,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
1950,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
2000,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
2050,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
2100,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
2150,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
2200,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
2250,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
2300,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
2350,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
2400,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
2450,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
2500,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
2550,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
2600,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
2650,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
2700,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
2750,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
2800,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
2850,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
2900,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
2950,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
3000,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
3050,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
3100,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
3150,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
3200,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
3250,Tele Enable,-0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
3300,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
3350,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
3400,Tele Enable,0.000,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
3450,Tele Enable,0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
3500,Tele Enable,0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
3550,Tele Enable,0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
3600,Tele Enable,0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
3650,Tele Enable,0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
3700,Tele Enable,0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
3750,Tele Enable,0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
3800,Tele Enable,0.001,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
3850,Tele Enable,-0.004,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,
3900,Tele Enable,-0.008,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
3950,Tele Enable,-0.080,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
4000,Tele Enable,-0.161,0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
4050,Tele Enable,-0.469,0.000,0.000,0.000,FALSE,0.000,0.410,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.700,
4100,Tele Enable,-0.750,0.000,0.000,0.000,FALSE,0.000,3.320,0.000,0.000,0.000,7.500,7.375,0.000,0.000,0.000,12.200,
4150,Tele Enable,-1.000,0.000,0.000,0.000,FALSE,0.000,7.742,6.125,0.000,0.000,14.125,14.375,0.000,0.000,0.000,12.100,
4200,Tele Enable,-1.000,0.000,0.000,0.000,FALSE,0.000,16.624,10.000,0.000,0.000,14.125,14.375,0.000,0.000,0.000,12.250,
4250,Tele Enable,-1.000,0.000,0.000,0.000,FALSE,0.000,23.072,3.750,0.000,0.000,9.125,9.500,0.000,0.000,0.000,12.400,
4300,Tele Enable,-1.000,0.000,0.000,0.000,FALSE,0.000,33.364,1.375,0.000,0.000,6.375,6.500,0.000,0.000,0.000,12.400,
4350,Tele Enable,-1.000,0.000,0.000,0.000,FALSE,0.000,40.234,1.375,0.000,0.000,5.625,5.875,0.000,0.000,0.000,12.400,
4400,Tele Enable,-1.000,0.000,0.000,0.000,FALSE,0.000,50.296,1.375,0.000,0.000,5.625,5.875,0.000,0.000,0.000,12.400,
4450,Tele Enable,-1.000,0.000,0.000,0.000,FALSE,0.000,60.614,0.000,0.000,0.000,5.625,5.875,0.000,0.000,0.000,12.450,
4500,Tele Enable,-0.863,0.000,0.000,0.000,FALSE,0.000,70.663,0.000,0.000,0.000,2.750,2.625,0.000,0.000,0.000,12.400,
4550,Tele Enable,-0.387,0.000,0.000,0.000,FALSE,0.000,79.930,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.750,
4600,Tele Enable,-0.120,0.000,0.000,0.000,FALSE,0.000,86.826,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.150,
4650,Tele Enable,-0.104,0.000,0.000,0.000,FALSE,0.000,88.261,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
4700,Tele Enable,-0.016,0.000,0.000,0.000,FALSE,0.000,88.569,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,
4750,Tele Enable,-0.001,-0.000,0.000,0.000,FALSE,0.000,88.556,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
4800,Tele Enable,-0.001,-0.002,0.000,0.000,FALSE,0.000,88.556,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,
4850,Tele Enable,0.000,-0.027,0.000,0.000,FALSE,0.000,88.556,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
