Sat.Mar.11.2017.6.22.PM
Match: 0,Battery: 
time,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	PDP2,	PDP4,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 4 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0,Auto Enable,FALSE,-0.490,-0.490,0.000,0.000,Close,Down,-0.020,0.000,FALSE,0.961,1.192,6.875,0.000,0.000,8.500,9.000,5.375,7.000,8.625,11.650,8.938,10.850,
50,Auto Enable,FALSE,-0.490,-0.490,0.000,0.000,Close,Down,-0.850,-0.402,TRUE,2.307,2.769,8.625,0.000,0.000,11.500,8.000,6.375,5.750,13.250,11.650,8.438,10.950,
100,Auto Enable,FALSE,-0.490,-0.490,0.000,0.000,Close,Down,-0.960,-0.343,TRUE,4.063,4.704,7.375,0.000,0.000,10.000,7.000,6.375,5.750,11.125,11.700,8.344,11.100,
150,Auto Enable,FALSE,-0.490,-0.490,0.000,0.000,Close,Down,-1.230,0.081,TRUE,6.357,7.037,5.500,0.000,0.000,8.375,5.875,4.875,3.750,9.375,11.950,8.312,11.250,
200,Auto Enable,FALSE,-0.490,-0.490,0.000,0.000,Close,Down,-1.390,-0.164,TRUE,9.011,9.818,4.500,0.000,0.000,7.125,5.000,3.875,3.750,8.125,11.900,8.156,11.350,
250,Auto Enable,FALSE,-0.490,-0.490,0.000,0.000,Close,Down,-1.420,0.165,TRUE,11.690,12.536,4.250,0.000,0.000,6.375,4.000,3.250,3.125,7.750,12.000,8.062,11.350,
300,Auto Enable,FALSE,-0.490,-0.490,0.000,0.000,Close,Down,-1.420,-0.514,TRUE,15.714,16.496,3.375,0.000,0.000,5.625,3.750,3.000,2.875,6.875,12.000,8.062,11.450,
350,Auto Enable,FALSE,-0.490,-0.490,0.000,0.000,Close,Down,-1.310,0.300,TRUE,20.034,20.675,3.000,0.000,0.000,5.250,3.750,2.625,2.750,6.375,12.100,8.156,11.500,
400,Auto Enable,FALSE,-0.490,-0.490,0.000,0.000,Close,Down,-1.190,-0.432,TRUE,23.302,23.982,2.750,0.000,0.000,4.625,3.375,2.500,2.750,5.750,12.100,8.062,11.500,
