Sat.Mar.11.2017.9.41.AM
Match: 0,Battery: 
time,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	PDP2,	PDP4,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 4 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0,Tele Enable,FALSE,0.000,-0.014,0.000,0.000,Open,Down,0.090,0.000,FALSE,0.000,2.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.250,9.688,11.600,
50,Tele Enable,FALSE,0.000,-0.014,0.000,0.000,Open,Down,0.070,0.312,TRUE,0.000,2.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.200,8.531,11.600,
100,Tele Enable,FALSE,0.000,-0.014,0.000,0.000,Open,Down,0.030,-0.176,TRUE,0.000,2.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.200,8.406,11.600,
150,Tele Enable,FALSE,0.000,-0.014,0.000,0.000,Open,Down,-0.090,0.338,TRUE,0.000,2.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.200,8.406,11.600,
200,Tele Enable,FALSE,0.000,-0.014,0.000,0.000,Open,Down,-0.050,-0.347,TRUE,0.000,2.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.200,8.406,11.550,
250,Tele Enable,FALSE,0.000,-0.014,0.000,0.000,Open,Down,0.060,0.363,TRUE,0.000,2.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.200,8.438,11.550,
300,Tele Enable,FALSE,0.000,-0.014,0.000,0.000,Open,Down,0.040,0.042,TRUE,0.000,2.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.200,8.438,11.550,
350,Tele Enable,FALSE,0.000,-0.014,0.000,0.000,Open,Down,0.060,0.373,TRUE,0.000,2.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.150,8.438,11.550,
400,Tele Enable,FALSE,0.000,-0.014,0.000,0.000,Open,Down,-0.070,0.196,TRUE,0.000,2.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.200,8.438,11.500,
