
Match Number: 0 
time,	robotMode,	leftTank,	rightTank,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	PDP2,	PDP4,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,	PCMSolenoidVolt,
2600,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,76.097,108.334,3.250,0.000,0.000,5.125,4.625,0.000,0.000,0.000,11.250,8.781,10.650,10.312,
2650,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,76.303,109.961,3.750,0.000,0.000,6.000,5.125,0.000,0.000,0.000,11.350,8.875,10.600,10.250,
2700,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,76.623,112.512,3.750,0.000,0.000,5.875,5.000,0.000,0.000,0.000,11.300,9.000,10.600,10.250,
2750,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,76.943,115.165,3.750,0.000,0.000,6.000,5.125,0.000,0.000,0.000,11.350,8.875,10.600,10.250,
2800,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,77.136,116.780,3.750,0.000,0.000,6.000,5.125,0.000,0.000,0.000,11.300,8.875,10.600,10.312,
2850,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,77.456,119.446,3.750,0.000,0.000,6.000,5.125,0.000,0.000,0.000,11.350,8.938,10.600,10.250,
2900,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,77.661,121.100,3.750,0.000,0.000,5.875,5.125,0.000,0.000,0.000,11.300,8.938,10.600,10.250,
2950,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,77.982,123.676,3.750,0.000,0.000,5.875,5.250,0.000,0.000,0.000,11.350,9.000,10.600,10.312,
3000,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,78.212,125.458,3.750,0.000,0.000,5.875,5.000,0.000,0.000,0.000,11.350,8.938,10.600,10.312,
3050,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,78.571,128.085,3.750,0.000,0.000,5.875,5.000,0.000,0.000,0.000,11.350,8.875,10.600,10.312,
3100,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,78.776,129.777,3.750,0.000,0.000,6.000,5.125,0.000,0.000,0.000,11.350,8.938,10.600,10.250,
3150,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,79.122,132.379,3.750,0.000,0.000,5.875,5.125,0.000,0.000,0.000,11.350,8.938,10.600,10.250,
3200,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,79.469,135.032,3.625,0.000,0.000,5.750,5.125,0.000,0.000,0.000,11.350,8.938,10.600,10.312,
3250,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,79.686,136.788,3.750,0.000,0.000,5.750,5.125,0.000,0.000,0.000,11.300,8.938,10.600,10.250,
3300,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,80.020,139.326,3.625,0.000,0.000,5.875,5.125,0.000,0.000,0.000,11.350,9.000,10.600,10.250,
3350,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,80.263,141.069,3.625,0.000,0.000,5.750,4.875,0.000,0.000,0.000,11.300,9.000,10.600,10.250,
3400,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,80.609,143.659,3.500,0.000,0.000,5.750,5.125,0.000,0.000,0.000,11.300,8.938,10.600,10.250,
3450,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,80.840,145.376,3.625,0.000,0.000,5.875,5.250,0.000,0.000,0.000,11.250,8.938,10.600,10.250,
3500,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,81.186,148.081,3.625,0.000,0.000,5.875,5.125,0.000,0.000,0.000,11.300,8.938,10.600,10.250,
3550,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,81.430,149.875,3.625,0.000,0.000,5.875,5.000,0.000,0.000,0.000,11.300,8.938,10.600,10.250,
3600,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,81.776,152.374,3.625,0.000,0.000,5.875,5.000,0.000,0.000,0.000,11.250,8.875,10.600,10.250,
3650,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,82.070,154.220,3.625,0.000,0.000,5.875,5.250,0.000,0.000,0.000,11.250,8.938,10.600,10.312,
3700,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,82.493,156.720,3.625,0.000,0.000,5.750,5.250,0.000,0.000,0.000,11.300,8.938,10.600,10.250,
3750,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,82.865,159.245,3.625,0.000,0.000,5.875,5.125,0.000,0.000,0.000,11.250,8.875,10.600,10.312,
3800,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,83.160,161.090,3.625,0.000,0.000,5.750,5.000,0.000,0.000,0.000,11.350,9.000,10.600,10.250,
3850,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,83.557,163.744,3.625,0.000,0.000,5.750,5.000,0.000,0.000,0.000,11.300,9.094,10.600,10.312,
3900,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,83.762,165.512,3.375,0.000,0.000,5.625,5.000,0.000,0.000,0.000,11.400,8.875,10.650,10.344,
3950,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,84.057,168.153,3.500,0.000,0.000,5.625,5.000,0.000,0.000,0.000,11.350,9.000,10.700,10.344,
4000,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,84.314,169.858,3.625,0.000,0.000,5.625,5.250,0.000,0.000,0.000,11.350,9.031,10.650,10.312,
4050,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,84.647,172.434,3.750,0.000,0.000,5.625,5.500,0.000,0.000,0.000,11.350,9.000,10.600,10.312,
4100,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,84.890,174.254,3.750,0.000,0.000,5.625,5.125,0.000,0.000,0.000,11.350,9.000,10.600,10.312,
4150,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,85.211,176.779,3.750,0.000,0.000,5.625,5.375,0.000,0.000,0.000,11.350,8.938,10.650,10.312,
4200,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,85.441,178.625,3.625,0.000,0.000,5.625,5.375,0.000,0.000,0.000,11.350,8.938,10.600,10.250,
4250,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,85.762,181.265,3.625,0.000,0.000,5.750,5.250,0.000,0.000,0.000,11.300,8.938,10.600,10.250,
4300,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,86.057,182.880,3.625,0.000,0.000,5.625,5.250,0.000,0.000,0.000,11.300,8.938,10.600,10.250,
4350,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,86.287,185.597,3.625,0.000,0.000,5.625,5.125,0.000,0.000,0.000,11.300,8.875,10.600,10.312,
4400,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,86.595,188.174,3.750,0.000,0.000,5.625,5.125,0.000,0.000,0.000,11.250,8.938,10.650,10.312,
4450,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,86.839,189.981,3.625,0.000,0.000,5.625,5.125,0.000,0.000,0.000,11.250,9.000,10.600,10.250,
4500,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,87.159,192.557,3.625,0.000,0.000,5.750,5.250,0.000,0.000,0.000,11.300,8.938,10.600,10.312,
4550,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,87.351,194.288,3.625,0.000,0.000,5.750,5.250,0.000,0.000,0.000,11.300,8.938,10.650,10.312,
4600,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,87.659,196.915,3.625,0.000,0.000,5.625,5.125,0.000,0.000,0.000,11.300,8.875,10.650,10.312,
4650,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,87.928,199.479,3.625,0.000,0.000,5.625,5.125,0.000,0.000,0.000,11.300,8.938,10.600,10.250,
4700,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,88.120,201.324,3.750,0.000,0.000,5.625,5.125,0.000,0.000,0.000,11.250,9.000,10.600,10.312,
4750,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,88.389,203.875,3.750,0.000,0.000,5.750,5.125,0.000,0.000,0.000,11.300,8.875,10.600,10.250,
4800,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,88.543,205.657,3.625,0.000,0.000,5.750,4.875,0.000,0.000,0.000,11.350,8.938,10.650,10.312,
4850,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,88.812,208.323,3.625,0.000,0.000,5.750,5.125,0.000,0.000,0.000,11.300,9.000,10.600,10.250,
4900,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,88.979,210.066,3.500,0.000,0.000,5.750,5.125,0.000,0.000,0.000,11.350,9.000,10.650,10.312,
4950,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,89.248,212.668,3.625,0.000,0.000,5.750,5.125,0.000,0.000,0.000,11.350,8.875,10.650,10.312,
5000,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,89.517,214.437,3.625,0.000,0.000,5.750,5.125,0.000,0.000,0.000,11.350,8.938,10.650,10.312,
5050,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,89.710,217.077,3.625,0.000,0.000,5.750,5.125,0.000,0.000,0.000,11.300,8.938,10.600,10.250,
5100,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,89.940,219.653,3.625,0.000,0.000,5.875,5.125,0.000,0.000,0.000,11.300,8.938,10.600,10.312,
5150,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,90.235,221.397,3.625,0.000,0.000,5.875,5.000,0.000,0.000,0.000,11.250,8.875,10.600,10.188,
5200,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,90.517,224.037,3.500,0.000,0.000,6.000,5.000,0.000,0.000,0.000,11.300,8.938,10.600,10.250,
5250,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,90.697,225.780,3.625,0.000,0.000,5.750,5.125,0.000,0.000,0.000,11.350,8.938,10.600,10.250,
5300,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,90.966,228.485,3.625,0.000,0.000,5.750,5.125,0.000,0.000,0.000,11.300,8.938,10.600,10.312,
5350,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,91.145,230.228,3.625,0.000,0.000,5.750,5.375,0.000,0.000,0.000,11.300,8.938,10.600,10.250,
5400,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,91.440,232.727,3.500,0.000,0.000,5.750,5.375,0.000,0.000,0.000,11.300,8.938,10.600,10.250,
5450,Auto Enable,-0.490,0.067,42.260,-1.954,TRUE,91.645,234.535,3.750,0.000,0.000,5.875,5.250,0.000,0.000,0.000,11.250,8.938,10.600,10.250,
5500,Auto Enable,-0.490,0.067,-119.430,1.051,TRUE,91.914,237.008,3.625,0.000,0.000,5.875,5.125,0.000,0.000,0.000,11.300,8.938,10.600,10.250,
5550,Auto Enable,-0.490,0.067,-115.340,-2.136,TRUE,92.222,239.790,3.625,0.000,0.000,5.875,5.125,0.000,0.000,0.000,11.250,8.938,10.600,10.250,
5600,Auto Enable,-0.490,0.067,-112.710,-1.677,TRUE,92.389,241.469,3.250,0.000,0.000,5.750,5.000,0.000,0.000,0.000,11.250,9.000,10.650,10.312,
5650,Auto Enable,-0.490,0.067,-111.400,-0.424,TRUE,92.619,244.148,3.250,0.000,0.000,5.750,5.000,0.000,0.000,0.000,11.300,8.938,10.600,10.250,
5700,Auto Enable,-0.490,0.067,-111.400,-0.424,TRUE,92.760,245.814,3.625,0.000,0.000,5.875,5.250,0.000,0.000,0.000,11.350,9.000,10.650,10.312,
5750,Auto Enable,-0.490,0.067,-101.660,-2.156,TRUE,92.965,248.493,3.500,0.000,0.000,5.750,5.250,0.000,0.000,0.000,11.300,9.000,10.600,10.250,
5800,Auto Enable,-0.490,0.067,-101.660,-2.156,TRUE,93.158,251.095,3.375,0.000,0.000,6.000,4.875,0.000,0.000,0.000,11.300,8.938,10.600,10.250,
5850,Auto Enable,-0.490,0.067,-96.040,0.159,TRUE,93.286,252.851,3.375,0.000,0.000,6.000,5.125,0.000,0.000,0.000,11.300,8.875,10.600,10.250,
5900,Auto Enable,-0.490,0.067,-90.410,-0.299,TRUE,93.491,255.542,3.500,0.000,0.000,5.875,5.375,0.000,0.000,0.000,11.350,8.875,10.600,10.250,
5950,Auto Enable,-0.490,0.067,-86.190,-0.598,TRUE,93.619,257.234,3.375,0.000,0.000,5.875,5.375,0.000,0.000,0.000,11.300,8.844,10.600,10.250,
6000,Auto Enable,-0.490,0.067,-83.360,-0.294,TRUE,93.786,259.952,3.500,0.000,0.000,5.875,5.250,0.000,0.000,0.000,11.300,8.844,10.600,10.250,
6050,Auto Enable,-0.490,0.067,-83.360,-0.294,TRUE,93.939,262.579,3.375,0.000,0.000,6.000,5.125,0.000,0.000,0.000,11.300,8.844,10.600,10.250,
6100,Auto Enable,-0.490,0.067,-77.700,0.430,TRUE,94.042,264.335,3.500,0.000,0.000,5.750,5.125,0.000,0.000,0.000,11.350,8.938,10.600,10.250,
6150,Auto Enable,-0.490,0.067,-71.910,-0.070,TRUE,94.157,266.924,3.500,0.000,0.000,5.750,5.125,0.000,0.000,0.000,11.300,8.875,10.600,10.250,
6200,Auto Enable,-0.490,0.067,-71.910,-0.070,TRUE,94.247,268.757,3.375,0.000,0.000,5.750,5.125,0.000,0.000,0.000,11.300,8.844,10.600,10.250,
6250,Auto Enable,-0.490,0.067,-64.730,1.140,TRUE,94.362,271.257,3.500,0.000,0.000,5.875,5.125,0.000,0.000,0.000,11.300,8.875,10.600,10.250,
6300,Auto Enable,-0.490,0.067,-61.810,-1.027,TRUE,94.465,273.038,3.500,0.000,0.000,6.000,5.125,0.000,0.000,0.000,11.250,8.875,10.550,10.250,
6350,Auto Enable,-0.490,0.067,-57.640,0.311,TRUE,94.606,275.717,3.500,0.000,0.000,6.000,5.250,0.000,0.000,0.000,11.250,8.844,10.600,10.250,
6400,Auto Enable,-0.490,0.067,-53.500,0.250,TRUE,94.709,277.422,3.500,0.000,0.000,6.000,5.250,0.000,0.000,0.000,11.300,8.844,10.600,10.250,
6450,Auto Enable,-0.490,0.067,-50.650,0.114,TRUE,94.850,280.011,3.500,0.000,0.000,6.000,5.375,0.000,0.000,0.000,11.250,8.875,10.600,10.250,
6500,Auto Enable,-0.490,0.067,-46.440,0.465,TRUE,94.952,282.587,3.625,0.000,0.000,6.000,5.125,0.000,0.000,0.000,11.300,8.875,10.550,10.188,
6550,Auto Enable,-0.490,0.067,-46.440,0.465,TRUE,95.029,284.215,3.625,0.000,0.000,5.875,5.500,0.000,0.000,0.000,11.250,8.875,10.550,10.188,
6600,Auto Enable,-0.490,0.067,-42.300,-0.630,TRUE,95.106,286.753,3.750,0.000,0.000,6.000,5.500,0.000,0.000,0.000,11.250,8.844,10.600,10.250,
6650,Auto Enable,-0.490,0.067,-36.570,0.036,TRUE,95.144,288.483,3.750,0.000,0.000,5.875,5.000,0.000,0.000,0.000,11.250,8.844,10.550,10.188,
6700,Auto Enable,-0.490,0.067,-32.240,0.873,TRUE,95.208,291.111,3.750,0.000,0.000,5.875,5.375,0.000,0.000,0.000,11.250,8.844,10.550,10.188,
6750,Auto Enable,-0.490,0.067,-28.020,-1.642,TRUE,95.298,293.662,3.750,0.000,0.000,6.000,5.375,0.000,0.000,0.000,11.300,8.844,10.550,10.188,
6800,Auto Enable,-0.490,0.067,-25.240,0.264,TRUE,95.362,295.238,3.875,0.000,0.000,6.000,5.625,0.000,0.000,0.000,11.250,8.844,10.550,10.188,
6850,Auto Enable,-0.490,0.067,-23.830,0.172,TRUE,95.542,297.827,3.875,0.000,0.000,6.250,5.500,0.000,0.000,0.000,11.250,8.781,10.550,10.188,
6900,Auto Enable,-0.490,0.067,-19.730,0.993,TRUE,95.670,299.494,3.875,0.000,0.000,6.250,5.500,0.000,0.000,0.000,11.200,8.781,10.550,10.188,
6950,Auto Enable,-0.490,0.067,-17.120,1.912,TRUE,95.875,301.903,4.000,0.000,0.000,6.250,5.500,0.000,0.000,0.000,11.300,8.781,10.550,10.188,
7000,Auto Enable,-0.490,0.067,-10.640,-0.184,TRUE,96.042,303.659,4.000,0.000,0.000,6.125,5.500,0.000,0.000,0.000,11.250,8.844,10.550,10.188,
7050,Auto Enable,-0.490,0.067,-7.970,0.105,TRUE,96.259,306.184,4.000,0.000,0.000,6.125,5.500,0.000,0.000,0.000,11.300,8.844,10.550,10.188,
7100,Auto Enable,-0.490,0.067,-4.090,1.752,TRUE,96.477,308.645,3.875,0.000,0.000,6.250,5.500,0.000,0.000,0.000,11.250,8.844,10.600,10.250,
7150,Auto Enable,-0.490,0.067,-1.460,-1.874,TRUE,96.618,310.363,3.875,0.000,0.000,6.125,5.500,0.000,0.000,0.000,11.300,8.875,10.550,10.250,
7200,Auto Enable,-0.490,0.067,2.500,0.309,TRUE,96.811,312.862,3.875,0.000,0.000,6.125,5.500,0.000,0.000,0.000,11.300,8.875,10.550,10.188,
7250,Auto Enable,-0.490,0.067,5.330,-0.540,TRUE,96.939,314.567,3.750,0.000,0.000,6.000,5.125,0.000,0.000,0.000,11.250,8.844,10.550,10.188,
7300,Auto Enable,-0.490,0.067,7.990,2.143,TRUE,97.131,317.169,3.750,0.000,0.000,6.000,5.500,0.000,0.000,0.000,11.250,8.844,10.600,10.250,
7350,Auto Enable,-0.490,0.067,12.020,-2.018,TRUE,97.259,318.899,3.750,0.000,0.000,6.000,5.125,0.000,0.000,0.000,11.250,8.844,10.550,10.250,
