Sat.Apr.08.2017.9.47.AM
Match: 0,Battery: -4
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Auto Enable,FALSE,-0.040,-0.038,0.000,0.000,Close,Down,-0.660,0.000,FALSE,0.000,0.000,FALSE,4.866,28.907,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,13.094,11.600,
100, 102,Auto Enable,FALSE,-0.161,-0.155,0.000,0.000,Close,Down,-0.640,-0.053,TRUE,0.000,0.000,FALSE,4.936,28.907,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,12.656,11.600,
200, 204,Auto Enable,FALSE,-0.361,-0.353,0.000,0.000,Close,Down,-0.600,-0.397,TRUE,0.064,0.128,FALSE,4.936,28.907,0.000,0.000,0.000,3.625,3.000,3.500,3.000,0.000,12.100,12.219,11.250,
300, 306,Auto Enable,FALSE,-0.492,-0.474,0.000,0.000,Close,Down,-1.140,-0.845,TRUE,0.846,1.179,FALSE,5.406,28.205,7.875,0.000,0.000,8.750,6.750,8.875,6.625,4.000,11.100,11.500,10.200,
400, 406,Auto Enable,FALSE,-0.485,-0.463,0.000,0.000,Close,Down,-1.410,-0.174,TRUE,2.922,3.563,FALSE,5.606,26.209,8.375,0.000,0.000,7.625,6.500,6.250,4.875,10.250,11.350,12.812,10.400,
500, 507,Auto Enable,FALSE,-0.473,-0.420,0.000,0.000,Close,Down,-1.970,-0.061,TRUE,6.075,6.883,FALSE,6.276,23.191,6.000,0.000,0.000,6.875,4.750,3.250,2.625,5.625,11.600,13.094,10.600,
600, 608,Auto Enable,FALSE,-0.458,-0.413,0.000,0.000,Close,Down,-1.350,-0.338,TRUE,9.754,10.331,FALSE,5.716,18.930,4.875,0.000,0.000,5.125,4.000,2.750,2.250,4.375,11.750,13.000,10.800,
700, 710,Auto Enable,FALSE,-0.442,-0.373,0.000,0.000,Close,Down,-0.990,-0.252,TRUE,13.817,14.099,FALSE,5.656,15.048,3.500,0.000,0.000,4.375,3.000,0.000,0.000,2.500,11.950,12.969,11.000,
