Sat.Mar.25.2017.7.28.PM
Match: 56,Battery: -3
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Auto Enable,TRUE,0.000,0.000,0.000,0.000,Close,Down,0.000,0.000,FALSE,0.000,0.000,TRUE,3.809,77.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.150,0.000,13.100,
100, 100,Auto Enable,TRUE,0.000,0.000,0.000,0.000,Close,Down,0.000,0.000,FALSE,0.000,0.000,TRUE,3.809,77.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.150,0.000,13.100,
200, 202,Auto Enable,TRUE,-0.044,0.038,0.000,0.000,Close,Down,0.000,0.000,FALSE,0.000,0.000,TRUE,3.809,77.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.150,0.000,13.050,
300, 304,Auto Enable,TRUE,-0.177,-0.087,0.000,0.000,Close,Down,0.000,-0.003,FALSE,0.000,0.000,TRUE,3.809,77.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.150,0.000,13.050,
400, 405,Auto Enable,TRUE,-0.360,-0.205,0.000,0.000,Close,Down,0.180,-0.258,TRUE,0.282,0.141,TRUE,3.809,77.350,2.000,0.000,0.000,3.125,2.750,0.000,0.000,0.000,12.600,0.000,12.500,
500, 510,Auto Enable,TRUE,-0.360,-0.182,0.000,0.000,Close,Down,0.970,-0.120,TRUE,1.461,0.641,TRUE,3.809,77.350,4.625,0.000,0.000,5.125,4.750,0.000,0.000,0.000,12.750,0.000,12.700,
600, 611,Auto Enable,TRUE,-0.360,-0.213,0.000,0.000,Close,Down,2.840,-0.077,TRUE,3.294,1.487,TRUE,3.654,71.949,4.000,0.000,0.000,4.375,3.375,0.000,0.000,0.000,12.750,0.000,12.700,
700, 712,Auto Enable,TRUE,-0.360,-0.360,0.000,0.000,Close,Down,4.190,-0.112,TRUE,5.601,2.781,TRUE,2.257,77.350,3.250,0.000,0.000,4.125,3.750,0.000,0.000,2.000,12.750,0.000,12.500,
