Sat.Apr.08.2017.10.25.AM
Match: 106,Battery: -1
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Auto Enable,TRUE,0.000,0.000,0.000,0.000,Close,Down,5.200,0.000,FALSE,0.000,0.000,TRUE,1.946,77.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.150,0.000,13.050,
100, 102,Auto Enable,TRUE,0.000,0.000,0.000,0.000,Close,Down,5.200,-0.002,FALSE,0.000,0.000,TRUE,1.946,77.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.150,0.000,13.050,
200, 202,Auto Enable,TRUE,-0.011,0.006,0.000,0.000,Close,Down,5.200,0.000,FALSE,0.000,0.000,TRUE,1.946,77.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.150,0.000,13.100,
300, 303,Auto Enable,TRUE,-0.177,-0.154,0.000,0.000,Close,Down,5.200,-0.003,FALSE,0.000,0.000,TRUE,1.946,77.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.150,0.000,13.100,
400, 403,Auto Enable,TRUE,-0.360,-0.320,0.000,0.000,Close,Down,5.170,-0.282,TRUE,0.077,0.128,TRUE,1.946,77.350,2.000,0.000,0.000,3.500,0.000,2.375,0.000,2.250,12.500,0.000,12.350,
500, 503,Auto Enable,TRUE,-0.360,-0.290,0.000,0.000,Close,Down,5.050,-0.075,TRUE,0.795,0.910,TRUE,1.946,71.949,5.250,0.000,0.000,5.625,3.250,4.250,1.500,3.500,12.600,0.000,12.500,
600, 604,Auto Enable,TRUE,-0.360,-0.281,0.000,0.000,Close,Down,5.240,0.000,TRUE,2.179,2.179,TRUE,2.101,77.350,3.500,0.000,0.000,5.250,2.875,3.000,0.000,3.000,12.700,0.000,12.600,
700, 705,Auto Enable,TRUE,-0.360,-0.278,0.000,0.000,Close,Down,5.880,0.004,TRUE,4.050,3.576,TRUE,1.946,77.350,3.375,0.000,0.000,4.625,3.125,1.875,0.000,2.250,12.750,0.000,12.600,
