Sat.Feb.11.2017.6.28.PM
Match Number: 0 
time,	robotMode,	leftTank,	rightTank,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	PDP2,	PDP4,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,
int,	string,	float,	float,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Robot Mode,	Left Tank,	Right Tank,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 4,	PWM 2 PDP 1 (intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,

0,Tele Enable,-0.008,-0.181,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,
50,Tele Enable,-0.008,-0.181,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,
100,Tele Enable,-0.008,-0.181,0.000,0.000,FALSE,0.064,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.800,
150,Tele Enable,-0.008,-0.181,0.000,0.000,FALSE,0.064,0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.800,
200,Tele Enable,-0.008,-0.181,0.000,0.000,FALSE,0.064,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.800,
250,Tele Enable,-0.008,-0.181,0.000,0.000,FALSE,0.064,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.800,
300,Tele Enable,-0.008,-0.201,0.000,0.000,FALSE,0.064,0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.750,
350,Tele Enable,-0.008,-0.216,0.000,0.000,FALSE,0.064,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,12.700,
400,Tele Enable,-0.008,-0.238,0.000,0.000,FALSE,0.115,0.026,0.000,0.000,0.000,0.000,0.000,0.000,1.875,2.000,12.650,
450,Tele Enable,-0.008,-0.254,0.000,0.000,FALSE,0.244,0.038,0.000,0.000,0.000,0.000,0.000,0.000,1.875,3.000,12.650,
500,Tele Enable,-0.008,-0.254,0.000,0.000,FALSE,0.449,0.064,0.000,0.000,0.000,0.000,0.000,0.000,1.875,3.000,12.650,
550,Tele Enable,-0.008,-0.278,0.000,0.000,FALSE,0.602,0.064,0.000,0.000,0.000,0.000,0.000,0.000,2.500,3.625,12.600,
600,Tele Enable,-0.008,-0.295,0.000,0.000,FALSE,0.910,0.077,0.000,0.000,0.000,0.000,0.000,0.000,2.500,3.875,12.600,
650,Tele Enable,-0.008,-0.295,0.000,0.000,FALSE,1.295,0.077,0.000,0.000,0.000,0.000,0.000,0.000,3.250,4.875,12.600,
700,Tele Enable,-0.010,-0.295,0.000,0.000,FALSE,1.577,0.090,0.000,0.000,0.000,0.000,0.000,0.000,3.250,4.750,12.550,
750,Tele Enable,-0.016,-0.295,0.000,0.000,FALSE,2.051,0.128,0.000,0.000,0.000,0.000,0.000,0.000,3.000,4.750,12.550,
800,Tele Enable,-0.027,-0.295,0.000,0.000,FALSE,2.371,0.192,0.000,0.000,0.000,0.000,0.000,0.000,3.000,4.750,12.550,
850,Tele Enable,-0.033,-0.295,0.000,0.000,FALSE,2.897,0.320,0.000,0.000,0.000,0.000,0.000,0.000,3.000,4.750,12.500,
900,Tele Enable,-0.052,-0.295,0.000,0.000,FALSE,3.435,0.461,0.000,0.000,0.000,0.000,0.000,0.000,3.125,4.750,12.600,
950,Tele Enable,-0.052,-0.321,0.000,0.000,FALSE,3.820,0.577,0.000,0.000,4.750,0.000,0.000,0.000,3.625,5.375,12.200,
1000,Tele Enable,-0.052,-0.340,0.000,0.000,FALSE,4.460,0.731,0.000,0.000,21.000,0.000,0.000,0.000,3.750,5.750,12.050,
1050,Tele Enable,-0.052,-0.340,0.000,0.000,FALSE,5.294,0.897,0.000,0.000,21.000,0.000,0.000,0.000,4.375,5.750,12.200,
1100,Tele Enable,-0.052,-0.340,0.000,0.000,FALSE,6.088,1.051,0.000,0.000,10.875,0.000,0.000,0.000,4.000,6.250,12.300,
1150,Tele Enable,-0.052,-0.340,0.000,0.000,FALSE,6.704,1.179,0.000,0.000,7.000,0.000,0.000,0.000,3.750,6.250,12.350,
1200,Tele Enable,-0.052,-0.340,0.000,0.000,FALSE,7.678,1.384,0.000,0.000,5.875,0.000,0.000,0.000,3.750,5.750,12.350,
1250,Tele Enable,-0.060,-0.340,0.000,0.000,FALSE,8.652,1.615,0.000,0.000,5.125,0.000,0.000,0.000,3.750,6.000,12.350,
1300,Tele Enable,-0.060,-0.340,0.000,0.000,FALSE,9.293,1.794,0.000,0.000,4.875,0.000,0.000,0.000,3.750,5.875,12.350,
1350,Tele Enable,-0.072,-0.368,0.000,0.000,FALSE,10.254,2.064,0.000,0.000,4.500,0.000,0.000,0.000,4.000,5.875,12.300,
1400,Tele Enable,-0.080,-0.368,0.000,0.000,FALSE,11.292,2.307,0.000,0.000,4.500,0.000,0.000,0.000,4.750,5.875,12.400,
1450,Tele Enable,-0.094,-0.368,0.000,0.000,FALSE,12.010,2.423,0.000,0.000,0.000,0.000,0.000,0.000,4.750,7.250,12.400,
1500,Tele Enable,-0.104,-0.368,0.000,0.000,FALSE,13.279,2.435,0.000,0.000,0.000,0.000,0.000,0.000,4.625,6.875,12.400,
1550,Tele Enable,-0.120,-0.368,0.000,0.000,FALSE,14.176,2.448,0.000,0.000,0.000,0.000,0.000,0.000,4.375,6.375,12.400,
1600,Tele Enable,-0.149,-0.368,0.000,0.000,FALSE,15.535,2.474,0.000,0.000,0.000,0.000,0.000,0.000,4.000,6.000,12.350,
1650,Tele Enable,-0.149,-0.368,0.000,0.000,FALSE,16.945,2.499,0.000,0.000,0.000,0.000,0.000,0.000,4.000,6.250,12.350,
1700,Tele Enable,-0.161,-0.368,0.000,0.000,FALSE,17.893,2.551,0.000,0.000,0.000,0.000,0.000,0.000,4.000,6.250,12.400,
1750,Tele Enable,-0.161,-0.368,0.000,0.000,FALSE,19.470,2.640,0.000,0.000,0.000,0.000,0.000,0.000,3.875,5.750,12.400,
1800,Tele Enable,-0.161,-0.368,0.000,0.000,FALSE,20.969,3.012,0.000,0.000,0.000,0.000,0.000,0.000,3.750,5.750,12.350,
1850,Tele Enable,-0.161,-0.368,0.000,0.000,FALSE,21.841,3.294,0.000,0.000,0.000,0.000,0.000,0.000,4.000,6.250,12.400,
1900,Tele Enable,-0.161,-0.368,0.000,0.000,FALSE,23.225,3.986,0.000,0.000,0.000,0.000,0.000,0.000,4.000,6.375,12.400,
1950,Tele Enable,-0.161,-0.368,0.000,0.000,FALSE,24.148,4.473,0.000,0.000,0.000,0.000,0.000,0.000,4.000,6.375,12.400,
2000,Tele Enable,-0.161,-0.368,0.000,0.000,FALSE,25.712,5.268,0.000,0.000,0.000,0.000,0.000,0.000,4.000,6.000,12.450,
2050,Tele Enable,-0.181,-0.368,0.000,0.000,FALSE,27.224,6.024,0.000,0.000,0.000,0.000,0.000,0.000,3.500,5.625,12.450,
2100,Tele Enable,-0.201,-0.295,0.000,0.000,FALSE,28.250,6.537,0.000,0.000,0.000,0.000,0.000,0.000,3.375,5.500,12.450,
2150,Tele Enable,-0.201,-0.295,0.000,0.000,FALSE,29.890,7.421,0.000,0.000,0.000,0.000,0.000,0.000,1.500,5.500,12.600,
2200,Tele Enable,-0.216,-0.295,0.000,0.000,FALSE,31.326,8.306,0.000,0.000,0.000,0.000,0.000,0.000,1.625,2.625,12.550,
2250,Tele Enable,-0.216,-0.295,0.000,0.000,FALSE,32.223,8.972,0.000,0.000,0.000,0.000,0.000,0.000,1.625,2.625,12.500,
2300,Tele Enable,-0.238,-0.295,0.000,0.000,FALSE,33.646,10.126,0.000,0.000,0.000,0.000,0.000,0.000,1.625,2.750,12.500,
2350,Tele Enable,-0.238,-0.295,0.000,0.000,FALSE,34.812,11.177,0.000,0.000,0.000,0.000,0.000,0.000,1.750,2.750,12.500,
2400,Tele Enable,-0.238,-0.295,0.000,0.000,FALSE,35.684,11.972,0.000,0.000,0.000,0.000,0.000,0.000,1.750,3.000,12.500,
2450,Tele Enable,-0.254,-0.295,0.000,0.000,FALSE,36.940,13.138,0.000,0.000,0.000,0.000,0.000,0.000,1.750,2.875,12.450,
2500,Tele Enable,-0.254,-0.295,0.000,0.000,FALSE,38.235,14.394,0.000,0.000,0.000,0.000,0.000,0.000,1.625,2.750,12.450,
2550,Tele Enable,-0.278,-0.278,0.000,0.000,FALSE,39.119,15.278,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.750,12.450,
2600,Tele Enable,-0.278,-0.278,0.000,0.000,FALSE,40.414,16.688,1.375,0.000,0.000,0.000,0.000,0.000,0.000,2.250,12.450,
2650,Tele Enable,-0.340,-0.278,0.000,0.000,FALSE,41.759,18.278,1.750,0.000,0.000,0.000,0.000,0.000,0.000,2.250,12.400,
2700,Tele Enable,-0.340,-0.278,0.000,0.000,FALSE,42.618,19.393,1.750,0.000,0.000,3.250,0.000,0.000,0.000,2.125,12.350,
2750,Tele Enable,-0.340,-0.278,0.000,0.000,FALSE,44.002,21.341,2.875,0.000,0.000,2.875,0.000,0.000,0.000,2.125,12.450,
2800,Tele Enable,-0.340,-0.278,0.000,0.000,FALSE,45.361,23.264,2.875,0.000,0.000,2.625,0.000,0.000,0.000,2.125,12.450,
2850,Tele Enable,-0.340,-0.340,0.000,0.000,FALSE,46.387,24.648,2.250,0.000,0.000,2.625,0.000,0.000,2.375,3.625,12.350,
2900,Tele Enable,-0.340,-0.340,0.000,0.000,FALSE,48.014,26.673,2.250,0.000,0.000,2.625,0.000,0.000,2.375,3.625,12.400,
2950,Tele Enable,-0.340,-0.368,0.000,0.000,FALSE,49.232,28.134,2.000,0.000,0.000,0.000,0.000,0.000,2.000,3.500,12.350,
3000,Tele Enable,-0.278,-0.368,0.000,0.000,FALSE,51.078,30.236,1.625,0.000,0.000,0.000,0.000,0.000,2.625,4.375,12.450,
3050,Tele Enable,-0.278,-0.368,0.000,0.000,FALSE,53.129,32.249,1.625,0.000,0.000,0.000,0.000,0.000,2.250,3.875,12.150,
3100,Tele Enable,-0.278,-0.368,0.000,0.000,FALSE,54.526,33.505,0.000,0.000,9.625,0.000,0.000,0.000,2.250,3.875,12.200,
3150,Tele Enable,-0.254,-0.368,0.000,0.000,FALSE,56.653,35.325,0.000,0.000,13.000,0.000,0.000,0.000,2.125,3.625,12.150,
3200,Tele Enable,-0.254,-0.368,0.000,0.000,FALSE,58.807,37.094,0.000,0.000,10.375,0.000,0.000,0.000,2.125,3.625,12.250,
3250,Tele Enable,-0.254,-0.368,0.000,0.000,FALSE,60.281,38.273,0.000,0.000,6.875,0.000,0.000,0.000,2.125,3.625,12.300,
3300,Tele Enable,-0.238,-0.368,0.000,0.000,FALSE,62.357,39.901,0.000,0.000,5.625,0.000,0.000,0.000,2.250,3.750,12.300,
3350,Tele Enable,-0.181,-0.368,0.000,0.000,FALSE,63.716,40.952,0.000,0.000,5.125,0.000,0.000,0.000,2.250,3.750,12.300,
3400,Tele Enable,-0.131,-0.368,0.000,0.000,FALSE,65.818,42.490,0.000,0.000,5.125,0.000,0.000,0.000,2.250,3.875,12.300,
3450,Tele Enable,-0.120,-0.368,0.000,0.000,FALSE,67.907,43.810,0.000,0.000,4.875,0.000,0.000,0.000,2.250,3.750,12.300,
3500,Tele Enable,-0.120,-0.368,0.000,0.000,FALSE,69.330,44.618,0.000,0.000,4.750,0.000,0.000,0.000,2.250,3.875,12.350,
3550,Tele Enable,-0.094,-0.368,0.000,0.000,FALSE,71.368,45.669,0.000,0.000,4.750,0.000,0.000,0.000,2.375,3.875,12.350,
3600,Tele Enable,-0.072,-0.368,0.000,0.000,FALSE,73.329,46.566,0.000,0.000,4.750,0.000,0.000,0.000,2.500,4.125,12.300,
3650,Tele Enable,-0.042,-0.368,0.000,0.000,FALSE,74.611,47.027,0.000,0.000,4.750,0.000,0.000,0.000,2.500,4.250,12.300,
3700,Tele Enable,-0.042,-0.368,0.000,0.000,FALSE,76.546,47.566,0.000,0.000,4.750,0.000,0.000,0.000,2.625,4.375,12.250,
3750,Tele Enable,-0.080,-0.295,0.000,0.000,FALSE,77.648,47.835,0.000,0.000,4.750,0.000,0.000,0.000,2.625,4.125,12.450,
3800,Tele Enable,-0.104,-0.254,0.000,0.000,FALSE,79.122,48.271,0.000,0.000,4.875,0.000,0.000,0.000,0.000,2.250,12.400,
3850,Tele Enable,-0.161,-0.201,0.000,0.000,FALSE,79.917,48.604,0.000,0.000,4.875,0.000,0.000,0.000,0.000,2.250,12.450,
3900,Tele Enable,-0.161,-0.181,0.000,0.000,FALSE,80.827,49.206,0.000,0.000,4.875,0.000,0.000,0.000,0.000,0.000,12.500,
3950,Tele Enable,-0.201,-0.080,0.000,0.000,FALSE,81.430,49.847,0.000,0.000,4.750,0.000,0.000,0.000,0.000,0.000,12.500,
4000,Tele Enable,-0.216,-0.060,0.000,0.000,FALSE,81.712,50.283,0.000,0.000,4.750,0.000,0.000,0.000,0.000,0.000,12.500,
4050,Tele Enable,-0.216,-0.060,0.000,0.000,FALSE,81.955,50.975,0.000,0.000,4.750,0.000,0.000,0.000,0.000,0.000,12.450,
4100,Tele Enable,-0.216,-0.060,0.000,0.000,FALSE,82.045,51.411,0.000,0.000,4.750,0.000,0.000,0.000,0.000,0.000,12.450,
4150,Tele Enable,-0.216,-0.060,0.000,0.000,FALSE,82.173,52.013,0.000,0.000,4.625,0.000,0.000,0.000,0.000,0.000,12.450,
4200,Tele Enable,-0.216,-0.060,0.000,0.000,FALSE,82.276,52.385,0.000,0.000,4.500,0.000,0.000,0.000,0.000,0.000,12.400,
4250,Tele Enable,-0.216,-0.060,0.000,0.000,FALSE,82.429,52.898,0.000,0.000,6.250,0.000,0.000,0.000,0.000,0.000,12.250,
4300,Tele Enable,-0.216,-0.060,0.000,0.000,FALSE,82.558,53.295,0.000,0.000,15.750,0.000,0.000,0.000,0.000,0.000,11.950,
4350,Tele Enable,-0.216,-0.060,0.000,0.000,FALSE,82.763,54.026,0.000,0.000,15.750,0.000,0.000,0.000,0.000,0.000,11.950,
4400,Tele Enable,-0.216,-0.149,0.000,0.000,FALSE,82.852,54.782,0.000,0.000,21.125,0.000,0.000,0.000,0.000,0.000,12.000,
4450,Tele Enable,-0.216,-0.149,0.000,0.000,FALSE,82.929,55.218,0.000,0.000,21.125,0.000,0.000,0.000,0.000,0.000,12.150,
4500,Tele Enable,-0.216,-0.149,0.000,0.000,FALSE,83.160,55.807,0.000,0.000,12.000,0.000,0.000,0.000,0.000,0.000,12.100,
4550,Tele Enable,-0.216,-0.149,0.000,0.000,FALSE,83.391,56.179,0.000,0.000,11.875,0.000,0.000,0.000,0.000,0.000,12.200,
4600,Tele Enable,-0.161,-0.161,0.000,0.000,FALSE,83.737,56.794,0.000,0.000,7.375,0.000,0.000,0.000,0.000,0.000,12.250,
4650,Tele Enable,-0.149,-0.161,0.000,0.000,FALSE,84.083,57.307,0.000,0.000,7.375,0.000,0.000,0.000,0.000,0.000,12.350,
4700,Tele Enable,-0.072,-0.161,0.000,0.000,FALSE,84.314,57.538,0.000,0.000,5.875,0.000,0.000,0.000,0.000,0.000,12.500,
4750,Tele Enable,-0.033,-0.161,0.000,0.000,FALSE,84.583,57.730,0.000,0.000,2.375,0.000,0.000,0.000,0.000,0.000,12.700,
4800,Tele Enable,-0.000,-0.094,0.000,0.000,FALSE,84.736,57.833,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,
