Fri.Apr.07.2017.11.54.AM
Match: 0,Battery: 
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Auto Enable,FALSE,-0.160,0.120,0.000,0.000,Close,Down,-28.590,0.000,FALSE,0.051,-0.013,FALSE,0.380,-24.487,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.150,0.000,13.050,
100, 102,Auto Enable,FALSE,-0.161,-0.001,0.000,0.000,Close,Down,-28.590,0.022,TRUE,0.051,-0.013,FALSE,0.370,-24.481,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.150,0.000,13.050,
200, 202,Auto Enable,FALSE,-0.361,-0.201,0.000,0.000,Close,Down,-28.580,-0.049,TRUE,0.077,0.000,FALSE,0.370,-24.481,0.000,0.000,0.000,2.750,0.000,0.000,0.000,0.000,13.050,0.000,12.800,
300, 302,Auto Enable,FALSE,-0.492,-0.332,0.000,0.000,Close,Down,-27.950,-0.428,TRUE,0.948,0.244,FALSE,-0.020,-24.122,6.875,0.000,0.000,6.500,11.000,5.500,2.625,0.000,12.300,0.000,11.950,
400, 404,Auto Enable,FALSE,-0.481,-0.321,0.000,0.000,Close,Down,-25.960,-0.311,TRUE,3.486,1.500,FALSE,-1.450,-22.462,10.750,0.000,0.000,10.375,9.000,5.000,2.625,4.875,12.450,0.000,12.200,
500, 504,Auto Enable,FALSE,-0.469,-0.358,0.000,0.000,Close,Down,-23.550,-0.157,TRUE,7.127,3.666,FALSE,-3.730,-19.701,8.250,0.000,0.000,8.625,5.375,3.250,1.875,3.750,12.500,0.000,12.400,
600, 605,Auto Enable,FALSE,-0.450,-0.290,0.000,0.000,Close,Down,-21.130,0.068,TRUE,11.190,6.293,FALSE,-6.130,-16.417,5.250,0.000,0.000,6.250,4.750,2.125,0.000,2.500,12.700,0.000,12.550,
700, 705,Auto Enable,FALSE,-0.433,-0.383,0.000,0.000,Close,Down,-18.640,0.126,TRUE,15.445,9.113,FALSE,-9.120,-12.235,4.500,0.000,0.000,5.125,3.750,2.125,1.500,2.250,12.600,0.000,12.600,
