Sat.Apr.08.2017.9.51.AM
Match: 0,Battery: -4
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,3.320,0.000,FALSE,0.000,-0.013,FALSE,13.693,0.691,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,13.688,11.500,
100, 102,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,3.230,-0.451,TRUE,0.000,-0.013,FALSE,13.613,0.697,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,12.562,11.500,
200, 203,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,3.350,0.416,TRUE,0.000,-0.013,FALSE,13.783,0.697,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,12.562,11.500,
300, 304,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,3.390,0.114,TRUE,0.000,-0.013,FALSE,13.743,0.697,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,12.500,11.450,
400, 404,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,3.290,0.188,TRUE,0.000,-0.013,FALSE,13.703,0.697,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,12.500,11.550,
500, 505,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,3.200,-0.049,TRUE,0.000,-0.013,FALSE,13.663,0.697,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,12.500,11.500,
600, 607,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,3.190,-0.368,TRUE,0.000,-0.013,FALSE,13.623,0.697,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,12.500,11.400,
700, 707,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,3.270,-0.369,TRUE,0.000,0.000,FALSE,13.793,0.691,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.350,12.562,11.400,
