
Match Number: 0 
time,	robotMode,	leftTank,	rightTank,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	PDP2,	PDP4,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,	PCMSolenoidVolt,
2600,Auto Disable,-0.615,-1.000,-14.150,1.660,TRUE,249.467,254.363,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,0.000,12.400,12.125,
2650,Auto Disable,-0.615,-1.000,-14.150,1.660,TRUE,248.339,255.043,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,0.000,12.400,12.125,
2700,Auto Disable,-0.615,-1.000,-3.160,-0.428,TRUE,246.775,255.760,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,0.000,12.450,12.188,
2750,Auto Disable,-0.615,-1.000,-0.780,-1.161,TRUE,245.660,256.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,0.000,12.450,12.188,
2800,Auto Disable,-0.615,-1.000,1.490,0.439,TRUE,245.173,256.081,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,0.000,12.450,12.188,
2850,Auto Disable,-0.615,-1.000,2.080,-1.059,TRUE,244.789,255.901,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,0.000,12.450,12.188,
2900,Auto Disable,-0.615,-1.000,2.150,-0.531,TRUE,244.699,255.760,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,0.000,12.450,12.188,
2950,Auto Disable,-0.615,-1.000,2.090,-0.158,TRUE,244.699,255.658,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,0.000,12.450,12.188,
3000,Auto Disable,-0.615,-1.000,1.870,-0.207,TRUE,244.699,255.658,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,0.000,12.450,12.188,
3050,Auto Disable,-0.615,-1.000,1.940,-0.120,TRUE,244.737,255.709,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,0.000,12.500,12.188,
3100,Auto Disable,-0.615,-1.000,1.980,-0.010,TRUE,244.776,255.735,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.500,12.188,
3150,Auto Disable,-0.615,-1.000,1.960,-0.030,TRUE,244.801,255.786,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.500,12.188,
3200,Auto Disable,-0.615,-1.000,1.990,-0.017,TRUE,244.814,255.824,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.500,12.188,
3250,Auto Disable,-0.615,-1.000,2.060,-0.021,TRUE,244.827,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.500,12.188,
3300,Auto Disable,-0.615,-1.000,2.040,-0.007,TRUE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.500,12.188,
3350,Auto Disable,-0.615,-1.000,2.040,-0.023,TRUE,244.827,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.500,12.188,
3400,Auto Disable,-0.615,-1.000,2.040,-0.044,TRUE,244.827,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.500,12.250,
3450,Auto Disable,-0.615,-1.000,2.040,-0.033,TRUE,244.827,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.500,12.250,
3500,Auto Disable,-0.615,-1.000,2.050,-0.025,TRUE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.500,12.250,
3550,Auto Disable,-0.615,-1.000,2.050,-0.029,TRUE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.500,12.250,
3600,Auto Disable,-0.615,-1.000,2.050,-0.034,TRUE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.500,12.250,
3650,Auto Disable,-0.615,-1.000,2.050,-0.019,TRUE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.500,12.250,
3700,Auto Disable,-0.615,-1.000,2.050,-0.027,TRUE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.500,12.250,
3750,Auto Disable,-0.615,-1.000,2.050,-0.025,TRUE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.500,12.250,
3800,Auto Disable,-0.615,-1.000,2.060,-0.024,TRUE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.500,12.250,
3850,Auto Disable,-0.615,-1.000,2.050,-0.019,TRUE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.500,12.250,
3900,Auto Disable,-0.615,-1.000,2.060,-0.024,TRUE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.500,12.250,
3950,Auto Disable,-0.615,-1.000,2.060,-0.020,TRUE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.500,12.250,
4000,Auto Disable,-0.615,-1.000,2.060,-0.019,TRUE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.550,12.250,
4050,Auto Disable,-0.615,-1.000,2.060,-0.019,TRUE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,0.000,12.550,12.250,
4100,Auto Disable,-0.615,-1.000,2.060,-0.019,TRUE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.550,12.250,
4150,Auto Disable,-0.615,-1.000,2.060,-0.020,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.550,12.250,
4200,Auto Disable,-0.615,-1.000,2.060,-0.018,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.550,12.250,
4250,Auto Disable,-0.615,-1.000,2.060,-0.017,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.550,12.250,
4300,Auto Disable,-0.615,-1.000,2.050,-0.014,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.500,12.250,
4350,Auto Disable,-0.615,-1.000,2.050,-0.017,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.500,12.250,
4400,Auto Disable,-0.615,-1.000,2.050,-0.013,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,0.000,12.550,12.250,
4450,Auto Disable,-0.615,-1.000,2.050,-0.014,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.550,12.250,
4500,Auto Disable,-0.615,-1.000,2.050,-0.015,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.550,12.250,
4550,Auto Disable,-0.615,-1.000,2.060,-0.011,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.550,12.281,
4600,Auto Disable,-0.615,-1.000,2.060,-0.011,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.550,12.281,
4650,Auto Disable,-0.615,-1.000,2.060,-0.012,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.550,12.281,
4700,Auto Disable,-0.615,-1.000,2.060,-0.013,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.550,12.281,
4750,Auto Disable,-0.615,-1.000,2.060,-0.011,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.550,12.281,
4800,Auto Disable,-0.615,-1.000,2.050,-0.011,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.550,12.281,
4850,Auto Disable,-0.615,-1.000,2.050,-0.009,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.550,12.281,
4900,Auto Disable,-0.615,-1.000,2.050,-0.010,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.550,12.281,
4950,Auto Disable,-0.615,-1.000,2.050,-0.009,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.550,12.281,
5000,Auto Disable,-0.615,-1.000,2.050,-0.009,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.550,12.281,
5050,Auto Disable,-0.615,-1.000,2.050,-0.008,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,0.000,12.550,12.281,
5100,Auto Disable,-0.615,-1.000,2.050,-0.010,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.550,12.281,
5150,Auto Disable,-0.615,-1.000,2.050,-0.008,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,0.000,12.550,12.281,
5200,Auto Disable,-0.615,-1.000,2.050,-0.008,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,0.000,12.550,12.281,
5250,Auto Disable,-0.615,-1.000,2.050,-0.006,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,0.000,12.550,12.281,
5300,Auto Disable,-0.615,-1.000,2.050,-0.008,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.550,12.281,
5350,Auto Disable,-0.615,-1.000,2.050,-0.006,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,0.000,12.550,12.281,
5400,Auto Disable,-0.615,-1.000,2.050,-0.007,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,0.000,12.550,12.281,
5450,Auto Disable,-0.615,-1.000,2.060,-0.007,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,0.000,12.550,12.281,
5500,Auto Disable,-0.615,-1.000,2.060,-0.007,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,0.000,12.550,12.281,
5550,Auto Disable,-0.615,-1.000,2.060,-0.006,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,0.000,12.550,12.281,
5600,Auto Disable,-0.615,-1.000,2.060,-0.006,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.550,12.281,
5650,Auto Disable,-0.615,-1.000,2.060,-0.004,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,0.000,12.550,12.281,
5700,Auto Disable,-0.615,-1.000,2.060,-0.004,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.550,12.281,
5750,Auto Disable,-0.615,-1.000,2.050,-0.004,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.550,12.281,
5800,Auto Disable,-0.615,-1.000,2.050,-0.003,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.600,12.281,
5850,Auto Disable,-0.615,-1.000,2.050,-0.003,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.600,12.281,
5900,Auto Disable,-0.615,-1.000,2.050,-0.002,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.600,12.281,
5950,Auto Disable,-0.615,-1.000,2.050,-0.002,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,0.000,12.600,12.281,
6000,Auto Disable,-0.615,-1.000,2.050,-0.003,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,12.600,12.281,
6050,Auto Disable,-0.615,-1.000,2.050,-0.009,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,0.000,12.600,12.281,
6100,Auto Disable,-0.615,-1.000,2.050,-0.002,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,0.000,12.600,12.281,
6150,Auto Disable,-0.615,-1.000,2.050,-0.002,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,0.000,12.600,12.281,
6200,Auto Disable,-0.615,-1.000,2.050,-0.007,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,0.000,12.600,12.281,
6250,Auto Disable,-0.615,-1.000,2.050,-0.003,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.700,0.000,12.550,12.281,
6300,Auto Disable,-0.615,-1.000,2.050,0.000,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.700,0.000,12.550,12.281,
6350,Auto Disable,-0.615,-1.000,2.050,-0.007,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.700,0.000,12.550,12.281,
6400,Auto Disable,-0.615,-1.000,2.050,-0.002,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,0.000,12.550,12.281,
6450,Auto Disable,-0.615,-1.000,2.050,-0.004,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,0.000,12.550,12.281,
6500,Auto Disable,-0.615,-1.000,2.050,-0.001,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.700,0.000,12.600,12.281,
6550,Auto Disable,-0.615,-1.000,2.050,-0.003,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.700,0.000,12.600,12.281,
6600,Auto Disable,-0.615,-1.000,2.040,-0.003,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,0.000,12.600,12.344,
6650,Auto Disable,-0.615,-1.000,2.050,-0.004,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,0.000,12.600,12.344,
6700,Auto Disable,-0.615,-1.000,2.040,-0.002,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,0.000,12.600,12.344,
6750,Auto Disable,-0.615,-1.000,2.040,-0.005,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,0.000,12.600,12.344,
6800,Auto Disable,-0.615,-1.000,2.040,-0.003,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,0.000,12.600,12.344,
6850,Auto Disable,-0.615,-1.000,2.040,-0.003,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,0.000,12.600,12.344,
6900,Auto Disable,-0.615,-1.000,2.040,0.000,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,0.000,12.600,12.344,
6950,Auto Disable,-0.615,-1.000,2.040,-0.003,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,0.000,12.600,12.344,
7000,Auto Disable,-0.615,-1.000,2.040,0.000,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,0.000,12.600,12.344,
7050,Auto Disable,-0.615,-1.000,2.040,-0.002,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,0.000,12.600,12.344,
7100,Auto Disable,-0.615,-1.000,2.040,-0.002,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.700,0.000,12.600,12.344,
7150,Auto Disable,-0.615,-1.000,2.040,-0.002,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.700,0.000,12.600,12.344,
7200,Auto Disable,-0.615,-1.000,2.040,-0.001,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.700,0.000,12.600,12.344,
7250,Auto Disable,-0.615,-1.000,2.040,-0.002,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.700,0.000,12.600,12.344,
7300,Auto Disable,-0.615,-1.000,2.040,-0.004,FALSE,244.840,255.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.700,0.000,12.600,12.344,
