
Match Number: 0 
time,	robotMode,	leftTank,	rightTank,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	PDP2,	PDP4,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,	PCMSolenoidVolt,
int,	string,	float,	float,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Robot Mode,	Left Tank,	Right Tank,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 4,	PWM 2 PDP 1 (intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCMCurrent,	PCMInputVolt,	PCMSolenoidVolt,
0,Auto Enable,-1.000,-0.999,-0.810,0.000,FALSE,0.038,0.064,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.550,13.875,7.950,7.156,
50,Auto Enable,-1.000,-0.999,-0.810,0.001,FALSE,0.410,1.230,65.500,0.000,0.000,9.750,10.750,0.000,13.500,15.250,6.900,9.812,8.100,7.500,
100,Auto Enable,-1.000,-0.999,-0.810,0.001,FALSE,0.705,2.320,65.500,0.000,0.000,11.875,11.000,0.000,16.500,17.500,7.250,6.938,9.050,8.719,
150,Auto Enable,-1.000,-0.998,-0.810,0.001,FALSE,2.256,5.037,65.500,0.000,0.000,11.875,11.000,0.000,36.750,17.500,7.250,5.562,6.750,6.438,
200,Auto Enable,-1.000,-0.998,-0.810,0.001,FALSE,3.935,7.306,36.125,0.000,0.000,25.000,20.875,0.000,33.625,41.750,7.950,6.188,7.300,7.000,
250,Auto Enable,-1.000,-0.997,-0.810,0.001,FALSE,7.165,11.369,24.750,0.000,0.000,23.750,20.875,0.000,33.625,40.500,8.150,6.938,7.550,7.250,
300,Auto Enable,-1.000,-0.997,-0.810,0.001,FALSE,9.703,14.407,21.500,0.000,0.000,20.625,19.125,0.000,28.500,36.625,8.550,7.312,7.900,7.562,
350,Auto Enable,-1.000,-0.996,-0.810,0.001,FALSE,13.997,19.278,19.000,0.000,0.000,18.625,17.125,0.000,24.250,32.500,8.700,7.312,8.100,7.750,
400,Auto Enable,-1.000,-0.996,-0.810,0.001,FALSE,17.201,22.982,19.000,0.000,0.000,16.750,15.750,0.000,21.375,32.500,9.000,7.406,8.400,8.062,
450,Auto Enable,-1.000,-0.995,-0.810,0.001,FALSE,22.315,28.532,16.500,0.000,0.000,16.750,13.875,0.000,18.875,29.875,9.200,7.531,8.600,8.219,
500,Auto Enable,-1.000,-0.995,-0.810,0.001,FALSE,25.994,32.492,14.250,0.000,0.000,15.000,13.875,0.000,18.875,27.250,9.300,7.562,8.700,8.375,
550,Auto Enable,-1.000,-0.994,-0.810,0.001,FALSE,31.787,38.683,12.625,0.000,0.000,13.750,12.500,0.000,16.625,24.750,9.550,7.719,8.900,8.562,
600,Auto Enable,-1.000,-0.994,-0.810,0.001,FALSE,37.978,45.233,12.625,0.000,0.000,12.375,11.750,0.000,15.125,24.750,9.550,7.719,9.000,8.688,
650,Auto Enable,-1.000,-0.993,-0.810,0.001,FALSE,42.311,49.706,10.750,0.000,0.000,11.875,11.000,0.000,13.125,20.750,9.750,7.750,9.150,8.844,
700,Auto Enable,-1.000,-0.992,-0.810,0.001,FALSE,49.117,56.884,10.250,0.000,0.000,11.875,11.000,0.000,13.125,20.750,9.800,7.875,9.250,8.875,
750,Auto Enable,-1.000,-0.991,-0.810,0.001,FALSE,53.398,61.306,9.125,0.000,0.000,11.250,10.375,0.000,11.750,18.750,9.900,7.875,9.350,9.031,
800,Auto Enable,-1.000,-0.990,-0.810,0.001,FALSE,60.396,68.625,8.250,0.000,0.000,10.750,9.625,0.000,11.125,17.875,10.050,7.969,9.400,9.094,
850,Auto Enable,-1.000,-0.989,-0.810,0.001,FALSE,65.139,73.560,8.250,0.000,0.000,9.875,8.875,0.000,10.125,16.875,10.050,7.906,9.500,9.125,
900,Auto Enable,-1.000,-0.989,-0.810,0.001,FALSE,72.137,80.994,7.500,0.000,0.000,9.500,8.625,0.000,9.500,16.000,10.100,7.906,9.500,9.125,
950,Auto Enable,-1.000,-0.987,-0.810,0.001,FALSE,79.456,88.505,6.875,0.000,0.000,9.500,8.625,0.000,9.500,16.000,10.150,7.969,9.550,9.188,
1000,Auto Enable,-1.000,-0.987,-0.810,0.001,FALSE,84.326,93.581,5.750,0.000,0.000,9.250,8.375,0.000,9.000,15.250,10.150,7.969,9.600,9.250,
1050,Auto Enable,-1.000,-0.985,-0.810,0.001,FALSE,91.696,101.181,5.750,0.000,0.000,9.125,8.125,0.000,8.375,14.750,10.200,7.969,9.600,9.250,
1100,Auto Enable,-1.000,-0.984,-0.810,0.001,FALSE,96.708,106.424,5.500,0.000,0.000,8.750,7.875,0.000,8.125,14.125,10.200,8.000,9.650,9.281,
1150,Auto Enable,-1.000,-0.983,-0.810,0.001,FALSE,104.232,114.191,5.250,0.000,0.000,8.750,7.875,0.000,8.125,14.125,10.300,8.062,9.700,9.344,
1200,Auto Enable,-1.000,-0.982,-0.810,0.001,FALSE,109.397,119.498,4.625,0.000,0.000,8.375,7.625,0.000,7.750,13.875,10.350,8.062,9.750,9.375,
1250,Auto Enable,-1.000,-0.981,-0.810,0.001,FALSE,116.896,127.444,4.500,0.000,0.000,8.250,7.500,0.000,7.750,13.750,10.400,8.062,9.750,9.375,
1300,Auto Enable,-1.000,-0.980,-0.810,0.001,FALSE,121.997,132.610,4.500,0.000,0.000,7.750,7.125,0.000,7.375,13.250,10.400,8.156,9.800,9.438,
1350,Auto Enable,-1.000,-0.978,-0.810,0.001,FALSE,129.739,140.685,3.750,0.000,0.000,8.000,7.250,0.000,7.125,13.250,10.550,8.156,9.850,9.500,
1400,Auto Enable,-1.000,-0.977,-0.810,0.001,FALSE,134.968,145.991,3.750,0.000,0.000,8.000,7.125,0.000,7.375,13.250,10.450,8.156,9.850,9.500,
1450,Auto Enable,-1.000,-0.976,-0.810,0.001,FALSE,142.608,154.118,3.875,0.000,0.000,7.625,7.125,0.000,7.125,13.500,10.550,8.188,9.850,9.500,
1500,Auto Enable,-1.000,-0.974,-0.810,0.001,FALSE,150.439,162.282,3.625,0.000,0.000,7.625,7.125,0.000,7.125,13.000,10.400,8.156,9.800,9.438,
1550,Auto Enable,-1.000,-0.973,-0.810,0.001,FALSE,155.515,167.602,3.125,0.000,0.000,7.000,6.625,0.000,6.375,12.000,10.400,8.156,9.800,9.438,
1600,Auto Enable,-0.833,-1.000,15.560,2.413,TRUE,163.346,175.830,2.875,0.000,0.000,6.625,6.000,0.000,7.375,12.000,10.500,8.312,10.300,10.062,
1650,Auto Enable,-0.769,-1.000,15.700,1.920,TRUE,168.627,180.740,2.875,0.000,0.000,2.750,2.500,0.000,9.125,13.250,10.700,8.750,10.050,9.688,
1700,Auto Enable,-0.697,-1.000,15.280,1.655,TRUE,176.753,188.494,0.000,0.000,0.000,2.750,2.500,0.000,9.125,16.625,10.700,8.438,10.150,9.781,
1750,Auto Enable,-0.603,-1.000,15.280,1.655,TRUE,182.214,192.993,0.000,0.000,0.000,0.000,0.000,0.000,9.125,16.125,10.950,8.656,10.250,9.906,
1800,Auto Enable,-0.510,-1.000,15.280,1.655,TRUE,190.353,199.735,0.000,0.000,0.000,0.000,0.000,0.000,9.500,16.000,11.150,8.781,10.400,10.062,
1850,Auto Enable,-0.510,-1.000,11.130,-0.405,TRUE,198.979,204.055,0.000,0.000,0.000,0.000,0.000,0.000,9.250,16.000,11.050,8.875,10.450,10.094,
1900,Auto Enable,-0.615,-1.000,11.130,-0.262,TRUE,205.388,210.361,0.000,0.000,0.000,3.875,3.750,0.000,4.500,8.625,11.650,8.438,10.150,9.844,
1950,Auto Enable,-0.615,-1.000,3.620,0.737,TRUE,209.528,214.347,3.125,0.000,0.000,3.875,3.750,0.000,4.500,8.625,11.400,9.562,10.700,10.344,
2000,Auto Disable,-0.615,-1.000,-1.300,2.043,TRUE,211.002,217.334,5.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.750,9.625,11.100,10.719,
2050,Auto Disable,-0.615,-1.000,-6.570,-1.975,TRUE,214.808,221.897,5.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.800,9.531,11.200,10.875,
2100,Auto Disable,-0.615,-1.000,-9.150,1.506,TRUE,218.282,224.819,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.850,9.438,11.200,10.812,
2150,Auto Disable,-0.615,-1.000,-9.150,1.506,TRUE,224.063,228.882,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.900,9.375,11.250,10.875,
2200,Auto Disable,-0.615,-1.000,-12.960,-0.961,TRUE,229.536,232.868,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,9.281,11.250,10.875,
2250,Auto Disable,-0.615,-1.000,-16.800,2.127,TRUE,233.099,235.534,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,9.188,11.250,10.906,
2300,Auto Disable,-0.615,-1.000,-16.800,2.127,TRUE,238.162,239.149,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.050,9.125,11.250,10.875,
2350,Auto Disable,-0.615,-1.000,-21.540,0.883,TRUE,241.379,241.610,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.900,9.094,11.150,10.812,
2400,Auto Disable,-0.615,-1.000,-22.760,-1.721,TRUE,246.019,245.301,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,1.500,12.350,12.094,
2450,Auto Disable,-0.615,-1.000,-24.330,1.392,TRUE,248.980,247.749,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,0.000,12.350,12.094,
2500,Auto Disable,-0.615,-1.000,-24.630,1.867,TRUE,251.467,251.390,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,0.000,12.400,12.125,
2550,Auto Disable,-0.615,-1.000,-18.540,0.326,TRUE,250.979,253.056,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,0.000,12.400,12.125,
