Sat.Mar.25.2017.7.46.PM
Match: 56,Battery: -3
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,0.030,0.000,FALSE,0.000,-0.205,FALSE,-17.820,159.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,11.000,11.950,
100, 101,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,-0.010,0.193,TRUE,0.000,-0.205,FALSE,-17.910,159.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,9.281,11.950,
200, 201,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,0.000,0.044,TRUE,0.000,-0.205,FALSE,-17.910,159.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,9.188,11.950,
300, 303,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,0.010,0.148,TRUE,0.000,-0.205,FALSE,-17.850,159.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,9.188,11.950,
400, 404,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,0.000,0.137,TRUE,0.000,-0.205,FALSE,-17.930,159.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,9.188,11.950,
500, 504,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,0.070,-0.044,TRUE,0.000,-0.205,FALSE,-17.940,159.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,9.219,11.950,
600, 604,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,0.080,-0.194,TRUE,0.000,-0.205,FALSE,-17.900,159.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,9.219,11.950,
700, 705,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,0.040,-0.087,TRUE,0.000,-0.205,FALSE,-17.840,159.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,9.281,11.950,
