Fri.Apr.07.2017.1.35.PM
Match: 0,Battery: 2012-2
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Auto Enable,TRUE,-0.026,-0.023,0.000,0.000,Close,Down,-0.760,0.000,FALSE,0.013,0.013,FALSE,10.818,-14.193,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.050,0.000,13.000,
100, 101,Auto Enable,TRUE,-0.130,-0.125,0.000,0.000,Close,Down,-0.760,-0.002,FALSE,0.013,0.013,FALSE,10.828,-14.193,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.100,0.000,13.000,
200, 203,Auto Enable,TRUE,-0.315,-0.307,0.000,0.000,Close,Down,-0.750,0.004,FALSE,0.026,0.026,FALSE,10.818,-14.193,0.000,0.000,0.000,0.000,0.000,2.500,1.875,0.000,12.500,0.000,12.750,
300, 305,Auto Enable,TRUE,-0.493,-0.473,0.000,0.000,Close,Down,-0.980,-0.223,TRUE,0.859,1.089,FALSE,10.818,-14.577,7.125,0.000,0.000,8.875,5.750,10.125,5.875,8.000,11.650,0.000,11.300,
400, 407,Auto Enable,TRUE,-0.485,-0.453,0.000,0.000,Close,Down,-1.470,-0.205,TRUE,3.230,3.640,FALSE,11.338,-15.972,7.875,0.000,0.000,9.750,7.125,9.500,5.250,11.375,11.900,0.000,11.800,
500, 508,Auto Enable,TRUE,-0.471,-0.420,0.000,0.000,Close,Down,-1.760,-0.051,TRUE,6.627,6.986,FALSE,11.778,-19.292,6.375,0.000,0.000,8.000,6.125,6.625,4.250,6.875,12.200,0.000,12.050,
600, 608,Auto Enable,TRUE,-0.456,-0.389,0.000,0.000,Close,Down,-1.620,-0.055,TRUE,10.485,10.626,FALSE,11.788,-22.154,4.750,0.000,0.000,5.750,4.000,3.375,2.625,3.875,12.400,0.000,12.250,
700, 709,Auto Enable,TRUE,-0.439,-0.380,0.000,0.000,Close,Down,-1.070,0.056,TRUE,14.638,14.407,FALSE,11.418,-21.013,4.250,0.000,0.000,5.125,3.125,2.375,1.750,3.125,12.500,0.000,12.350,
