Sat.Mar.11.2017.6.47.PM
Match: 0,Battery: 
time,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	PDP2,	PDP4,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 4 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.700,12.500,11.650,
50,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-0.060,-0.163,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,12.500,11.650,
100,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-0.090,0.143,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,12.500,11.650,
150,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-0.100,0.378,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,12.562,11.700,
200,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,0.000,-0.244,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,12.562,11.700,
250,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-0.060,-0.137,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,12.656,11.700,
300,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-0.050,-0.229,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,12.656,11.650,
350,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-0.050,-0.459,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,12.719,11.650,
400,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-0.040,-0.291,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.550,12.812,11.700,
