Sat.Mar.11.2017.6.33.PM
Match: 0,Battery: 
time,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	PDP2,	PDP4,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 4 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0,Auto Enable,FALSE,-0.058,-0.058,0.000,0.000,Close,Up,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,0.000,12.750,
50,Auto Enable,FALSE,-0.130,-0.130,0.000,0.000,Close,Up,0.000,-0.013,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.800,0.000,12.750,
100,Auto Enable,FALSE,-0.231,-0.231,0.000,0.000,Close,Up,0.010,0.024,FALSE,0.013,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.700,0.000,12.600,
150,Auto Enable,FALSE,-0.361,-0.361,0.000,0.000,Close,Up,-0.130,-0.211,TRUE,0.141,0.179,0.000,0.000,0.000,4.375,2.875,8.500,6.375,0.000,12.400,0.000,12.200,
200,Auto Enable,FALSE,-0.491,-0.491,0.000,0.000,Close,Up,-0.110,-0.256,TRUE,1.384,1.423,7.250,0.000,0.000,10.375,7.750,8.125,5.000,12.250,11.450,0.000,11.400,
250,Auto Enable,FALSE,-0.478,-0.478,0.000,0.000,Close,Up,-0.280,-0.333,TRUE,4.781,4.909,6.000,0.000,0.000,8.750,6.250,4.875,4.000,10.125,11.750,0.000,11.700,
300,Auto Enable,FALSE,-0.460,-0.459,0.000,0.000,Close,Up,-0.380,0.120,TRUE,8.601,8.703,3.875,0.000,0.000,6.250,4.500,4.000,3.375,8.250,12.050,0.000,11.900,
350,Auto Enable,FALSE,-0.446,-0.444,0.000,0.000,Close,Up,-0.420,-0.038,TRUE,12.023,12.151,3.125,0.000,0.000,5.125,3.625,2.750,2.375,6.250,12.100,0.000,12.000,
400,Auto Enable,FALSE,-0.428,-0.428,0.000,0.000,Close,Up,-0.160,0.328,TRUE,16.637,16.650,2.500,0.000,0.000,3.250,0.000,0.000,1.625,3.500,12.350,0.000,12.150,
