Fri.Apr.07.2017.5.55.PM
Match: 0,Battery: 
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Auto Enable,FALSE,0.000,0.000,0.000,0.000,Close,Down,-1.510,0.000,FALSE,-0.282,-0.051,TRUE,2.878,71.949,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,12.969,11.650,
100, 101,Auto Enable,FALSE,0.000,0.000,0.000,0.000,Close,Down,-1.510,0.302,TRUE,-0.269,-0.051,TRUE,2.878,77.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,12.625,11.700,
200, 212,Auto Enable,FALSE,-0.026,0.021,0.000,0.000,Close,Down,-1.360,0.191,TRUE,-0.269,-0.051,TRUE,2.878,77.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,12.562,11.700,
300, 313,Auto Enable,FALSE,-0.177,-0.133,0.000,0.000,Close,Down,-1.460,0.186,TRUE,-0.269,-0.051,TRUE,2.878,71.949,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,12.500,11.650,
400, 415,Auto Enable,FALSE,-0.360,-0.256,0.000,0.000,Close,Down,-1.530,-0.028,TRUE,-0.051,0.128,TRUE,2.878,71.949,0.000,0.000,0.000,3.875,3.375,3.000,1.875,0.000,12.050,11.844,11.150,
500, 517,Auto Enable,FALSE,-0.360,-0.240,0.000,0.000,Close,Down,-1.170,-0.378,TRUE,0.948,0.705,TRUE,2.878,83.384,6.000,0.000,0.000,5.000,3.375,0.000,0.000,2.625,12.200,12.750,11.250,
600, 619,Auto Enable,FALSE,-0.360,-0.267,0.000,0.000,Close,Down,-0.210,-0.382,TRUE,2.474,1.564,TRUE,2.567,77.350,4.625,0.000,0.000,4.750,3.375,0.000,0.000,2.250,12.100,12.656,11.250,
700, 721,Auto Enable,FALSE,-0.360,-0.269,0.000,0.000,Close,Down,1.010,-0.291,TRUE,4.217,2.756,TRUE,1.946,71.949,4.625,0.000,0.000,4.375,3.375,2.250,0.000,2.500,12.200,12.656,11.250,
