2017-02-21T22.00
Match: 0,Battery: 
time,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	PDP2,	PDP4,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 4 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-4.850,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.550,19.375,10.650,
50,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-4.640,0.061,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.400,7.969,10.800,
100,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-4.960,-0.605,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.400,7.906,10.750,
150,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-4.960,-0.359,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.400,7.969,10.750,
200,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-5.010,-0.625,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,8.094,10.950,
250,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-4.740,0.082,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.400,7.906,10.800,
300,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-4.980,-0.481,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.200,7.969,10.850,
350,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-4.790,-0.090,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.600,8.062,10.850,
400,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-5.050,-0.268,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.450,8.000,10.950,
