Sat.Mar.25.2017.5.03.PM
Match: 35,Battery: -1
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Tele Enable,FALSE,0.000,-0.002,-0.005,0.000,Open,Down,0.000,0.000,FALSE,0.000,0.000,FALSE,-15.058,205.340,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,0.000,12.850,
100, 100,Tele Enable,FALSE,0.000,-0.002,-0.005,0.000,Open,Down,0.010,0.004,FALSE,0.000,0.000,FALSE,-15.068,205.340,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,0.000,12.900,
200, 201,Tele Enable,FALSE,0.000,-0.002,-0.005,0.000,Open,Down,0.000,0.001,FALSE,0.000,0.000,FALSE,-15.058,205.340,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,0.000,12.850,
300, 303,Tele Enable,FALSE,0.000,-0.002,-0.005,0.000,Open,Down,0.010,-0.003,FALSE,0.000,0.000,FALSE,-15.068,205.340,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,0.000,12.850,
400, 404,Tele Enable,FALSE,0.000,-0.002,-0.005,0.000,Open,Down,0.020,-0.003,FALSE,0.000,0.000,FALSE,-15.078,205.340,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,0.000,12.850,
500, 505,Tele Enable,FALSE,0.000,-0.002,-0.005,0.000,Open,Down,0.020,-0.001,FALSE,0.000,0.000,FALSE,-15.078,205.340,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,0.000,12.850,
600, 607,Tele Enable,FALSE,0.000,-0.002,-0.005,0.000,Open,Down,0.020,-0.004,FALSE,0.000,0.000,FALSE,-15.078,205.340,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,0.000,12.900,
700, 708,Tele Enable,FALSE,0.000,-0.002,-0.005,0.000,Open,Down,0.020,0.002,FALSE,0.000,0.000,FALSE,-15.078,205.340,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.950,0.000,12.850,
