Fri.Apr.07.2017.11.26.AM
Match: 0,Battery: 
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-1.900,0.000,FALSE,0.000,-0.013,FALSE,10.781,27.346,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,0.000,12.700,
100, 102,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-1.900,0.002,FALSE,0.000,-0.013,FALSE,10.781,27.346,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.800,0.000,12.700,
200, 202,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-1.900,0.005,FALSE,0.000,-0.013,FALSE,10.781,27.346,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.750,0.000,12.700,
300, 303,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-1.900,0.001,FALSE,0.000,-0.013,FALSE,10.781,27.346,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.750,0.000,12.700,
400, 403,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-1.900,0.000,FALSE,0.000,-0.013,FALSE,10.781,27.346,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.750,0.000,12.700,
500, 504,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-1.900,0.005,FALSE,0.000,-0.013,FALSE,10.781,27.346,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.800,0.000,12.700,
600, 604,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-1.910,0.001,FALSE,0.000,-0.013,FALSE,10.791,27.346,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.800,0.000,12.700,
700, 706,Tele Enable,FALSE,0.000,0.000,0.000,0.000,Open,Down,-1.910,0.005,FALSE,0.000,-0.013,FALSE,10.791,27.346,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.800,0.000,12.700,
