Sat.Feb.11.2017.6.23.PM
Match Number: 0 
time,	robotMode,	leftTank,	rightTank,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	PDP2,	PDP4,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,
int,	string,	float,	float,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Robot Mode,	Left Tank,	Right Tank,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 4,	PWM 2 PDP 1 (intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,

0,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,
50,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,
100,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,
150,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,
200,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,
250,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,
300,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,
350,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,
400,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
450,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
500,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
550,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
600,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
650,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,
700,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
750,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,
800,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,
850,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
900,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,
950,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,
1000,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,
1050,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,
1100,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,
1150,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,
1200,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,
1250,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,
1300,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,
1350,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,
1400,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,
1450,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
1500,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,
1550,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
1600,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
1650,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,
1700,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
1750,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
1800,Tele Enable,0.000,-0.000,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
1850,Tele Enable,0.000,0.005,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,
1900,Tele Enable,0.000,0.009,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,
1950,Tele Enable,0.000,0.099,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,
2000,Tele Enable,0.000,0.109,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,
2050,Tele Enable,0.000,0.188,0.000,0.000,FALSE,-0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.800,
2100,Tele Enable,0.000,0.209,0.000,0.000,FALSE,-0.077,-0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.750,
2150,Tele Enable,0.000,0.223,0.000,0.000,FALSE,-0.154,-0.026,0.000,0.000,0.000,0.000,0.000,0.000,1.750,2.125,12.700,
2200,Tele Enable,0.000,0.223,0.000,0.000,FALSE,-0.308,-0.064,0.000,0.000,0.000,0.000,0.000,0.000,2.125,2.125,12.700,
2250,Tele Enable,0.000,0.223,0.000,0.000,FALSE,-0.526,-0.115,0.000,0.000,0.000,0.000,0.000,0.000,1.875,2.375,12.700,
2300,Tele Enable,0.000,0.223,0.000,0.000,FALSE,-0.679,-0.231,0.000,0.000,0.000,0.000,0.000,0.000,1.875,2.375,12.700,
2350,Tele Enable,0.000,0.223,0.000,0.000,FALSE,-0.948,-0.346,0.000,0.000,0.000,0.000,0.000,0.000,1.750,2.250,12.750,
2400,Tele Enable,0.000,0.223,0.000,0.000,FALSE,-1.154,-0.385,0.000,0.000,0.000,0.000,0.000,0.000,1.750,2.375,12.750,
2450,Tele Enable,0.000,0.254,0.000,0.000,FALSE,-1.487,-0.397,0.000,0.000,0.000,0.000,0.000,0.000,2.000,2.500,12.700,
2500,Tele Enable,0.000,0.295,0.000,0.000,FALSE,-1.910,-0.397,0.000,0.000,0.000,0.000,0.000,0.000,2.750,2.500,12.700,
2550,Tele Enable,0.000,0.295,0.000,0.000,FALSE,-2.269,-0.397,0.000,0.000,0.000,0.000,0.000,0.000,3.875,3.375,12.600,
2600,Tele Enable,0.000,0.313,0.000,0.000,FALSE,-2.974,-0.397,0.000,0.000,0.000,0.000,0.000,0.000,3.875,4.875,12.600,
2650,Tele Enable,0.000,0.340,0.000,0.000,FALSE,-3.563,-0.397,0.000,0.000,0.000,0.000,0.000,0.000,4.125,5.125,12.500,
2700,Tele Enable,0.000,0.340,0.000,0.000,FALSE,-4.666,-0.397,0.000,0.000,0.000,0.000,0.000,0.000,4.750,6.000,12.550,
2750,Tele Enable,0.000,0.340,0.000,0.000,FALSE,-5.909,-0.397,0.000,0.000,0.000,0.000,0.000,0.000,4.125,5.250,12.550,
2800,Tele Enable,0.000,0.368,0.000,0.000,FALSE,-6.845,-0.410,0.000,0.000,0.000,0.000,0.000,0.000,4.375,5.250,12.500,
2850,Tele Enable,0.000,0.368,0.000,0.000,FALSE,-8.383,-0.410,0.000,0.000,0.000,0.000,0.000,0.000,4.375,5.625,12.500,
2900,Tele Enable,0.000,0.368,0.000,0.000,FALSE,-9.434,-0.410,0.000,0.000,0.000,0.000,0.000,0.000,4.250,6.000,12.500,
2950,Tele Enable,0.000,0.368,0.000,0.000,FALSE,-11.113,-0.410,0.000,0.000,0.000,0.000,0.000,0.000,4.250,5.625,12.500,
3000,Tele Enable,0.000,0.368,0.000,0.000,FALSE,-12.907,-0.410,0.000,0.000,0.000,0.000,0.000,0.000,3.875,5.625,12.550,
3050,Tele Enable,0.000,0.368,0.000,0.000,FALSE,-14.138,-0.449,0.000,0.000,0.000,0.000,0.000,0.000,3.875,4.875,12.550,
3100,Tele Enable,0.000,0.368,0.000,0.000,FALSE,-15.407,-0.461,0.000,0.000,0.000,0.000,0.000,0.000,3.750,4.875,12.550,
3150,Tele Enable,0.000,0.368,0.000,0.000,FALSE,-17.175,-0.487,0.000,0.000,0.000,0.000,0.000,0.000,3.750,4.750,12.500,
3200,Tele Enable,0.000,0.368,0.000,0.000,FALSE,-18.957,-0.487,0.000,0.000,0.000,0.000,0.000,0.000,3.875,5.125,12.450,
3250,Tele Enable,0.000,0.368,0.000,0.000,FALSE,-20.841,-0.487,0.000,0.000,0.000,0.000,0.000,0.000,3.750,4.875,12.500,
3300,Tele Enable,-0.004,0.368,0.000,0.000,FALSE,-22.072,-0.487,0.000,0.000,0.000,0.000,0.000,0.000,3.625,4.875,12.500,
3350,Tele Enable,-0.004,0.368,0.000,0.000,FALSE,-24.046,-0.487,0.000,0.000,0.000,0.000,0.000,0.000,3.250,4.875,12.550,
3400,Tele Enable,-0.004,0.368,0.000,0.000,FALSE,-25.520,-0.551,0.000,0.000,0.000,0.000,0.000,0.000,3.250,4.375,12.600,
3450,Tele Enable,-0.008,0.368,0.000,0.000,FALSE,-27.237,-0.602,0.000,0.000,0.000,0.000,0.000,0.000,3.625,4.750,12.500,
3500,Tele Enable,-0.008,0.368,0.000,0.000,FALSE,-28.480,-0.705,0.000,0.000,0.000,0.000,0.000,0.000,3.625,5.000,12.550,
3550,Tele Enable,-0.010,0.368,0.000,0.000,FALSE,-30.429,-0.872,0.000,0.000,0.000,0.000,0.000,0.000,3.500,5.000,12.550,
3600,Tele Enable,-0.010,0.368,0.000,0.000,FALSE,-32.223,-1.089,0.000,0.000,0.000,0.000,0.000,0.000,3.500,4.750,12.500,
3650,Tele Enable,-0.016,0.368,0.000,0.000,FALSE,-33.402,-1.320,0.000,0.000,0.000,0.000,0.000,0.000,4.000,5.125,12.500,
3700,Tele Enable,-0.016,0.368,0.000,0.000,FALSE,-35.171,-1.679,0.000,0.000,0.000,0.000,0.000,0.000,4.000,5.500,12.500,
3750,Tele Enable,-0.033,0.368,0.000,0.000,FALSE,-37.004,-1.987,0.000,0.000,0.000,0.000,0.000,0.000,3.750,5.125,12.500,
3800,Tele Enable,-0.042,0.368,0.000,0.000,FALSE,-38.209,-2.192,0.000,0.000,0.000,0.000,0.000,0.000,3.750,5.000,12.500,
3850,Tele Enable,-0.072,0.368,0.000,0.000,FALSE,-40.106,-2.499,0.000,0.000,0.000,0.000,0.000,0.000,3.625,5.000,12.500,
3900,Tele Enable,-0.094,0.368,0.000,0.000,FALSE,-41.362,-2.692,0.000,0.000,0.000,0.000,0.000,0.000,3.375,5.000,12.500,
3950,Tele Enable,-0.161,0.368,0.000,0.000,FALSE,-43.259,-2.897,0.000,0.000,0.000,0.000,0.000,0.000,3.375,4.750,12.450,
4000,Tele Enable,-0.120,0.368,0.000,0.000,FALSE,-45.297,-2.897,0.000,0.000,0.000,0.000,0.000,0.000,3.125,4.375,12.500,
4050,Tele Enable,-0.094,0.368,0.000,0.000,FALSE,-46.681,-2.884,0.000,0.000,0.000,0.000,0.000,0.000,3.000,4.125,12.500,
4100,Tele Enable,-0.080,0.295,0.000,0.000,FALSE,-48.771,-2.897,0.000,0.000,0.000,0.000,0.000,0.000,3.000,4.375,12.500,
4150,Tele Enable,-0.161,0.254,0.000,0.000,FALSE,-50.078,-2.897,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.375,12.600,
4200,Tele Enable,-0.201,0.223,0.000,0.000,FALSE,-51.706,-2.884,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,
4250,Tele Enable,-0.254,0.188,0.000,0.000,FALSE,-52.706,-2.781,1.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,
4300,Tele Enable,-0.321,0.155,0.000,0.000,FALSE,-53.962,-2.320,1.375,0.000,0.000,2.875,2.500,0.000,0.000,0.000,12.550,
4350,Tele Enable,-0.368,0.099,0.000,0.000,FALSE,-54.961,-1.256,2.750,0.000,0.000,4.500,3.750,0.000,0.000,0.000,12.400,
4400,Tele Enable,-0.387,0.063,0.000,0.000,FALSE,-55.397,-0.333,4.625,0.000,0.000,4.500,3.750,0.000,0.000,0.000,12.350,
4450,Tele Enable,-0.387,0.039,0.000,0.000,FALSE,-55.807,1.615,5.250,0.000,0.000,5.375,3.750,0.000,0.000,0.000,12.400,
4500,Tele Enable,-0.321,0.000,0.000,0.000,FALSE,-55.859,3.743,4.375,0.000,0.000,4.750,3.750,0.000,0.000,0.000,12.400,
4550,Tele Enable,-0.295,0.000,0.000,0.000,FALSE,-55.782,5.204,2.625,0.000,0.000,3.500,2.875,0.000,0.000,0.000,12.550,
4600,Tele Enable,-0.295,0.000,0.000,0.000,FALSE,-55.564,7.037,2.625,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,
4650,Tele Enable,-0.295,0.000,0.000,0.000,FALSE,-55.359,8.203,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,
4700,Tele Enable,-0.295,0.000,0.000,0.000,FALSE,-55.051,9.908,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,
4750,Tele Enable,-0.278,0.000,0.000,0.000,FALSE,-54.769,11.484,1.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,
4800,Tele Enable,-0.254,0.000,0.000,0.000,FALSE,-54.564,12.471,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,
