Fri.Apr.07.2017.3.41.PM
Match: 71,Battery: 20-something...
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Tele Enable,FALSE,0.006,0.000,-0.005,0.000,Open,Down,-0.720,0.000,FALSE,-11.062,-12.087,FALSE,10.092,27.321,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,9.469,12.000,
100, 101,Tele Enable,FALSE,0.006,0.000,-0.005,0.000,Open,Down,-0.770,-0.647,TRUE,-11.062,-12.087,FALSE,9.922,27.321,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,8.344,12.000,
200, 203,Tele Enable,FALSE,0.006,0.000,-0.005,0.000,Open,Down,-0.790,-0.730,TRUE,-11.062,-12.087,FALSE,9.862,27.321,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.700,8.250,12.000,
300, 304,Tele Enable,FALSE,0.006,0.000,-0.005,0.000,Open,Down,-0.820,-0.772,TRUE,-11.062,-12.087,FALSE,9.912,27.321,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,8.188,12.000,
400, 405,Tele Enable,FALSE,0.006,0.000,-0.005,0.000,Open,Down,-0.830,-0.794,TRUE,-11.062,-12.087,FALSE,9.852,27.321,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,8.188,12.000,
500, 506,Tele Enable,FALSE,0.006,0.000,-0.005,0.000,Open,Down,-0.860,-0.748,TRUE,-11.062,-12.087,FALSE,9.912,27.321,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,8.188,12.000,
600, 607,Tele Enable,FALSE,0.006,0.000,-0.005,0.000,Open,Down,-0.860,-0.613,TRUE,-11.062,-12.087,FALSE,9.812,27.321,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,8.188,12.000,
700, 707,Tele Enable,FALSE,0.006,0.000,-0.005,0.000,Open,Down,-0.860,-0.419,TRUE,-11.062,-12.087,FALSE,9.792,27.321,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,8.156,12.000,
