Fri.Apr.07.2017.5.23.PM
Match: 90,Battery: -1
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Auto Enable,TRUE,-0.026,-0.025,0.000,0.000,Close,Down,-0.460,0.000,FALSE,0.000,0.000,FALSE,-20.506,238.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.000,0.000,12.950,
100, 101,Auto Enable,TRUE,-0.130,-0.128,0.000,0.000,Close,Down,-0.460,0.003,FALSE,0.000,0.000,FALSE,-20.506,238.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.050,0.000,12.950,
200, 202,Auto Enable,TRUE,-0.315,-0.312,0.000,0.000,Close,Down,-0.460,0.027,FALSE,0.051,0.090,FALSE,-20.506,238.207,0.000,0.000,0.000,0.000,2.375,2.500,0.000,2.375,12.700,0.000,12.600,
300, 302,Auto Enable,TRUE,-0.493,-0.485,0.000,0.000,Close,Down,-0.770,-0.406,TRUE,1.102,1.230,FALSE,-20.236,237.528,7.875,0.000,0.000,6.750,6.375,8.375,4.000,7.625,11.750,0.000,11.600,
400, 403,Auto Enable,TRUE,-0.481,-0.471,0.000,0.000,Close,Down,-0.810,-0.352,TRUE,4.102,4.371,FALSE,-20.136,234.908,10.500,0.000,0.000,9.500,8.625,10.500,5.125,10.500,11.950,0.000,11.750,
500, 504,Auto Enable,TRUE,-0.466,-0.454,0.000,0.000,Close,Down,-0.740,-0.091,TRUE,8.049,8.344,FALSE,-20.256,231.362,7.625,0.000,0.000,6.000,4.875,7.000,3.000,7.250,12.200,0.000,12.000,
600, 605,Auto Enable,TRUE,-0.448,-0.425,0.000,0.000,Close,Down,-0.890,0.040,TRUE,12.382,12.779,FALSE,-20.096,227.262,4.500,0.000,0.000,4.250,3.875,4.250,1.750,5.750,12.350,0.000,12.200,
700, 706,Auto Enable,TRUE,-0.430,-0.400,0.000,0.000,Close,Down,-0.820,0.018,TRUE,17.009,17.637,FALSE,-20.016,222.964,3.500,0.000,0.000,3.625,3.125,3.375,0.000,4.625,12.500,0.000,12.350,
