Sat.Mar.11.2017.3.38.PM
Match: 19,Battery: 
time,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	PDP2,	PDP4,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 4 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0,Auto Enable,TRUE,-0.123,-0.120,0.000,0.000,Close,Down,0.000,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,0.000,12.800,
50,Auto Enable,TRUE,-0.398,-0.393,0.000,0.000,Close,Down,0.000,-0.001,FALSE,0.026,0.013,0.000,0.000,0.000,2.500,0.000,0.000,0.000,0.000,11.950,0.000,12.300,
100,Auto Enable,TRUE,-0.490,-0.484,0.000,0.000,Close,Down,-0.160,-0.237,TRUE,0.346,0.436,1.375,0.000,2.000,9.500,7.625,7.375,5.875,13.500,10.650,0.000,10.300,
150,Auto Enable,TRUE,-0.490,-0.475,0.000,0.000,Close,Down,-0.420,-0.585,TRUE,1.243,1.487,8.500,0.000,2.000,9.500,6.750,7.000,5.500,13.500,10.700,0.000,10.650,
200,Auto Enable,TRUE,-0.490,-0.475,0.000,0.000,Close,Down,-0.530,-0.298,TRUE,2.589,2.999,8.000,0.000,0.000,8.750,5.750,6.625,4.375,12.750,10.800,0.000,10.750,
250,Auto Enable,TRUE,-0.490,-0.463,0.000,0.000,Close,Down,-0.800,-0.172,TRUE,4.358,4.948,6.625,0.000,0.000,8.750,4.875,4.625,3.500,10.375,11.150,0.000,11.000,
300,Auto Enable,TRUE,-0.490,-0.446,0.000,0.000,Close,Down,-1.150,-0.106,TRUE,6.473,7.191,5.250,0.000,0.000,6.625,4.500,3.625,2.750,8.000,11.200,0.000,11.100,
350,Auto Enable,TRUE,-0.490,-0.438,0.000,0.000,Close,Down,-1.200,-0.155,TRUE,8.844,9.587,4.500,0.000,0.000,6.625,4.500,2.875,2.250,6.750,11.400,0.000,11.450,
400,Auto Enable,TRUE,-0.490,-0.419,0.000,0.000,Close,Down,-1.210,-0.060,TRUE,11.408,12.036,4.000,0.000,0.000,6.000,3.875,2.375,1.875,5.250,11.400,0.000,11.250,
