Fri.Apr.07.2017.9.21.AM
Match: 0,Battery: 
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Auto Enable,FALSE,0.000,0.000,0.000,0.000,Close,Down,-1.630,0.000,FALSE,0.077,0.090,TRUE,3.266,71.949,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,13.500,11.550,
100, 101,Auto Enable,FALSE,0.000,0.000,0.000,0.000,Close,Down,-1.480,-0.388,TRUE,0.077,0.090,TRUE,3.189,71.949,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,12.375,11.550,
200, 202,Auto Enable,FALSE,0.000,0.000,0.000,0.000,Close,Down,-1.510,0.110,TRUE,0.077,0.090,TRUE,3.266,77.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.450,12.219,11.550,
300, 303,Auto Enable,FALSE,-0.079,-0.039,0.000,0.000,Close,Down,-1.660,0.173,TRUE,0.077,0.090,TRUE,3.344,71.949,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.400,12.188,11.600,
400, 405,Auto Enable,FALSE,-0.360,-0.247,0.000,0.000,Close,Down,-1.650,-0.346,TRUE,0.077,0.090,TRUE,3.344,71.949,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,12.150,12.031,11.400,
500, 505,Auto Enable,FALSE,-0.360,-0.238,0.000,0.000,Close,Down,-0.990,-0.281,TRUE,0.782,0.359,TRUE,3.266,71.949,6.250,0.000,0.000,6.375,4.375,2.375,1.500,0.000,12.000,12.125,11.100,
600, 607,Auto Enable,FALSE,-0.360,-0.217,0.000,0.000,Close,Down,-0.170,-0.376,TRUE,2.153,1.166,TRUE,3.266,71.949,5.250,0.000,0.000,4.625,3.000,0.000,0.000,0.000,12.050,12.375,11.200,
700, 707,Auto Enable,FALSE,-0.360,-0.230,0.000,0.000,Close,Down,0.890,-0.396,TRUE,3.973,2.294,TRUE,2.800,71.949,4.125,0.000,0.000,4.125,3.125,0.000,0.000,0.000,12.050,12.312,11.250,
