Sat.Apr.08.2017.9.10.AM
Match: 97,Battery: -1
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Auto Enable,TRUE,-0.058,-0.057,0.000,0.000,Close,Down,-0.390,0.000,FALSE,0.000,0.000,FALSE,0.448,-24.499,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.050,0.000,12.950,
100, 100,Auto Enable,TRUE,-0.194,-0.193,0.000,0.000,Close,Down,-0.390,-0.004,FALSE,0.000,0.000,FALSE,0.448,-24.499,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.000,0.000,12.900,
200, 202,Auto Enable,TRUE,-0.411,-0.406,0.000,0.000,Close,Down,-0.510,-0.193,TRUE,0.205,0.218,FALSE,0.448,-24.495,1.875,0.000,0.000,3.000,0.000,9.375,6.000,2.250,12.050,0.000,12.050,
300, 302,Auto Enable,TRUE,-0.488,-0.482,0.000,0.000,Close,Down,-0.510,-0.492,TRUE,1.910,1.961,FALSE,0.548,-23.501,7.250,0.000,0.000,11.125,8.625,14.750,7.750,7.125,11.450,0.000,11.550,
400, 403,Auto Enable,TRUE,-0.475,-0.467,0.000,0.000,Close,Down,-0.610,-0.251,TRUE,4.935,5.204,FALSE,0.608,-20.790,9.125,0.000,0.000,9.375,7.625,8.250,4.125,9.750,11.950,0.000,11.900,
500, 505,Auto Enable,TRUE,-0.459,-0.447,0.000,0.000,Close,Down,-0.710,-0.074,TRUE,8.754,9.049,FALSE,0.718,-17.214,5.500,0.000,0.000,6.000,4.125,6.500,3.375,7.500,12.150,0.000,12.100,
600, 605,Auto Enable,TRUE,-0.446,-0.432,0.000,0.000,Close,Down,-0.720,-0.157,TRUE,12.843,13.061,FALSE,0.748,-14.042,4.500,0.000,0.000,5.625,3.500,4.250,2.250,5.625,12.300,0.000,12.250,
700, 705,Auto Enable,TRUE,-0.429,-0.411,0.000,0.000,Close,Down,-0.660,-0.032,TRUE,17.099,17.316,FALSE,0.768,-8.992,3.125,0.000,0.000,4.000,2.375,3.500,2.000,4.125,12.400,0.000,12.350,
