Sat.Mar.11.2017.10.33.AM
Match: 5,Battery: 2017
time,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	PDP2,	PDP4,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 4 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0,Tele Enable,FALSE,0.000,0.000,-0.006,0.000,Open,Down,-0.040,0.000,FALSE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.406,10.950,
50,Tele Enable,FALSE,0.000,0.000,-0.006,0.000,Open,Down,0.030,0.333,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,12.406,11.050,
100,Tele Enable,FALSE,0.000,0.000,-0.006,0.000,Open,Down,0.010,0.012,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.750,12.281,10.900,
150,Tele Enable,FALSE,0.000,0.000,-0.006,0.000,Open,Down,-0.060,-0.243,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.750,12.312,10.850,
200,Tele Enable,FALSE,0.000,0.000,-0.006,0.000,Open,Down,0.040,0.352,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.750,12.469,10.650,
250,Tele Enable,FALSE,0.000,0.000,-0.006,0.000,Open,Down,0.020,0.165,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.600,12.312,10.750,
300,Tele Enable,FALSE,0.000,0.000,-0.006,0.000,Open,Down,-0.050,-0.505,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.600,12.312,10.750,
350,Tele Enable,FALSE,0.000,0.000,-0.006,0.000,Open,Down,-0.010,-0.167,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.450,12.219,10.750,
400,Tele Enable,FALSE,0.000,0.000,-0.006,0.000,Open,Down,0.050,0.459,TRUE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.450,12.188,10.700,
