Sat.Apr.08.2017.9.41.AM
Match: 0,Battery: -4
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Auto Enable,FALSE,-0.160,0.120,0.000,0.000,Close,Down,-10.500,0.000,FALSE,0.026,-0.051,FALSE,0.088,-13.777,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,0.000,12.750,
100, 101,Auto Enable,FALSE,-0.161,-0.001,0.000,0.000,Close,Down,-10.410,0.057,TRUE,0.038,-0.038,FALSE,-0.052,-13.783,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,0.000,12.750,
200, 201,Auto Enable,FALSE,-0.361,-0.201,0.000,0.000,Close,Down,-10.380,-0.055,TRUE,0.115,-0.051,FALSE,-0.032,-13.796,0.000,0.000,0.000,2.750,2.375,0.000,0.000,0.000,12.650,0.000,12.550,
300, 303,Auto Enable,FALSE,-0.492,-0.332,0.000,0.000,Close,Down,-9.870,-0.300,TRUE,0.961,0.231,FALSE,-0.232,-14.021,6.875,0.000,0.000,12.250,10.375,3.375,3.000,0.000,11.700,0.000,11.500,
400, 405,Auto Enable,FALSE,-0.482,-0.344,0.000,0.000,Close,Down,-8.150,-0.393,TRUE,3.230,1.423,FALSE,-1.612,-15.667,11.000,0.000,0.000,10.250,8.625,3.000,2.375,4.375,11.950,0.000,11.750,
500, 505,Auto Enable,FALSE,-0.469,-0.340,0.000,0.000,Close,Down,-6.190,-0.113,TRUE,6.473,3.563,FALSE,-3.532,-18.194,7.500,0.000,0.000,7.250,5.750,2.375,2.250,3.500,12.100,0.000,11.900,
600, 607,Auto Enable,FALSE,-0.453,-0.339,0.000,0.000,Close,Down,-4.190,0.000,TRUE,10.267,6.101,FALSE,-5.122,-20.615,5.250,0.000,0.000,6.875,5.000,2.125,1.500,3.125,12.200,0.000,12.100,
700, 707,Auto Enable,FALSE,-0.437,-0.323,0.000,0.000,Close,Down,-2.290,0.094,TRUE,14.420,9.088,FALSE,-7.402,-23.647,3.875,0.000,0.000,4.875,3.750,0.000,0.000,2.125,12.250,0.000,12.200,
