Thu.Apr.06.2017.2.40.PM
Match: 0,Battery: 
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Auto Enable,FALSE,0.000,0.000,0.000,0.000,Close,Down,0.000,0.000,FALSE,0.000,0.026,TRUE,2.412,71.949,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.750,0.000,12.650,
100, 103,Auto Enable,FALSE,0.000,0.000,0.000,0.000,Close,Down,0.000,-0.002,FALSE,0.000,0.026,TRUE,2.412,71.949,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.750,0.000,12.650,
200, 203,Auto Enable,FALSE,0.000,0.000,0.000,0.000,Close,Down,0.000,0.001,FALSE,0.000,0.026,TRUE,2.412,71.949,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.750,0.000,12.650,
300, 304,Auto Enable,FALSE,-0.079,-0.051,0.000,0.000,Close,Down,0.000,0.003,FALSE,0.000,0.026,TRUE,2.412,71.949,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.750,0.000,12.650,
400, 407,Auto Enable,FALSE,-0.360,-0.309,0.000,0.000,Close,Down,0.000,0.006,FALSE,0.000,0.051,TRUE,2.412,71.949,0.000,0.000,0.000,0.000,0.000,3.000,1.500,0.000,12.500,0.000,12.500,
500, 507,Auto Enable,FALSE,-0.360,-0.284,0.000,0.000,Close,Down,0.050,-0.356,TRUE,0.000,0.564,TRUE,2.412,71.949,5.125,0.000,0.000,5.750,5.875,4.500,1.875,4.000,12.250,0.000,12.100,
600, 608,Auto Enable,FALSE,-0.360,-0.261,0.000,0.000,Close,Down,0.370,0.021,TRUE,0.000,1.564,TRUE,2.334,77.350,3.500,0.000,0.000,4.875,3.750,2.125,0.000,2.500,12.300,0.000,12.200,
700, 709,Auto Enable,FALSE,-0.360,-0.280,0.000,0.000,Close,Down,0.890,-0.079,TRUE,0.000,2.769,TRUE,2.179,71.949,3.875,0.000,0.000,4.375,4.000,2.000,0.000,0.000,12.350,0.000,12.250,
