Fri.Apr.07.2017.12.01.PM
Match: 0,Battery: 
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Auto Enable,FALSE,-0.025,-0.026,0.000,0.000,Close,Down,0.340,0.000,FALSE,0.013,0.000,FALSE,0.100,-24.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,12.844,11.850,
100, 100,Auto Enable,FALSE,-0.130,-0.130,0.000,0.000,Close,Down,0.360,-0.416,TRUE,0.013,0.013,FALSE,0.130,-24.487,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.850,12.281,11.950,
200, 201,Auto Enable,FALSE,-0.310,-0.315,0.000,0.000,Close,Down,0.470,-0.233,TRUE,0.051,0.038,FALSE,0.140,-24.487,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,12.062,11.700,
300, 301,Auto Enable,FALSE,-0.492,-0.492,0.000,0.000,Close,Down,0.200,-0.403,TRUE,0.743,0.782,FALSE,0.030,-23.968,5.000,0.000,0.000,5.375,4.500,5.625,8.375,5.375,11.550,11.156,10.600,
400, 401,Auto Enable,FALSE,-0.482,-0.483,0.000,0.000,Close,Down,0.000,-0.085,TRUE,3.025,3.230,FALSE,0.390,-21.962,8.625,0.000,0.000,10.000,7.125,9.375,6.500,9.750,11.850,12.562,10.850,
500, 502,Auto Enable,FALSE,-0.469,-0.469,0.000,0.000,Close,Down,0.000,0.217,TRUE,6.332,6.742,FALSE,0.370,-18.681,6.875,0.000,0.000,7.875,5.750,7.125,4.000,8.625,11.900,12.562,11.150,
600, 603,Auto Enable,FALSE,-0.450,-0.453,0.000,0.000,Close,Down,-0.020,-0.313,TRUE,10.331,10.754,FALSE,0.610,-14.861,5.125,0.000,0.000,5.125,3.750,4.000,3.375,7.000,12.200,12.562,11.250,
700, 705,Auto Enable,FALSE,-0.434,-0.436,0.000,0.000,Close,Down,-0.040,0.175,TRUE,14.509,14.945,FALSE,0.510,-9.773,3.250,0.000,0.000,4.250,3.125,3.500,2.625,5.125,12.250,12.469,11.350,
