Fri.Apr.07.2017.11.57.AM
Match: 0,Battery: 
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Auto Enable,FALSE,-0.015,-0.015,0.000,0.000,Close,Down,-0.050,0.000,FALSE,0.013,0.000,FALSE,15.181,2.422,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.150,0.000,13.050,
100, 102,Auto Enable,FALSE,-0.103,-0.103,0.000,0.000,Close,Down,-0.040,0.003,FALSE,0.013,0.000,FALSE,15.181,2.422,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.150,0.000,13.050,
200, 203,Auto Enable,FALSE,-0.271,-0.271,0.000,0.000,Close,Down,-0.060,0.017,FALSE,0.026,0.026,FALSE,15.171,2.422,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,13.050,0.000,12.950,
300, 303,Auto Enable,FALSE,-0.493,-0.493,0.000,0.000,Close,Down,-0.380,-0.400,TRUE,0.551,0.679,FALSE,15.201,2.212,5.750,0.000,0.000,5.625,3.625,8.250,3.250,5.750,11.950,0.000,11.800,
400, 404,Auto Enable,FALSE,-0.484,-0.482,0.000,0.000,Close,Down,-0.530,-0.347,TRUE,2.845,3.217,FALSE,15.581,0.636,11.625,0.000,0.000,9.625,7.625,10.875,6.375,11.125,12.000,0.000,11.900,
500, 505,Auto Enable,FALSE,-0.469,-0.462,0.000,0.000,Close,Down,-1.000,-0.121,TRUE,6.332,7.075,FALSE,15.871,-2.424,7.250,0.000,0.000,8.125,6.125,8.250,3.875,9.125,12.400,0.000,12.200,
600, 608,Auto Enable,FALSE,-0.452,-0.433,0.000,0.000,Close,Down,-1.350,0.125,TRUE,10.472,11.446,FALSE,16.261,-5.464,5.750,0.000,0.000,5.250,3.750,4.500,3.000,7.250,12.500,0.000,12.350,
700, 710,Auto Enable,FALSE,-0.433,-0.408,0.000,0.000,Close,Down,-1.440,0.087,TRUE,15.971,16.932,FALSE,16.551,-9.435,3.500,0.000,0.000,4.750,3.375,2.750,2.000,4.750,12.650,0.000,12.500,
