Fri.Apr.07.2017.9.19.AM
Match: 0,Battery: 
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Auto Enable,FALSE,0.000,0.000,0.000,0.000,Close,Down,-1.520,0.000,FALSE,0.013,0.026,TRUE,2.490,77.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,13.438,11.600,
100, 101,Auto Enable,FALSE,0.000,0.000,0.000,0.000,Close,Down,-1.620,-0.238,TRUE,0.013,0.026,TRUE,2.490,77.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,12.281,11.550,
200, 203,Auto Enable,FALSE,0.000,0.000,0.000,0.000,Close,Down,-1.440,0.299,TRUE,0.013,0.026,TRUE,2.490,77.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,12.188,11.650,
300, 303,Auto Enable,FALSE,-0.079,-0.057,0.000,0.000,Close,Down,-1.460,0.015,TRUE,0.013,0.026,TRUE,2.334,71.949,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,12.188,11.650,
400, 405,Auto Enable,FALSE,-0.360,-0.307,0.000,0.000,Close,Down,-1.620,0.099,TRUE,0.038,0.026,TRUE,2.412,77.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.100,11.938,11.300,
500, 506,Auto Enable,FALSE,-0.360,-0.276,0.000,0.000,Close,Down,-1.380,-0.418,TRUE,1.013,0.795,TRUE,2.412,77.350,4.250,0.000,0.000,6.000,5.250,4.125,2.250,3.875,11.950,12.062,11.000,
600, 607,Auto Enable,FALSE,-0.360,-0.278,0.000,0.000,Close,Down,-0.850,-0.283,TRUE,2.845,2.230,TRUE,2.334,77.350,4.375,0.000,0.000,4.875,4.250,2.375,0.000,2.500,12.050,12.375,11.100,
700, 707,Auto Enable,FALSE,-0.360,-0.288,0.000,0.000,Close,Down,-0.080,-0.037,TRUE,5.127,4.076,TRUE,2.023,83.384,3.000,0.000,0.000,3.625,3.250,2.125,0.000,2.000,12.100,12.312,11.150,
