Thu.Apr.06.2017.2.25.PM
Match: 2,Battery: 2015-1
time,	realTime,	robotMode,	FMSConnected,	leftTank,	rightTank,	intakeSpeed,	climberSpeed,	pincherState,	armState,	yaw,	yAxisAccel,	isMoving,	leftDistance,	rightDistance,	seesTarget,	targetDistance,	targetAngle,	PDP2,	PDP3,	PDP1,	PDP0,	PDP15,	PDP12,	PDP13,	PDP14,	voltage,	PCMCurrent,	PCMInputVolt,
int,	int,	string,	boolean,	float,	float,	float,	float,	string,	string,	float,	float,	boolean,	float,	float,	boolean,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,	float,
Time (ms),	Real Time (ms),	Robot Mode,	FMS Connected,	Left Tank,	Right Tank,	Intake Speed,	Climber Speed,	Pincher State,	Arm State,	Yaw,	Y-Axis Acceleration,	Moving?,	Left Distance,	Right Distance,	Sees Target?,	Target Distance,	Target Angle,	PWM 0 PDP 2 (L Drive),	PWM 1 PDP 3 (Scaler),	PWM 2 PDP 1 (Intake),	PWM 3 PDP 0 (L Drive),	PWM 4 PDP 15 (L Drive),	PWM 5 PDP 12 (R Drive),	PWM 6 PDP 13 (R Drive),	PWM 7 PDP 14 (R Drive),	Voltage,	PCM Current,	PCM Input Voltage,
0, 0,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,-0.040,0.000,FALSE,0.000,0.000,FALSE,-7.804,-12.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,12.188,11.950,
100, 101,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,0.000,0.046,TRUE,0.000,0.000,FALSE,-7.854,-12.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.700,7.719,12.100,
200, 203,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,-0.040,0.026,TRUE,0.000,0.000,FALSE,-7.774,-12.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.700,7.656,12.100,
300, 304,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,0.000,-0.031,TRUE,0.000,0.000,FALSE,-7.774,-12.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.700,7.719,12.100,
400, 405,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,0.000,-0.029,TRUE,0.000,0.000,FALSE,-7.834,-12.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.700,7.719,12.100,
500, 506,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,-0.060,0.169,TRUE,0.000,0.000,FALSE,-7.754,-12.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.700,7.719,12.100,
600, 608,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,0.010,-0.114,TRUE,0.000,0.000,FALSE,-7.774,-12.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.650,7.750,12.100,
700, 708,Tele Enable,FALSE,0.000,0.000,-0.005,0.000,Open,Down,-0.020,-0.050,TRUE,0.000,0.000,FALSE,-7.824,-12.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.700,7.750,12.100,
